region,year,sum_anomaly,sum_trend,relative,relative_since_2005,n_iso_mapped,n_iso_in_fao,source
India,2010,-2401.05401,83204.24597,-0.02885735,-0.02885735,1,1,FAO
India,2011,1569.46725,85303.66401,0.01839859,0.01839859,1,1,FAO
Kazakhstan,2000,-1202.59196,10276.31974,-0.11702555,0.0,1,1,FAO
Kazakhstan,2001,2071.00685,10635.61194,0.19472381,0.0,1,1,FAO
Kazakhstan,2002,1626.94119,11072.67779,0.14693295,0.0,1,1,FAO
Kazakhstan,2003,23.0523,11513.60159,0.00200218,0.0,1,1,FAO
Kazakhstan,2004,-1946.85458,11883.55647,-0.1638276,0.0,1,1,FAO
Kazakhstan,2005,-939.98178,12137.64584,-0.0774435,-0.0774435,1,1,FAO
Kazakhstan,2006,1159.97022,12300.62595,0.09430172,0.09430172,1,1,FAO
Kazakhstan,2007,4033.68202,12432.82397,0.32443812,0.32443812,1,1,FAO
Kazakhstan,2008,-42.9967,12580.62056,-0.00341769,-0.00341769,1,1,FAO
Kazakhstan,2009,4295.52516,12755.96328,0.33674644,0.33674644,1,1,FAO
Kazakhstan,2010,-3301.23999,12938.95085,-0.2551397,-0.2551397,1,1,FAO
Kazakhstan,2011,9660.07218,13071.24586,0.73903225,0.73903225,1,1,FAO
Middle Africa,2000,-0.68006,17.06526,-0.03985055,0.0,9,4,FAO
Middle Africa,2001,-1.357,17.25417,-0.07864765,0.0,9,4,FAO
Middle Africa,2002,-1.00493,17.44519,-0.05760499,0.0,9,4,FAO
Middle Africa,2003,-2.07589,17.56615,-0.11817558,0.0,9,4,FAO
Middle Africa,2004,-4.09784,17.63829,-0.23232638,0.0,9,4,FAO
Middle Africa,2005,-0.08703,17.67719,-0.00492329,-0.00492329,9,4,FAO
Middle Africa,2006,-1.97194,17.61224,-0.11196418,-0.11196418,9,4,FAO
Middle Africa,2007,4.26594,17.42413,0.24482944,0.24482944,9,4,FAO
Middle Africa,2008,4.48887,17.25125,0.26020549,0.26020549,9,4,FAO
Middle Africa,2009,7.60575,17.18424,0.44260031,0.44260031,9,4,FAO
Middle Africa,2010,6.65376,17.18726,0.38713326,0.38713326,9,4,FAO
Middle Africa,2011,-1.23588,17.07712,-0.07237052,-0.07237052,9,4,FAO
Northern Africa,2000,-3786.42252,7108.54416,-0.53265794,0.0,6,5,FAO
Northern Africa,2001,-432.85773,7334.15727,-0.05901942,0.0,6,5,FAO
Northern Africa,2002,-1901.33546,7556.60213,-0.25161249,0.0,6,5,FAO
Northern Africa,2003,2768.93847,7784.50963,0.35569851,0.0,6,5,FAO
Northern Africa,2004,2516.84944,8036.60942,0.31317304,0.0,6,5,FAO
Northern Africa,2005,-698.75918,8325.07328,-0.0839343,-0.0839343,6,5,FAO
Northern Africa,2006,2392.11413,8647.39383,0.27662833,0.27662833,6,5,FAO
Northern Africa,2007,-2720.83206,8973.08738,-0.30322139,-0.30322139,6,5,FAO
Northern Africa,2008,-2768.0879,9258.36924,-0.29898223,-0.29898223,6,5,FAO
Northern Africa,2009,2248.04982,9477.47484,0.23719924,0.23719924,6,5,FAO
Northern Africa,2010,-813.80472,9652.46001,-0.0843106,-0.0843106,6,5,FAO
Northern Africa,2011,800.58234,9836.88148,0.08138579,0.08138579,6,5,FAO
Pakistan,2000,2431.64669,18647.77489,0.13039876,0.0,1,1,FAO
Pakistan,2001,-49.12097,19073.50145,-0.00257535,0.0,1,1,FAO
Pakistan,2002,-1311.55317,19538.91771,-0.06712517,0.0,1,1,FAO
Pakistan,2003,-830.3966,20013.78026,-0.04149124,0.0,1,1,FAO
Pakistan,2004,-984.81972,20485.20972,-0.04807467,0.0,1,1,FAO
Pakistan,2005,660.7932,20951.63904,0.03153897,0.03153897,1,1,FAO
Pakistan,2006,-141.25081,21418.67635,-0.00659475,-0.00659475,1,1,FAO
Pakistan,2007,1405.09009,21890.37581,0.06418757,0.06418757,1,1,FAO
Pakistan,2008,-1411.97824,22371.3974,-0.06311533,-0.06311533,1,1,FAO
Pakistan,2009,1177.7605,22855.72016,0.05153023,0.05153023,1,1,FAO
Pakistan,2010,-15.54423,23327.01045,-0.00066636,-0.00066636,1,1,FAO
Pakistan,2011,1522.08541,23692.41887,0.06424356,0.06424356,1,1,FAO
Rest of Central Asia,2000,-345.11866,7012.03554,-0.04921804,0.0,4,4,FAO
Rest of Central Asia,2001,-604.78892,7632.69364,-0.07923663,0.0,4,4,FAO
Rest of Central Asia,2002,865.8025,8135.10446,0.10642795,0.0,4,4,FAO
Rest of Central Asia,2003,1033.0425,8564.87634,0.12061383,0.0,4,4,FAO
Rest of Central Asia,2004,683.875,8923.04516,0.07664144,0.0,4,4,FAO
Rest of Central Asia,2005,1240.2956,9218.6284,0.13454231,0.13454231,4,4,FAO
Rest of Central Asia,2006,1378.4839,9460.44888,0.1457102,0.1457102,4,4,FAO
Rest of Central Asia,2007,599.77762,9655.16566,0.06211987,0.06211987,4,4,FAO
Rest of Central Asia,2008,251.54696,9800.39336,0.02566703,0.02566703,4,4,FAO
Rest of Central Asia,2009,1101.35064,9882.5648,0.11144381,0.11144381,4,4,FAO
Rest of Central Asia,2010,581.2897,9894.64526,0.05874791,0.05874791,4,4,FAO
Rest of Central Asia,2011,-449.59498,9803.53098,-0.04586052,-0.04586052,4,4,FAO
Rest of Eastern Asia,2000,-143.21953,1022.19978,-0.14010914,0.0,4,4,FAO
Rest of Eastern Asia,2001,-66.96163,1032.94078,-0.0648262,0.0,4,4,FAO
Rest of Eastern Asia,2002,42.29603,1059.67891,0.03991401,0.0,4,4,FAO
Rest of Eastern Asia,2003,96.53095,1090.44334,0.0885245,0.0,4,4,FAO
Rest of Eastern Asia,2004,61.45497,1122.51882,0.05474738,0.0,4,4,FAO
Rest of Eastern Asia,2005,-5.11907,1154.0916,-0.00443558,-0.00443558,4,4,FAO
Rest of Eastern Asia,2006,-14.56237,1184.53653,-0.01229373,-0.01229373,4,4,FAO
Rest of Eastern Asia,2007,8.61522,1213.35663,0.00710032,0.00710032,4,4,FAO
Rest of Eastern Asia,2008,36.55734,1239.41658,0.0294956,0.0294956,4,4,FAO
Rest of Eastern Asia,2009,-11.9268,1261.90877,-0.0094514,-0.0094514,4,4,FAO
Rest of Eastern Asia,2010,-165.38226,1280.36698,-0.12916786,-0.12916786,4,4,FAO
Rest of Eastern Asia,2011,60.08646,1292.89425,0.04647438,0.04647438,4,4,FAO
Rest of Europe,2000,-404.08054,5899.93495,-0.06848898,0.0,25,10,FAO
Rest of Europe,2001,262.79965,5874.07162,0.04473893,0.0,25,10,FAO
Rest of Europe,2002,124.90044,5866.96706,0.02128876,0.0,25,10,FAO
Rest of Europe,2003,-2144.32267,5869.19254,-0.36535224,0.0,25,10,FAO
Rest of Europe,2004,739.54336,5878.2833,0.12580941,0.0,25,10,FAO
Rest of Europe,2005,111.0239,5898.83455,0.01882133,0.01882133,25,10,FAO
Rest of Europe,2006,-483.4608,5783.31734,-0.08359576,-0.08359576,25,10,FAO
Rest of Europe,2007,-622.33606,5960.16437,-0.10441592,-0.10441592,25,10,FAO
Rest of Europe,2008,1148.32098,6149.49678,0.18673414,0.18673414,25,10,FAO
Rest of Europe,2009,126.18313,6348.62379,0.01987567,0.01987567,25,10,FAO
Rest of Europe,2010,-903.53474,6556.37245,-0.13781016,-0.13781016,25,10,FAO
Rest of Europe,2011,-163.5491,6765.35357,-0.02417451,-0.02417451,25,10,FAO
Rest of Oceania,2000,23.18436,300.59432,0.0771284,0.0,31,1,FAO
Rest of Oceania,2001,40.41314,309.62054,0.13052474,0.0,31,1,FAO
Rest of Oceania,2002,6.60761,317.49281,0.02081184,0.0,31,1,FAO
Rest of Oceania,2003,-11.12495,324.76649,-0.03425523,0.0,31,1,FAO
Rest of Oceania,2004,-12.36224,332.07702,-0.03722703,0.0,31,1,FAO
Rest of Oceania,2005,-20.66035,339.64123,-0.06082992,-0.06082992,31,1,FAO
Rest of Oceania,2006,-64.73372,347.63472,-0.1862119,-0.1862119,31,1,FAO
Rest of Oceania,2007,-42.06502,355.95368,-0.11817554,-0.11817554,31,1,FAO
Rest of Oceania,2008,-21.10703,364.45341,-0.05791421,-0.05791421,31,1,FAO
Rest of Oceania,2009,7.97197,372.98625,0.02137336,0.02137336,31,1,FAO
Rest of Oceania,2010,48.19566,381.36532,0.12637662,0.12637662,31,1,FAO
Rest of Oceania,2011,17.81567,387.91287,0.04592699,0.04592699,31,1,FAO
Rest of South America,2000,-1878.57369,6017.02596,-0.31220967,0.0,15,9,FAO
Rest of South America,2001,-80.95808,6257.18181,-0.01293843,0.0,15,9,FAO
Rest of South America,2002,-370.56111,6563.39734,-0.05645873,0.0,15,9,FAO
Rest of South America,2003,2508.52115,6904.93077,0.36329418,0.0,15,9,FAO
Rest of South America,2004,1923.49655,7270.64358,0.26455657,0.0,15,9,FAO
Rest of South America,2005,378.63408,7650.83066,0.04948928,0.04948928,15,9,FAO
Rest of South America,2006,-2433.41299,8029.64403,-0.30305366,-0.30305366,15,9,FAO
Rest of South America,2007,-1272.09778,8379.10577,-0.15181784,-0.15181784,15,9,FAO
Rest of South America,2008,1329.04842,8679.62407,0.15312281,0.15312281,15,9,FAO
Rest of South America,2009,1049.07265,8920.43169,0.11760335,0.11760335,15,9,FAO
Rest of South America,2010,1939.09498,9068.2294,0.21383391,0.21383391,15,9,FAO
Rest of South America,2011,1862.53542,9177.56631,0.20294437,0.20294437,15,9,FAO
Rest of Southern Asia,2000,-4171.17391,16755.74973,-0.24893986,0.0,7,5,FAO
Rest of Southern Asia,2001,-3263.05554,17153.66949,-0.19022493,0.0,7,5,FAO
Rest of Southern Asia,2002,456.28844,17547.12865,0.0260036,0.0,7,5,FAO
Rest of Southern Asia,2003,1878.70526,17895.78365,0.10498033,0.0,7,5,FAO
Rest of Southern Asia,2004,1405.17399,18195.68236,0.07722568,0.0,7,5,FAO
Rest of Southern Asia,2005,2557.90313,18444.02847,0.13868462,0.13868462,7,5,FAO
Rest of Southern Asia,2006,1520.39108,18643.33654,0.08155145,0.08155145,7,5,FAO
Rest of Southern Asia,2007,3819.51899,18810.84781,0.20304874,0.20304874,7,5,FAO
Rest of Southern Asia,2008,-5969.792,18970.79433,-0.31468329,-0.31468329,7,5,FAO
Rest of Southern Asia,2009,1625.61898,19118.53692,0.08502842,0.08502842,7,5,FAO
Rest of Southern Asia,2010,1241.66875,19251.87885,0.06449598,0.06449598,7,5,FAO
Rest of Southern Asia,2011,-4715.71467,19505.06208,-0.24176876,-0.24176876,7,5,FAO
Rest of Western Asia,2000,-2566.34075,9688.45885,-0.26488638,0.0,17,14,FAO
Rest of Western Asia,2001,361.90251,9909.898,0.0365193,0.0,17,14,FAO
Rest of Western Asia,2002,2431.43096,10079.55629,0.24122401,0.0,17,14,FAO
Rest of Western Asia,2003,1989.45884,10226.73403,0.19453511,0.0,17,14,FAO
Rest of Western Asia,2004,1301.84507,10358.18909,0.12568269,0.0,17,14,FAO
Rest of Western Asia,2005,1600.2757,10466.43894,0.15289591,0.15289591,17,14,FAO
Rest of Western Asia,2006,1301.04816,10527.63447,0.12358409,0.12358409,17,14,FAO
Rest of Western Asia,2007,480.10564,10512.03726,0.04567199,0.04567199,17,14,FAO
Rest of Western Asia,2008,-2636.70543,10399.97533,-0.25352997,-0.25352997,17,14,FAO
Rest of Western Asia,2009,-780.72847,10192.66412,-0.0765971,-0.0765971,17,14,FAO
Rest of Western Asia,2010,-735.15292,9920.81309,-0.07410208,-0.07410208,17,14,FAO
Rest of Western Asia,2011,669.98635,9662.35088,0.06933989,0.06933989,17,14,FAO
Russia,2000,-5522.2396,39978.27325,-0.13813102,0.0,1,1,FAO
Russia,2001,6235.04903,40748.36043,0.15301349,0.0,1,1,FAO
Russia,2002,8409.53328,42200.98499,0.19927339,0.0,1,1,FAO
Russia,2003,-9679.57138,43784.5945,-0.22107254,0.0,1,1,FAO
Russia,2004,98.62793,45315.73449,0.00217646,0.0,1,1,FAO
Russia,2005,979.06437,46720.36657,0.02095584,0.02095584,1,1,FAO
Russia,2006,-3095.7679,48024.11572,-0.06446278,-0.06446278,1,1,FAO
Russia,2007,75.42426,49294.05678,0.00153009,0.00153009,1,1,FAO
Russia,2008,13113.50244,50653.41051,0.25888686,0.25888686,1,1,FAO
Russia,2009,9482.07647,52259.77573,0.1814412,0.1814412,1,1,FAO
Russia,2010,-12645.56735,54154.81259,-0.23350773,-0.23350773,1,1,FAO
Russia,2011,-308.42319,56550.11039,-0.00545398,-0.00545398,1,1,FAO
South-Eastern Asia,2000,-20.13623,114.13717,-0.17642132,0.0,11,2,FAO
South-Eastern Asia,2001,-21.59222,116.59317,-0.18519284,0.0,11,2,FAO
South-Eastern Asia,2002,-15.21611,122.21718,-0.12450058,0.0,11,2,FAO
South-Eastern Asia,2003,-5.72608,128.72731,-0.04448225,0.0,11,2,FAO
South-Eastern Asia,2004,15.30218,135.69933,0.11276533,0.0,11,2,FAO
South-Eastern Asia,2005,14.21114,142.79043,0.09952446,0.09952446,11,2,FAO
South-Eastern Asia,2006,-8.74706,149.74847,-0.05841168,-0.05841168,11,2,FAO
South-Eastern Asia,2007,-0.25705,156.25861,-0.00164503,-0.00164503,11,2,FAO
South-Eastern Asia,2008,12.35424,161.6475,0.07642704,0.07642704,11,2,FAO
South-Eastern Asia,2009,17.79922,165.20261,0.10774176,0.10774176,11,2,FAO
South-Eastern Asia,2010,18.48922,166.51263,0.11103794,0.11103794,11,2,FAO
South-Eastern Asia,2011,11.11511,162.88663,0.06823832,0.06823832,11,2,FAO
Southern Africa,2000,372.97907,2072.13324,0.17999763,0.0,5,5,FAO
Southern Africa,2001,479.43119,2082.23058,0.23024885,0.0,5,5,FAO
Southern Africa,2002,400.89894,2074.34845,0.19326499,0.0,5,5,FAO
Southern Africa,2003,-477.11,2059.76525,-0.23163319,0.0,5,5,FAO
Southern Africa,2004,-329.24466,2039.65083,-0.16142207,0.0,5,5,FAO
Southern Africa,2005,-88.48314,2017.56571,-0.04385639,-0.04385639,5,5,FAO
Southern Africa,2006,127.82916,1995.32553,0.06406431,0.06406431,5,5,FAO
Southern Africa,2007,-48.64524,1970.44995,-0.02468738,-0.02468738,5,5,FAO
Southern Africa,2008,205.37499,1942.67641,0.10571755,0.10571755,5,5,FAO
Southern Africa,2009,61.49583,1916.19299,0.03209271,0.03209271,5,5,FAO
Southern Africa,2010,-430.07873,1895.23955,-0.22692579,-0.22692579,5,5,FAO
Southern Africa,2011,166.43822,1873.17241,0.08885366,0.08885366,5,5,FAO
Turkey,2000,1595.08315,19413.28658,0.08216451,0.0,1,1,FAO
Turkey,2001,-491.45923,19497.88902,-0.02520577,0.0,1,1,FAO
Turkey,2002,-51.25547,19558.67023,-0.0026206,0.0,1,1,FAO
Turkey,2003,-617.58055,19625.01031,-0.03146906,0.0,1,1,FAO
Turkey,2004,1306.72279,19692.64721,0.06635587,0.0,1,1,FAO
Turkey,2005,1730.14212,19769.21288,0.087517,0.087517,1,1,FAO
Turkey,2006,156.2843,19853.1154,0.00787203,0.00787203,1,1,FAO
Turkey,2007,-2713.78063,19947.26361,-0.13604776,-0.13604776,1,1,FAO
Turkey,2008,-2265.02006,20046.4866,-0.11298838,-0.11298838,1,1,FAO
Turkey,2009,457.78031,20141.60169,0.0227281,0.0227281,1,1,FAO
Turkey,2010,-554.61341,20228.02321,-0.02741807,-0.02741807,1,1,FAO
Turkey,2011,1507.25673,20292.08927,0.07427805,0.07427805,1,1,FAO
USA,2000,-675.92125,61316.74042,-0.01102344,0.0,1,1,FAO
USA,2001,-7828.00482,60829.59483,-0.12868744,0.0,1,1,FAO
USA,2002,-16721.43676,60426.74787,-0.27672243,0.0,1,1,FAO
USA,2003,3758.67878,60046.23531,0.06259641,0.0,1,1,FAO
USA,2004,-962.67583,59661.43674,-0.01613565,0.0,1,1,FAO
USA,2005,-2021.91373,59265.63099,-0.03411613,-0.03411613,1,1,FAO
USA,2006,-9675.41822,58892.8947,-0.16428838,-0.16428838,1,1,FAO
USA,2007,-2771.32005,58592.99465,-0.04729781,-0.04729781,1,1,FAO
USA,2008,9651.4935,58366.54698,0.16536002,0.16536002,1,1,FAO
USA,2009,2222.64371,58145.16727,0.03822577,0.03822577,1,1,FAO
USA,2010,2211.43332,57852.36854,0.03822546,0.03822546,1,1,FAO
USA,2011,-2920.25056,57340.88313,-0.0509279,-0.0509279,1,1,FAO
Ukraine,2000,-6489.83598,16686.83598,-0.3889195,0.0,1,1,FAO
Ukraine,2001,4638.174,16709.826,0.27757165,0.0,1,1,FAO
Ukraine,2002,3620.58499,16935.41501,0.21378779,0.0,1,1,FAO
Ukraine,2003,-13649.49701,17248.49701,-0.79134414,0.0,1,1,FAO
Ukraine,2004,-68.89304,17588.89304,-0.00391685,0.0,1,1,FAO
Ukraine,2005,747.14402,17951.85598,0.04161932,0.04161932,1,1,FAO
Ukraine,2006,-4399.64202,18346.64202,-0.23980639,-0.23980639,1,1,FAO
Ukraine,2007,-4841.90999,18779.90999,-0.25782392,-0.25782392,1,1,FAO
Ukraine,2008,6647.86798,19237.13202,0.3455748,0.3455748,1,1,FAO
Ukraine,2009,1146.25799,19739.74201,0.05806854,0.05806854,1,1,FAO
Ukraine,2010,-3474.14402,20325.14402,-0.17092838,-0.17092838,1,1,FAO
Ukraine,2011,1208.33997,21115.66003,0.05722483,0.05722483,1,1,FAO
Western Africa,2000,19.38433,70.61297,0.27451515,0.0,17,4,FAO
Western Africa,2001,-7.98788,73.9859,-0.1079649,0.0,17,4,FAO
Western Africa,2002,-12.74971,76.74779,-0.16612478,0.0,17,4,FAO
Western Africa,2003,-8.21084,79.20871,-0.10366082,0.0,17,4,FAO
Western Africa,2004,-0.54499,81.54256,-0.0066835,0.0,17,4,FAO
Western Africa,2005,-3.38798,84.38557,-0.04014881,-0.04014881,17,4,FAO
Western Africa,2006,0.94403,88.0533,0.01072112,0.01072112,17,4,FAO
Western Africa,2007,-30.12002,92.11816,-0.32697158,-0.32697158,17,4,FAO
Western Africa,2008,-17.02936,96.02699,-0.17733931,-0.17733931,17,4,FAO
Western Africa,2009,7.35977,99.63702,0.07386582,0.07386582,17,4,FAO
Western Africa,2010,41.96883,103.02682,0.4073583,0.4073583,17,4,FAO
Western Africa,2011,99.53091,105.46294,0.94375247,0.94375247,17,4,FAO
