crop,n_country_steps,frac_steps_cap_binds,mmt_desired,mmt_unconsumed_by_cap,pct_of_desired,max_country_frac,worst_country
wheat,2592,0.0787037037037037,3634.4673351761103,68.79487047277931,1.892846024696651,0.2638888888888889,Thailand
maize,2592,0.0030864197530864196,4506.027526832291,8.670369566556115,0.1924171460322021,0.013888888888888888,Egypt
rice,2592,0.2010030864197531,2332.442156998225,80.60762515460176,3.455932440285725,0.5694444444444444,Canada
