crop,ask_comp_elast,corr,hike0708,hike1011,price_sum
wheat,0.0,0.7198612368258548,2.2673764846341906,1.4472676909253313,49256.66019416359
wheat,1.25,0.7198612368258547,2.2673764846341906,1.4472676909253321,49256.66019416358
wheat,8.0,0.7198612368258547,2.2673764846341906,1.4472676909253315,49256.66019416359
maize,0.0,0.7115343015231028,1.9716551959162116,1.698938753871961,29929.314368137966
maize,1.25,0.7115343015231028,1.9716551959162116,1.698938753871961,29929.314368137966
maize,8.0,0.7115343015231028,1.9716551959162116,1.698938753871961,29929.314368137966
rice,0.0,0.6777409747204022,1.7218949303223503,0.8204584882401206,92279.15047923775
rice,1.25,0.6777409747204022,1.7218949303223503,0.8204584882401206,92279.15047923775
rice,8.0,0.6777409747204023,1.7218949303223503,0.8204584882401208,92279.15047923775
