crop,mean_unmet_frac,mean_unmet_twin,mean_unmet_anomaly,max_unmet_anomaly,frac_of_level_surviving,unmet_kappa,max_price_uplift_pct
wheat,0.3593029931232822,0.44293717627039547,0.026317335199062333,0.4018353360055861,0.07324552175392668,2.5,100.45883400139653
maize,0.12062662137222313,0.10381552776679037,0.03981915954773104,0.39575437410158765,0.33010258510730583,2.5,98.93859352539691
rice,0.6713920803716403,0.7398435187576099,0.0015743533607597486,0.055327208507014,0.002344909043145528,2.5,13.831802126753502
