crop,country,flex_mmt_window,ind_mmt_window,sheaf_mmt,mean_p_hat,agri_mmt_A0.05,gap_mmt_A0.05,gap_pct_A0.05,agri_mmt_A0.10,gap_mmt_A0.10,gap_pct_A0.10,agri_mmt_A0.20,gap_mmt_A0.20,gap_pct_A0.20,agri_mmt_A0.40,gap_mmt_A0.40,gap_pct_A0.40
wheat,USA,33.64454166666667,0.0,30.648378092392633,1.8826340709912417,30.456903141945794,0.19147495044683893,0.6247474168767376,29.386756193932033,1.2616218984606,4.1164393582502585,27.47035865612663,3.178019436266002,10.369290755568015,24.33269447858987,6.315683613802765,20.606909751516046
wheat,Russia,41.434250000000006,0.0,37.74438577752616,1.8826340709912417,37.50857870236507,0.235807075161091,0.6247474168767524,36.19066102585025,1.5537247516759152,4.116439358250299,33.83056067235121,3.9138251051749506,10.36929075556802,29.96643426408728,7.777951513438882,20.606909751516067
wheat,EU,134.44509722222227,0.0,122.47229322245647,1.8826340709912417,121.70715073415948,0.7651424882969877,0.6247474168767271,117.43079554129558,5.041497681160891,4.1164393582502825,109.77278504320813,12.69950817924834,10.369290755568022,97.23453828749275,25.237754934963718,20.606909751516053
wheat,Ukraine,13.496527777777775,0.0,12.294614988844788,1.8826340709912417,12.217804699287042,0.07681028955774671,0.6247474168767271,11.788514618498644,0.5061003703461449,4.116439358250277,11.019750613373827,1.2748643754709619,10.369290755568013,9.761074773797176,2.533540215047612,20.60690975151606
wheat,Kazakhstan,8.161111111111113,0.0,7.434335752451967,1.8826340709912417,7.387889931876581,0.0464458205753866,0.6247474168767263,7.128305829513563,0.3060299229384045,4.1164393582502745,6.663447862535079,0.7708878899168887,10.369290755568002,5.902348893319499,1.5319868591324681,20.606909751516046
wheat,Canada,8.71577777777778,0.0,7.93960742129118,1.8826340709912417,7.890004929016511,0.049602492274669174,0.6247474168767221,7.61277829651059,0.32682912478059034,4.116439358250281,7.116326442926842,0.8232809783643384,10.369290755568015,6.303499685361036,1.6361077359301444,20.60690975151605
wheat,Australia,7.027222222222221,0.0,6.401423616934305,1.8826340709912417,6.36143088824417,0.039992728690134705,0.6247474168767408,6.137912895678492,0.26351072125581254,4.116439358250283,5.737641389598788,0.663782227335517,10.369290755568022,5.082288029380417,1.3191355875538875,20.60690975151606
wheat,Argentina,6.147916666666666,0.0,5.600423282544013,1.8826340709912417,5.565434782752159,0.034988499791854366,0.6247474168766884,5.369885254312761,0.23053802823125213,4.116439358250245,5.019699108834499,0.5807241737095143,10.369290755568,4.446349111007276,1.1540741715367373,20.606909751516046
wheat,Brazil,11.609722222222224,0.0,10.575836037227026,1.8826340709912417,10.509763774771331,0.06607226245569464,0.6247474168767345,10.140488160126594,0.43534787710043155,4.116439358250294,9.479196848694812,1.0966391885322135,10.369290755568024,8.39648304956734,2.1793529876596853,20.606909751516056
wheat,India,83.44320833333335,0.0,76.01230011036326,1.8826340709912417,75.5374152289152,0.4748848814480624,0.6247474168767039,72.88329987150895,3.129000238854303,4.116439358250265,68.13036370192474,7.88193640843852,10.369290755568024,60.34851402656917,15.663786083794086,20.606909751516046
wheat,Thailand,1.4868749999999997,0.0,1.35446360445668,1.8826340709912417,1.3460016280753015,0.008461976381378467,0.6247474168767232,1.29870793154965,0.055755672907030096,4.1164393582502745,1.2140153351322205,0.14044826932445953,10.369290755567992,1.0753505118691609,0.27911309258751915,20.606909751516035
wheat,Vietnam,1.7423611111111112,0.0,1.5871977878575547,1.8826340709912417,1.57728181067719,0.009915977180364743,0.6247474168767344,1.5218617534249086,0.06533603443264613,4.116439358250277,1.4226166343686615,0.16458115348889324,10.369290755568002,1.2601253721356893,0.3270724157218654,20.606909751516046
wheat,China,118.625,0.0,108.06103073807394,1.8826340709912417,107.38592223988744,0.6751084981865034,0.6247474168767461,103.61276393784094,4.448266800233,4.116439358250272,96.85586826737932,11.205162470694617,10.36929075556802,85.79299165732104,22.2680390807529,20.606909751516035
