crop,cons_base_mmt,cons_p2_mmt,cons_pct_change,stock_base_mean,stock_p2_mean,stock_pct_change,trade_base_mmt,trade_p2_mmt,trade_pct_change,price_mean_base,price_mean_p2
wheat,3565.6724647033316,3559.194083271313,-0.1816875076482205,291.71553943152475,289.07053166665156,-0.9067078737140966,523.3824871930935,507.8795425445209,-2.9620679002301142,342.0601402372471,342.2938185776237
maize,4497.357157265736,4499.999706519975,0.05875782513671268,393.22277675952375,390.1427808009152,-0.7832699784051766,399.62910925041626,393.2577116139993,-1.5943277126052702,207.842460889847,207.16277413723438
rice,2251.8345318436236,2247.5898459668,-0.18849901343986897,98.25646218281526,98.37511389215037,0.12075715601722603,124.95548951222113,113.38877861168034,-9.256664869781117,640.8274338835955,646.7999204552412
