crop,step,tag,episode,in_first_model_year,p_prev,p_official,root_sign_changes,L_max_global,max_positive_slope,monotone_decreasing,resid_at_60,resid_at_1200,fp,fp_residual,fp_slope,fp_minus_official,fp_pct_of_official,picard_iters,picard_fp,picard_minus_bisect,n_jumps_found,max_jump_G,p_at_max_jump,jump_cause,root_to_nearest_jump,root_inside_jump,picard_bad_all_converged,picard_bad_max_iters,picard_bad_max_spread,free_official,free_negative,twin,max_cut
wheat,10,2006-06a,2007/08,True,194.6824303972993,196.4011057590365,1,0.023206616134789453,-0.0005204008582774986,True,137.92578625578403,-1005.268659344383,196.38768518899957,0.0,-0.007829993204029531,-0.013420570036942081,-0.006833245660748829,5,196.38768518904996,5.0391690820106305e-11,0,0.0,,,,False,True,6,4.89421836391557e-11,126.19622898992827,False,129.22070558965726,0.0
wheat,11,2006-06b,2007/08,True,196.4011057590365,194.27065476673766,1,0.014568217153669566,-0.00041484852888237984,True,135.20461092163757,-1006.798685568908,194.27824951486764,0.0,-0.003600933560783469,0.00759474812997496,0.003909364561052227,5,194.27824951486633,-1.3073986337985843e-12,0,0.0,,,,False,True,6,6.536993168992922e-13,146.87648342512907,False,149.83248290084254,0.0
wheat,12,2006-07a,2007/08,True,194.27065476673766,193.08449136298356,1,0.013019304944240879,-0.0002546000574679328,True,133.93455501548024,-1007.9228534963188,193.08852686465684,0.0,-0.003425747292446626,0.004035501673286035,0.0020900185430737734,5,193.08852686465633,-5.115907697472721e-13,0,0.0,,,,False,True,6,5.115907697472721e-13,211.74550437426447,False,219.79118989904828,0.0
wheat,13,2006-07b,2007/08,True,193.08449136298356,190.14268739526509,1,0.009961642046714847,-0.00034152706037180846,True,130.79656989199856,-1010.6982632732183,190.15060367439742,0.0,-0.002721736836426067,0.007916279132331283,0.004163336092896946,5,190.15060367439702,-3.979039320256561e-13,0,0.0,,,,False,True,6,2.015099198615644e-11,273.9480921003435,False,287.06637805083335,0.0
wheat,14,2006-08a,2007/08,True,190.14268739526509,188.0762322794225,1,0.0026592270913632847,1.3458380484129343e-05,False,128.2148422161349,-1011.977546790013,188.07711982092746,0.0,-0.00043387896885972076,0.0008875415049658386,0.0004719051919581361,4,188.07711982092752,5.684341886080802e-14,0,0.0,,,,False,True,5,3.467448550509289e-12,305.4735153349088,False,322.3564228787537,0.0
wheat,15,2006-08b,2007/08,True,188.0762322794225,186.1540606663034,1,0.007729385312151814,-0.00022333477459781113,True,126.63884673695884,-1014.4428877018206,186.1579795215087,0.0,-0.0020553251865096586,0.003918855205313321,0.0021051677257463612,5,186.15797952150865,-5.684341886080802e-14,0,0.0,,,,False,True,5,1.0743406164692715e-11,270.3789112643192,False,312.2521688583136,0.0
wheat,16,2006-09a,2007/08,True,186.1540606663034,185.02450057112765,1,0.03320672646535528,-0.0005178733934635289,True,126.95322098342851,-1017.1025086099869,185.03305224742476,0.0,-0.00765596358263429,0.008551676297116728,0.004621915622374167,5,185.03305224739535,-2.941646926046815e-11,0,0.0,,,,False,True,6,5.653078005707357e-11,112.52805493683849,False,134.21879584628874,0.0
wheat,17,2006-09b,2007/08,True,185.02450057112765,192.2200679981091,1,0.14664552942495102,-0.001447414137457741,True,139.00073819236917,-1011.8315904268834,192.1186575805405,0.0,-0.013950637399216943,-0.10141041756858726,-0.05275745588102947,6,192.1186575804869,-5.360334398574196e-11,0,0.0,,,,False,True,7,4.9681148084346205e-11,75.08954727640577,False,111.70954945492457,0.0
wheat,18,2006-10a,2007/08,True,192.2200679981091,204.1875144459804,1,0.10827875787265605,-0.004275593678876545,True,150.31660764415764,-1007.5406759039554,203.94363520857303,0.0,-0.02000786893740564,-0.24387923740738415,-0.11943885896701316,7,203.9436352085886,1.5575096767861396e-11,0,0.0,,,,False,True,8,1.5205614545266144e-11,37.97484350148443,False,58.239940514326804,0.0
wheat,19,2006-10b,2007/08,True,204.1875144459804,219.11708876032571,1,0.15505457975735798,-0.005001951744876319,True,167.60933200653884,-993.9236751540058,218.7444145654299,0.0,-0.024449612327123605,-0.3726741948958079,-0.17007993169507912,7,218.7444145655095,7.958078640513122e-11,0,0.0,,,,False,True,8,6.87805368215777e-11,33.55667520892763,False,54.00479851560095,0.0
wheat,20,2006-11a,2007/08,True,219.11708876032571,238.2476618000314,1,0.19348518549824778,-0.006128928146832394,True,190.14938613951756,-977.2849653100425,237.68149582230348,0.0,-0.02888946407322831,-0.566165977727934,-0.23763757992434548,8,237.68149582229404,-9.43600753089413e-12,0,0.0,,,,False,True,8,2.6216184778604656e-10,32.51559607995932,False,53.20743321903092,0.0
wheat,21,2006-11b,2007/08,True,238.2476618000314,256.53272283913464,1,0.17215433947632497,-0.0065000034944382844,True,207.9941118297794,-959.4083997109417,255.75112094651695,0.0,-0.04795307567191695,-0.7816018926176866,-0.30467921751557986,8,255.75112094606203,-4.5491788114304654e-10,0,0.0,,,,False,True,9,4.1302428144263104e-10,32.37382949987901,False,53.3961014877477,0.0
wheat,22,2006-12a,2007/08,True,256.53272283913464,252.1972304570637,1,0.19154134067404946,-0.0029538864301733763,True,204.87823033851805,-955.0727249430724,252.304858599002,0.0,-0.025743129734597133,0.10762814193827808,0.04267617917263435,7,252.30485859897072,-3.126388037344441e-11,0,0.0,,,,False,True,8,9.023892744153272e-11,29.802576390377567,False,50.92315271949656,0.0
wheat,23,2006-12b,2007/08,True,252.1972304570637,253.3161353998168,1,0.14414708709924362,-0.003316077768511455,True,203.0019513990859,-954.6210947267738,253.28797571138142,0.0,-0.02574270130372373,-0.028159688435380303,-0.011116421143459726,7,253.2879757113896,8.185452315956354e-12,0,0.0,,,,False,True,8,7.105427357601002e-11,32.174500867376764,False,53.74224263401143,0.0
wheat,24,2007-01a,2007/08,False,253.3161353998168,258.6189946715564,1,0.16398344160315456,-0.003707952755436619,True,209.7921751663601,-950.06656408357,258.47733618588995,0.0,-0.027083757064774186,-0.1416584856664258,-0.054774973449390564,7,258.47733618594594,5.5990767577895895e-11,0,0.0,,,,False,True,8,1.1755219020415097e-10,33.567938377503,False,54.43373169317087,0.0
wheat,25,2007-01b,2007/08,False,258.6189946715564,265.8584427442242,1,0.13922064758597208,-0.003541525247942957,True,216.26690558845854,-942.4986424179904,265.6640404084254,5.684341886080802e-14,-0.02713521234799587,-0.1944023357987703,-0.07312249849661535,7,265.664040408503,7.759126674500294e-11,0,0.0,,,,False,True,8,1.0959411156363785e-10,35.34288249618163,False,54.98656629825297,0.0
wheat,26,2007-02a,2007/08,False,265.8584427442242,270.78581433406697,1,0.13633409838755503,-0.0033505487401368043,True,220.64665462139476,-936.6421646807967,270.68013072718657,0.0,-0.021671808311989407,-0.10568360688040457,-0.039028487197642965,7,270.6801307271975,1.0913936421275139e-11,0,0.0,,,,False,True,8,2.1941559680271894e-11,31.68868267333491,False,47.214681246385965,0.95
wheat,27,2007-02b,2007/08,False,270.78581433406697,268.68839409935094,1,0.10797130522122297,-0.002638121051396702,True,216.6987013949103,-936.9835389074367,268.72310484756406,0.0,-0.01690860820341496,0.03471074821311504,0.012918588586405521,6,268.72310484761203,4.7975845518521965e-11,0,0.0,,,,False,True,8,1.3517365005100146e-10,32.55296187438017,False,45.437216581560506,0.95
wheat,28,2007-03a,2007/08,False,268.68839409935094,266.64118116247414,1,0.08305642899837343,-0.003666733294929033,True,212.41684759875545,-938.9739128891053,266.6606791415717,0.0,-0.009614862243677136,0.0194979790975367,0.0073124410162494265,6,266.66067914157327,1.5916157281026244e-12,3,2.867807324946625e-09,213.1460055771866,offers_trunc,53.51467356438508,False,True,7,4.547473508864641e-12,42.37482336673365,False,41.99931120846223,0.95
wheat,29,2007-03b,2007/08,False,266.64118116247414,274.5267328516132,1,0.21144201639811586,-0.00268565374330816,True,230.44096913463136,-933.2833345238813,274.2800214331383,0.0,-0.031738016833163685,-0.24671141847488798,-0.08986790317729826,7,274.28002143339035,2.5204371922882274e-10,0,0.0,,,,False,True,9,2.494857653800864e-10,34.28474974004629,False,45.29291791931783,0.95
wheat,30,2007-04a,2007/08,False,274.5267328516132,308.3274867350158,1,0.10390722076257003,-0.002881594044785771,True,256.3875076011724,-897.4456004912801,307.82222041359864,0.0,-0.014177988811485579,-0.5052663214171389,-0.16387326565256155,7,307.82222041360274,4.092726157978177e-12,0,0.0,,,,False,True,7,6.843947630841285e-11,34.68566409707873,False,52.18077704630193,0.95
wheat,31,2007-04b,2007/08,False,308.3274867350158,310.0629500079504,1,0.11007876993066393,-0.003523600926360416,True,259.61257535909914,-896.2098618767732,310.03490096485825,0.0,-0.016375766217970426,-0.02804904309215317,-0.009046241445949591,6,310.0349009648252,-3.3026026358129457e-11,0,0.0,,,,False,True,8,1.2181544661871158e-10,34.85832555678164,False,60.81915175622743,0.95
wheat,32,2007-05a,2007/08,False,310.0629500079504,319.2745540446062,1,0.08435085346144151,-0.0017696897042809203,True,265.7336517076905,-884.1524495598844,319.1873866867872,0.0,-0.009377633659446239,-0.08716735781899843,-0.027301692764034113,6,319.1873866867809,-6.30961949354969e-12,0,0.0,,,,False,True,7,4.376943252282217e-12,46.92816178624491,False,77.54150110869185,0.95
wheat,33,2007-05b,2007/08,False,319.2745540446062,322.92010355398463,1,0.03996603569005369,-0.001068009052823218,True,266.3029877634001,-879.0221310966497,322.90119916617834,0.0,-0.0051771417877824,-0.01890438780628756,-0.005854199722541335,5,322.9011991661919,1.3528733688872308e-11,0,0.0,,,,False,True,6,1.261923898709938e-11,66.81893309845849,False,103.30455957333412,0.95
wheat,34,2007-06a,2007/08,False,322.92010355398463,328.3139265851153,1,0.03364924830385357,0.00986688076225844,False,271.44083786783466,-873.9891641227118,328.2818009697594,0.0,-0.00593422929655885,-0.0321256153559375,-0.009785029739702175,5,328.2818009697992,3.979039320256561e-11,0,0.0,,,,False,True,6,2.3135271476348862e-11,113.05739906463549,False,135.6873963982658,0.95
wheat,35,2007-06b,2007/08,False,328.3139265851153,330.0636502477484,1,0.03273380897601454,-0.0010528655201469536,True,273.02485895034215,-871.7346401387265,330.0555947451502,0.0,-0.004611128864474712,-0.008055502598210751,-0.0024405906533979814,5,330.05559474515377,3.581135388230905e-12,0,0.0,,,,False,True,6,6.195932655828074e-12,135.04816050220802,False,156.29917370945105,0.95
wheat,36,2007-07a,2007/08,False,330.0636502477484,336.7138417136693,1,0.03703422949416698,-0.0010065965767082259,True,279.94094357013455,-865.0407550335474,336.6806961616109,0.0,-0.004954173300863198,-0.033145552058385874,-0.009843834126240581,5,336.68069616163086,1.9952040020143613e-11,0,0.0,,,,False,True,6,9.72022462519817e-12,202.84311822853846,False,226.25788070765685,0.95
wheat,37,2007-07b,2007/08,False,336.7138417136693,346.52243924222546,1,0.024144891047343343,-0.0009291857131039117,True,288.85681809381305,-854.9768494219763,346.48677296749594,0.0,-0.0035931318258719137,-0.035666274729521774,-0.01029263063238176,5,346.48677296750185,5.9117155615240335e-12,0,0.0,,,,False,True,6,1.4210854715202004e-12,271.02714837602696,False,293.53306885944187,0.95
wheat,38,2007-08a,2007/08,False,346.52243924222546,363.7036412684463,1,0.009195706800136068,-0.000223090923650735,True,304.50726188874614,-836.6877360236236,363.68600162725613,0.0,-0.0009972157371318704,-0.017639641190157818,-0.004850004011133384,5,363.68600162725613,0.0,0,0.0,,,,False,True,5,7.958078640513122e-13,306.12755710895766,False,328.4555863214747,0.95
wheat,39,2007-08b,2007/08,False,363.7036412684463,375.15931417048125,1,0.019106497294846512,-0.0008407098824280356,True,317.12955032180935,-826.0599237580129,375.1272844934082,0.0,-0.0027585412438681785,-0.03202967707306925,-0.008537620115840763,5,375.12728449341006,1.8758328224066645e-12,0,0.0,,,,False,True,6,3.410605131648481e-13,307.5377882888627,False,318.3032597750142,0.95
wheat,40,2007-09a,2007/08,False,375.15931417048125,363.50027320457514,1,0.024808757899862942,-0.0004414873640263735,True,305.77834846518056,-837.2342409629806,363.53293051883645,0.0,-0.0028621050661753124,0.03265731426131424,0.00898412371837062,5,363.53293051883435,-2.1032064978498966e-12,0,0.0,,,,False,True,6,3.979039320256561e-13,134.76468279895863,False,140.22190362356753,0.95
wheat,41,2007-09b,2007/08,False,363.50027320457514,357.41107394717653,1,0.034242381275960694,-0.0009361547037706399,True,300.5034511831878,-844.0952107538037,357.434858912339,0.0,-0.003961274761023875,0.023784965162462868,0.0066547924494298576,5,357.43485891233314,-5.8548721426632255e-12,0,0.0,,,,False,True,6,2.9558577807620168e-12,102.13582531727533,False,117.62923699907583,0.95
wheat,42,2007-10a,2007/08,False,357.41107394717653,366.701217898016,1,0.08158564290576929,-0.002489089095497588,True,313.5698561809849,-837.0299567508875,366.6258959565296,0.0,-0.00804368009530144,-0.07532194148643612,-0.02054041214212276,6,366.6258959565271,-2.5011104298755527e-12,1,1.1619931683526374e-09,923.8790555959104,offers_trunc,557.2531596393808,False,True,7,7.833023119019344e-11,47.84831777384451,False,64.11118239620373,0.95
wheat,43,2007-10b,2007/08,False,366.701217898016,370.84666850450924,1,0.08337390242654948,-0.003959670605685618,True,317.9743300538813,-834.6895267048488,370.8128584870405,0.0,-0.0081654814500725,-0.03381001746873835,-0.009116980234737431,6,370.8128584870392,-1.3073986337985843e-12,1,1.1385736797819845e-09,488.6027601762442,offers_trunc,117.7899016892037,False,True,7,2.1032064978498966e-12,48.404215520242516,False,59.84109812507825,0.95
wheat,44,2007-11a,2007/08,False,370.84666850450924,384.92195478340983,1,0.08561955061977979,-0.0042827954419473535,True,333.4546545903255,-821.9975858248774,384.6768741905914,0.0,-0.01732599579321962,-0.24508059281845362,-0.06367020373165179,7,384.676874190598,6.650680006714538e-12,1,1.7082015801861417e-09,274.28252837837204,offers_trunc,110.39434581221934,False,True,8,1.1050360626541078e-10,47.85849784423897,False,59.0081755650578,0.95
wheat,45,2007-11b,2007/08,False,384.92195478340983,395.64828465062703,1,0.07967194414520747,-0.003692664821588477,True,344.47118534332856,-810.1449992519422,395.4926849943954,0.0,-0.014479944040935328,-0.15559965623162952,-0.03932777223311612,6,395.4926849942964,-9.902123565552756e-11,1,2.107242380589014e-09,209.5506970218499,offers_trunc,185.9419879725455,False,True,7,8.174083632184193e-11,51.332911501947144,False,59.18627395751108,0.95
wheat,46,2007-12a,2007/08,False,395.64828465062703,397.0328201803409,1,0.07794288339841618,-0.0009624838662603304,True,343.9864226056409,-805.013141086866,397.02293900099266,0.0,-0.007172577623247577,-0.009881179348212754,-0.0024887563057695104,5,397.0229390010188,2.6147972675971687e-11,0,0.0,,,,False,True,7,4.1097791836364195e-11,54.44355598690293,False,56.70568969166101,0.95
wheat,47,2007-12b,2007/08,False,397.0328201803409,399.05418301992614,1,0.05526403999814052,-0.0004561243557825518,True,344.1951584523365,-801.8963314979268,399.0424565724493,0.0,-0.005816843735401094,-0.011726447476860358,-0.00293856021959675,5,399.04245657246264,1.3358203432289883e-11,1,3.6188794183544815e-09,202.33831823238867,offers_trunc,196.7041383400606,False,True,6,3.410605131648481e-11,60.29400522257831,False,59.498412021296105,0.95
wheat,48,2008-01a,2007/08,False,399.05418301992614,408.5754175873059,1,0.059592852050962895,-0.0012489387543674288,True,353.69978353226145,-793.3000556600746,408.5300953821667,0.0,-0.004713455107972244,-0.04532220513920038,-0.011092739109668967,5,408.5300953821891,2.2396307031158358e-11,1,5.06514652443002e-09,211.1835614813841,offers_trunc,197.3465339007826,False,True,6,1.1937117960769683e-11,62.34884356388039,False,60.155830583265356,0.95
wheat,49,2008-01b,2007/08,False,408.5754175873059,416.8577569838364,1,0.05545921686023172,-0.000921754915293235,True,361.3726575267766,-784.4937210566954,416.82935069366346,0.0,-0.003398815106409245,-0.028406290172938498,-0.006814384450578893,5,416.82935069366727,3.808509063674137e-12,2,5.297806637827307e-09,79.65839841815757,offers_trunc,205.4897961284615,False,True,6,2.1032064978498966e-12,64.82771432040826,False,60.662041468247736,0.95
wheat,50,2008-02a,2007/08,False,416.8577569838364,421.1224447198871,1,0.05622972202146288,5.8842121545337546e-05,False,365.0761871625466,-778.8784504500702,421.121520976719,0.0,-0.00021295539487679123,-0.0009237431680730879,-0.00021935263238878727,4,421.121520976719,0.0,2,5.566164418269182e-09,168.02877137692417,offers_trunc,209.85866420085912,False,True,5,1.3642420526593924e-12,61.65862954299668,False,52.70949101740274,0.95
wheat,51,2008-02b,2007/08,False,421.1224447198871,427.76220635841855,1,0.021196273445990312,0.005003188646481352,False,368.3369347459364,-771.9856527707575,427.7746733380179,0.0,0.0018568804101249422,0.012466979599366823,0.002914464956008956,5,427.7746733380178,-1.1368683772161603e-13,2,2.7323494578013197e-09,188.59294492750192,offers_trunc,216.53453105330001,False,True,5,7.219114195322618e-12,61.421015129029776,False,49.713091187052214,0.95
wheat,52,2008-03a,2007/08,False,427.76220635841855,427.1400132751471,1,0.007264563878020635,0.007264563878020635,False,366.6077732879011,-771.6477146441364,427.1380375822852,0.0,0.003168040323456517,-0.0019756928618903657,-0.00046253986994604054,5,427.1380375822854,1.7053025658242404e-13,2,2.7327473617333453e-09,191.9455820778734,offers_trunc,215.8813834065301,False,True,6,3.979039320256561e-13,72.4947452987714,False,46.18496486912662,0.95
wheat,53,2008-03b,2007/08,False,427.1400132751471,429.54366015435187,1,0.043701287386962315,-0.0010574641299954256,True,373.71694604020894,-771.9426641014625,429.5346000677704,0.0,-0.0037703096306943283,-0.009060086581484939,-0.002109235316901033,5,429.5346000677722,1.8189894035458565e-12,0,0.0,,,,False,True,6,3.069544618483633e-12,59.600673633175504,False,49.47314613072561,0.95
wheat,54,2008-04a,calm,False,429.54366015435187,456.78398895810733,1,0.1228632359947882,-0.0017845039235653462,True,404.8832275107494,-745.7256697585772,456.61506206394506,0.0,-0.006002917425839114,-0.16892689416226858,-0.03698178969617108,6,456.6150620639437,-1.3642420526593924e-12,0,0.0,,,,False,True,7,1.830358087318018e-11,61.630938652527135,False,56.36100525770976,0.95
wheat,55,2008-04b,calm,False,456.78398895810733,485.26316167813303,1,0.04947829687855703,-0.0014839888658252352,True,429.9551823036988,-716.5750539587834,485.15821072495373,0.0,-0.0035626791028690766,-0.10495095317929781,-0.02162763660368475,5,485.1582107249707,1.693933882052079e-11,1,3.1720901461085305e-09,1061.6944603190295,offers_trunc,576.5362495940758,False,True,6,2.7284841053187847e-12,58.089458453933496,False,64.86922247332369,0.95
wheat,56,2008-05a,calm,False,485.26316167813303,500.38281437466776,1,0.04245536620904516,-0.0004633191232833896,True,445.4244025610403,-700.1652011556945,500.3624018442126,0.0,-0.0013263300004130688,-0.020412530455132583,-0.004079382798276611,5,500.3624018442126,0.0,1,2.9422722036542837e-09,472.7006496668095,offers_trunc,27.661752177403116,False,True,6,4.661160346586257e-12,61.298618678323855,False,80.83956313240458,0.95
wheat,57,2008-05b,calm,False,500.38281437466776,515.0023374606108,1,0.030209896422332554,-0.0006483980154084237,True,457.8850878758278,-685.7534673246964,514.9750513579858,0.0,-0.0018343606480036463,-0.02728610262499842,-0.00529824830689926,5,514.9750513579861,3.410605131648481e-13,1,9.043560567079112e-09,961.4685581824277,offers_trunc,446.49350682444197,False,True,6,8.753886504564434e-12,74.70694478794502,False,106.60180508058495,0.95
wheat,58,2008-06a,calm,False,515.0023374606108,525.822437572516,1,0.026507405928226233,-0.0006750928746681343,True,468.49240569850656,-674.8649170068563,525.8060416696635,0.0,-0.0014982400620827925,-0.016395902852536892,-0.003118144392664061,5,525.8060416696635,0.0,2,7.604171514685731e-09,314.4618149670074,offers_trunc,211.3442267026561,False,True,5,1.3528733688872308e-11,114.07580246987433,False,138.90630377488785,0.95
wheat,59,2008-06b,calm,False,525.822437572516,536.4882728079783,1,0.03415338420134574,-0.0007611204609291702,True,479.97182188465,-664.3239468416547,536.4670588608546,0.0,-0.0019694431055127717,-0.02121394712366964,-0.003954223829094323,5,536.4670588608549,2.2737367544323206e-13,0,0.0,,,,False,True,6,1.2050804798491299e-11,127.92256823529247,False,159.51808108607307,0.95
wheat,60,2008-07a,calm,False,536.4882728079783,527.9156907426271,1,0.02015776466793656,-0.000718159711364605,True,470.26939365028534,-672.811158046409,527.9309195924156,0.0,-0.0017957145306253107,0.015228849788513799,0.0028847124750338714,5,527.9309195924155,-1.1368683772161603e-13,0,0.0,,,,False,True,6,7.73070496506989e-12,207.53683436381237,False,229.4767880842789,0.95
wheat,61,2008-07b,calm,False,527.9156907426271,523.715053241941,1,0.012537134048136347,-0.00045101239569098577,True,465.1769758341079,-676.7496246710152,523.7197786167036,0.0,-0.0011311927623731868,0.004725374762642787,0.0009022797289081936,4,523.7197786167104,6.821210263296962e-12,0,0.0,,,,False,True,5,2.3874235921539366e-12,289.58867109615016,False,296.75197623606385,0.95
wheat,62,2008-08a,calm,False,523.715053241941,521.9380887709508,1,0.008342746643010256,-0.00026483700997217405,True,462.86867697491743,-678.3425754331076,521.939313456937,0.0,-0.0006910303883216796,0.001224685986244367,0.00023464200306366466,4,521.9393134569374,3.410605131648481e-13,0,0.0,,,,False,True,5,2.2737367544323206e-13,341.19434038529226,False,331.4969729488382,0.95
wheat,63,2008-08b,calm,False,521.9380887709508,516.7840730285867,1,0.010669357240195724,-0.00040253842726408303,True,458.0460258089547,-683.6332787720426,516.7892372957058,0.0,-0.0010084439304409016,0.005164267119084798,0.0009993084904532513,4,516.789237295711,5.229594535194337e-12,1,3.6862957131233998e-09,239.6130995381973,offers_trunc,277.1761377575085,False,True,5,1.2505552149377763e-12,353.3768503646849,False,321.22972694040857,0.95
wheat,64,2008-09a,calm,False,516.7840730285867,491.2831722150763,1,0.007736135913036027,-0.00024444708770445336,True,432.143282920615,-708.9800738947681,491.29991611506887,0.0,-0.0006767562477432814,0.016743899992547995,0.0034081973369968735,4,491.299916115074,5.115907697472721e-12,0,0.0,,,,False,True,5,1.1368683772161603e-13,211.4466703620204,False,143.1192213726893,0.95
wheat,65,2008-09b,calm,False,491.2831722150763,468.7720674700623,1,0.018190919075518425,0.006541753127589414,False,410.07980238099253,-731.5836475892258,468.79277099975366,0.0,-0.0009478280627113839,0.020703529691331823,0.004416545081934523,5,468.79277099975366,0.0,0,0.0,,,,False,True,5,1.0231815394945443e-12,172.0978374610306,False,120.47024188327168,0.95
wheat,66,2008-10a,calm,False,468.7720674700623,445.4133654088605,1,0.012559559093843818,-0.000350041918106107,True,386.69500032212636,-755.0188275404365,445.43916880900684,0.0,-0.0011402915232579713,0.025803400146344302,0.005793135579274425,5,445.4391688090068,-5.684341886080802e-14,0,0.0,,,,False,True,5,2.1032064978498966e-12,114.97290843581662,False,66.86053183496415,0.95
wheat,67,2008-10b,calm,False,445.4133654088605,425.6121397406929,1,0.015724576577859407,-0.0003887561107356493,True,367.14176061847115,-774.8960286521183,425.6378204176473,0.0,-0.001334423318669388,0.025680676954380033,0.0060338215376154825,5,425.6378204176472,-5.684341886080802e-14,0,0.0,,,,False,True,5,4.774847184307873e-12,112.15890010334337,False,62.569366319638846,0.95
wheat,68,2008-11a,calm,False,425.6121397406929,408.43819354787365,1,0.011671182757964495,-0.00034893238762380153,True,349.55026704968066,-792.0020709012001,408.45653541149704,0.0,-0.001096122796969638,0.018341863623390964,0.004490731746721695,5,408.456535411497,-5.684341886080802e-14,0,0.0,,,,False,True,5,1.5347723092418164e-12,112.54371443984746,False,61.71511329207158,0.95
wheat,69,2008-11b,calm,False,408.43819354787365,393.01839037661506,1,0.012214438105362676,-0.00036133103246054754,True,334.2031913882695,-807.4993437517026,393.0388937870181,0.0,-0.0013624304093183739,0.02050341040302328,0.005216908649840944,5,393.03889378701797,-1.1368683772161603e-13,0,0.0,,,,False,True,5,3.979039320256561e-12,114.34018843178973,False,61.87771598877745,0.95
