crop,step,tag,episode,twin,free_at_60,free_at_1200,free_crosses_twin,block_frac_at_60,block_frac_at_1200,block_frac_zero,u_anom_at_60,u_anom_at_1200,u_anom_zero,calm_reachable,p_trade_at_60,hypothetical_jump
wheat,33,2007-05b,2007/08,103.30455957333412,62.34513376810543,69.65122510282971,False,0.08336232866156891,0.08256753169271176,False,0.0008748898611655731,0.0010597115562130943,False,False,289.7705515973963,18.674933687369034
wheat,34,2007-06a,2007/08,135.6873963982658,106.80305117382466,116.95213438991573,False,0.14726769247902172,0.14454506234558184,False,0.02052868471049174,0.014295130664018663,False,False,307.67267570908723,23.060954094733308
wheat,35,2007-06b,2007/08,156.29917370945105,128.73430163693874,138.889772082799,False,0.1398488474802661,0.130404739632752,False,0.0031269559227533605,0.00046577273687287146,False,False,315.5689773219132,24.995547989875675
wheat,36,2007-07a,2007/08,226.25788070765685,196.50881034993148,206.66931305442677,False,0.1866358781600108,0.17316618653285548,False,0.010212904271748202,0.0,False,False,325.8820938048376,27.52226152819215
wheat,37,2007-07b,2007/08,293.53306885944187,264.62756348782756,274.78856572318585,False,0.2048721996865177,0.19461939098424275,False,0.0113645060142058,0.0025202060419089456,False,False,343.4293434710884,31.821337696423587
wheat,38,2007-08a,2007/08,328.4555863214747,299.7508430926471,309.7325690611198,False,0.24836167029434705,0.2458252945916161,False,0.014328626273956313,0.02786994927364561,False,False,365.3105811898213,37.18224093751315
wheat,39,2007-08b,2007/08,318.3032597750142,301.03515102195945,310.990872353809,False,0.21094501594973206,0.20384369427767957,False,0.04279735219859082,0.03087657893891682,False,False,385.815150753746,42.20586048067471
wheat,40,2007-09a,2007/08,140.22190362356753,127.3211903260472,138.56075150819504,False,0.06369711188900226,0.0655804925045522,False,0.012545437160497552,0.0,False,False,368.5914662171351,37.98605776920504
wheat,41,2007-09b,2007/08,117.62923699907583,95.67955099668677,105.54936737108629,False,0.06713660885838263,0.06988303352770538,False,0.028275211759168695,0.003326221076259961,False,False,358.14361866235816,35.42633511828468
wheat,42,2007-10a,2007/08,64.11118239620373,41.36545494643832,51.32249300705101,False,0.08096226262359697,0.0838882921450156,False,0.13134557210511744,0.10656242901300933,False,False,353.3889878214362,34.26145056225881
wheat,43,2007-10b,2007/08,59.84109812507825,41.84073808314197,51.827800619121405,False,0.08242369774802454,0.08548552468594649,False,0.14932165016313723,0.07461787266801131,False,False,355.90789548997367,34.87858294105048
wheat,44,2007-11a,2007/08,59.0081755650578,41.49238761956608,51.122127709490016,False,0.13893329066943766,0.14197954129690687,False,0.16186774764245682,0.058623641222666306,False,False,377.0823644289585,40.066327831101766
wheat,45,2007-11b,2007/08,59.18627395751108,44.81593295990059,54.50451716111891,False,0.1410152054403128,0.1437415224821332,False,0.15370805366688362,0.021128837752583618,False,False,401.3804226849555,46.01935210382103
wheat,46,2007-12a,2007/08,56.70568969166101,47.79288281265457,57.55809245930095,True,0.13694990663018686,0.13779253653627455,False,0.0607632892061416,0.0,False,False,418.12433585803564,50.12161083122567
wheat,47,2007-12b,2007/08,59.498412021296105,53.619110798782884,63.400534465894836,True,0.13628473840909378,0.1373425417420825,False,0.033884698126561585,0.0,False,False,432.6586935419705,53.6825284637897
wheat,48,2008-01a,2007/08,60.155830583265356,55.435728319158684,65.53785964470708,True,0.1506153274396291,0.15091497087605565,False,0.10111237368159098,0.03769744437488437,False,False,447.11202114678827,57.22359372697006
wheat,49,2008-01b,2007/08,60.662041468247736,57.85081343377582,67.93862696229496,True,0.15236960225984678,0.15304613873993833,False,0.09681960336835099,0.03259390140713564,False,False,459.0519683301836,60.14888078690192
wheat,50,2008-02a,2007/08,52.70949101740274,54.62688532620441,64.70370810556625,False,0.15616528500539723,0.15536024166737922,False,0.019991866321609986,0.0,False,False,480.60482176855584,65.42932987930311
wheat,51,2008-02b,2007/08,49.713091187052214,54.60515856560026,64.33390504776776,False,0.15501056074993744,0.15816149468086854,False,0.0,0.0,True,False,494.66574214071653,68.87425537048249
wheat,52,2008-03a,2007/08,46.18496486912662,65.63900562798847,75.31843776818467,False,0.14212738483364917,0.1438364541510556,False,0.0,0.0,True,False,501.569851229857,70.5657620973219
wheat,53,2008-03b,2007/08,49.47314613072561,53.381442054922644,62.21172402691736,False,0.136192381481743,0.13881094300381588,False,0.0,0.0,True,False,504.9037600142044,71.382569749487
wheat,54,2008-04a,calm,56.36100525770976,55.2673605293456,64.2771904047685,True,0.1951497243256848,0.1952262868268517,False,0.1768914235176411,0.16440128128414777,False,False,550.8387540107037,82.63664327862934
wheat,55,2008-04b,calm,64.86922247332369,50.82815621689311,60.847114739328276,False,0.19977685850817747,0.20356269119088696,False,0.0,0.0,True,False,582.9186377708569,90.49621479986686
wheat,56,2008-05a,calm,80.83956313240458,54.67744637392837,63.5969711925179,False,0.19467780620785363,0.19950827924813427,False,0.0,0.0,True,False,543.0557403527198,80.72980493242328
wheat,57,2008-05b,calm,106.60180508058495,70.10299824882838,76.21666400706897,False,0.18291605639431613,0.18673027727171884,False,0.0,0.0,True,False,552.2204853502406,82.97516745681585
wheat,58,2008-06a,calm,138.90630377488785,107.37194198326299,116.16909254170713,False,0.18334217143946246,0.1846616947483373,False,0.0,0.0,True,False,588.1879172142245,91.78718826349193
wheat,59,2008-06b,calm,159.51808108607307,120.98514744744655,130.02402728587344,False,0.2023294377012309,0.19613482442562072,False,0.0,0.0,True,False,593.2664673406354,93.03143304446259
wheat,60,2008-07a,calm,229.4767880842789,200.47604444911116,209.6346104417974,False,0.1635541820416327,0.1539950382131529,False,0.0,0.0,True,False,568.4162953017668,86.94314089493979
wheat,61,2008-07b,calm,296.75197623606385,282.6661073197742,291.66875715661104,False,0.1875423142173168,0.18359689729322254,False,0.0,0.0,True,False,575.007583627963,88.55800653485784
wheat,62,2008-08a,calm,331.4969729488382,334.5278199965145,343.2245199040194,False,0.207995837671481,0.20751665248319529,False,0.0,0.0,True,False,578.5372484959167,89.42277442750652
wheat,63,2008-08b,calm,321.22972694040857,346.748131018564,355.3984483110652,False,0.1762444643020202,0.1681338675418857,False,0.0,0.0,True,False,584.9745593906277,90.99991559671072
wheat,64,2008-09a,calm,143.1192213726893,204.60241489873653,213.5779565561715,False,0.07471406071137429,0.07335403574776078,False,0.0,0.0,True,False,553.4476515552734,83.2758231770489
wheat,65,2008-09b,calm,120.47024188327168,165.36045301985905,174.36748202613484,False,0.07585666155651627,0.07447072653074922,False,0.0,0.0,True,False,527.1683734790305,76.83740004836939
wheat,66,2008-10a,calm,66.86053183496415,107.60418088476901,117.65565768312281,False,0.0754926925262994,0.0736589173504071,False,0.0,0.0,True,False,502.9768688776293,70.91048142102609
wheat,67,2008-10b,calm,62.569366319638846,104.97128153429313,114.99191496752036,False,0.07500972667922479,0.0733931488452053,False,0.0,0.0,True,False,488.0288014829688,67.24820490933428
wheat,68,2008-11a,calm,61.71511329207158,105.50710994164973,115.50817712577854,False,0.07652860038527162,0.07552624840478671,False,0.0,0.0,True,False,469.68276968245607,62.75342711820866
wheat,69,2008-11b,calm,61.87771598877745,107.45186178132673,117.42192055053603,False,0.0761266549322113,0.07514437626976911,False,0.0,0.0,True,False,453.765438971721,58.853681094078574
wheat,70,2008-12a,calm,59.384640185512325,101.50052594709885,110.65503595295209,False,0.08048891552916246,0.08052650295944475,False,0.0,0.0,True,False,438.52690130719964,55.120239366270845
wheat,71,2008-12b,calm,62.15248253653658,105.82567808267547,115.01604949265821,False,0.08053446482375108,0.0805781015781223,False,0.0,0.0,True,False,422.0867584832677,51.09240437440752
wheat,72,2009-01a,calm,62.790526671490056,109.17700097662274,118.38253450014219,False,0.08057484742725271,0.0806250880871667,False,0.0,0.0,True,False,407.40767736810676,47.49602950119309
wheat,73,2009-01b,calm,63.27215920723336,112.6427259983017,121.84822258392082,False,0.08062085522989544,0.08067897140577175,False,0.0,0.0,True,False,395.1342692437629,44.489044510728846
wheat,74,2009-02a,calm,55.272262997372934,111.04053868248687,120.30472577566691,False,0.08050759898253979,0.0805636124422985,False,0.0,0.0,True,False,388.0367874653286,42.75016147501244
wheat,75,2009-02b,calm,52.07719675897452,110.78127263444144,121.24466509563484,False,0.07993796194409729,0.08022730679865854,False,0.0,0.0,True,False,370.7266364360535,38.509174472840044
wheat,76,2009-03a,calm,48.50209121969134,112.91102673507781,122.17093317063306,False,0.07587255091921943,0.07910506916693132,False,0.0,0.0,True,False,345.35766029293984,32.2937753177772
wheat,77,2009-03b,calm,51.78070784057374,96.92247184633136,106.14381328266,False,0.07004527424361405,0.07384391278250499,False,0.0,0.0,True,False,334.86916554607154,29.724094104794464
wheat,78,2009-04a,calm,58.66856696755792,97.491209812935,106.77292801167916,False,0.07836107235742545,0.07850390952686623,False,0.0,0.0,True,False,322.48021780331914,26.688801907820125
wheat,79,2009-04b,calm,67.16631395122741,94.40403325204599,103.67047040875389,False,0.08117076134534812,0.08341569155607807,False,0.0,0.0,True,False,344.60082378289195,32.108350372815465
wheat,80,2009-05a,calm,82.58656337392736,95.07533571530193,104.25895695658099,False,0.08022168572489556,0.08192121339356107,False,0.0,0.0,True,False,313.81856958253337,24.566698093727613
wheat,81,2009-05b,calm,108.32212347798306,103.30378867405364,112.3311170254913,True,0.07909256630521583,0.08112506739888323,False,0.0,0.0,True,False,300.90630779307014,21.40319395530912
wheat,82,2009-06a,2010/11,140.61705071229406,139.27036106712688,148.42799465556482,True,0.09869449967046275,0.09920305990972628,False,0.0,0.0,True,False,325.78421940220267,27.498282299546588
wheat,83,2009-06b,2010/11,161.15661592685342,151.73359188427287,160.86916079128343,False,0.097370646570469,0.10360048279688362,False,0.0,0.0,True,False,319.7167579623793,26.011754246789863
wheat,84,2009-07a,2010/11,231.1153229250592,243.684969650256,253.4315152451938,False,0.10323773932028558,0.1093569539116176,False,0.0,0.0,True,False,310.48667351947535,23.750383558278397
wheat,85,2009-07b,2010/11,298.3905110768442,318.12552223997653,327.67835632082483,False,0.167262490057898,0.16590463918783224,False,0.0,0.0,True,False,320.4805385636916,26.198880494111375
wheat,86,2009-08a,2010/11,333.06770939572243,364.7155413214855,374.0818128892447,False,0.2341291581881629,0.2312453633751444,False,0.029904553244937404,0.0,False,False,343.73580368378646,31.896420448534617
wheat,87,2009-08b,2010/11,322.7229891454266,397.2319798602306,406.52032996877637,False,0.19867989067820607,0.18642963677158772,False,0.0,0.0,True,False,360.5952214769419,36.0269778078577
wheat,88,2009-09a,2010/11,144.59223673956274,221.1060204941191,230.53450877946412,False,0.07230908377229514,0.07140802393331595,False,0.0,0.0,True,False,339.45646336517126,30.847982070473893
wheat,89,2009-09b,2010/11,121.92352420755304,179.62943931766412,189.07605232727366,False,0.07411374372298822,0.07356036466424522,False,0.0,0.0,True,False,322.6215650598659,26.723431985674075
wheat,90,2009-10a,2010/11,68.29365506383715,120.75387710382466,130.23777043083732,False,0.07228528101560193,0.07153394998526937,False,0.0,0.0,True,False,320.5148891044796,26.20729637660444
wheat,91,2009-10b,2010/11,63.993294943915885,116.99480993539244,126.56924294935598,False,0.07190032128527665,0.07234721003385564,False,0.0,0.0,True,False,308.8506622662381,23.349560801235267
wheat,92,2009-11a,2010/11,63.12966471978393,116.62823287161183,126.19364128350496,False,0.07580920634393098,0.07591028227722588,False,0.0,0.0,True,False,298.9630226795954,20.927089102507804
wheat,93,2009-11b,2010/11,63.28504176976975,117.30607106425781,127.01292065298549,False,0.07654534927682845,0.07670082367888163,False,0.0,0.0,True,False,292.96055457137294,19.456484415993305
wheat,94,2009-12a,2010/11,60.78536453946265,111.76256662331264,121.41856846227932,False,0.08111588357924575,0.08153782368981646,False,0.0,0.0,True,False,284.8386537581646,17.46661871675726
wheat,95,2009-12b,2010/11,63.53972835636952,114.62828380568298,124.32806393788947,False,0.08118048005044776,0.08164518773891087,False,0.0,0.0,True,False,276.91869212748827,15.526228117241564
wheat,96,2010-01a,2010/11,64.16752822749291,117.29908817060036,126.99353244885778,False,0.08123670120664735,0.08174790976938165,False,0.0,0.0,True,False,270.78103592431245,14.022502347463487
wheat,97,2010-01b,2010/11,64.6362160652582,120.11279254882785,129.80158847601484,False,0.08129571214671297,0.081858358108171,False,0.0,0.0,True,False,266.48971558269534,12.971128863767296
wheat,98,2010-02a,2010/11,56.61959777952566,117.44250218304504,127.12174098042615,False,0.08134035436666638,0.08195835473866546,False,0.0,0.0,True,False,248.80535112248526,8.638459571015828
wheat,99,2010-02b,2010/11,53.36184548321381,117.24142104603997,127.03275032483643,False,0.08033733146502639,0.08129398854761256,False,0.0,0.0,True,False,240.70281901820954,6.653339205468275
wheat,100,2010-03a,2010/11,49.75986191418362,104.60957978636776,114.37382937828868,False,0.07178087103980499,0.07812872827931928,False,0.0,0.0,True,False,233.62351744676783,4.9189103204650575
wheat,101,2010-03b,2010/11,53.032492794736356,101.20720501821279,110.72641547418684,False,0.06479070595391406,0.07019257019502483,False,0.0,0.0,True,False,227.21207315552442,3.348106469110422
wheat,102,2010-04a,2010/11,59.920351921720396,96.34514711819976,106.12176581215482,False,0.07335290022912787,0.07605995323973344,False,0.0,0.0,True,False,242.47805881998215,7.088272956902565
wheat,103,2010-04b,2010/11,68.41787948672177,93.09355225909411,102.85060697260653,False,0.07530932929452264,0.07723605809554987,False,0.0,0.0,True,False,238.98086185181688,6.231459699702074
wheat,104,2010-05a,2010/11,83.39266453209933,94.62898571681886,104.32260045244593,False,0.07278874786985574,0.07507958820990736,False,0.0,0.0,True,False,211.10749315913245,0.5975156300056117
wheat,105,2010-05b,2010/11,109.08288334325717,104.28279847592694,113.96341391846178,True,0.07149734857247943,0.07341837322722457,False,0.0,0.0,True,False,208.47211900437134,1.2431822979220835
wheat,106,2010-06a,2010/11,141.377791067345,143.90650302099385,153.67611211698352,False,0.09633106510008359,0.1002072842608634,False,0.0,0.0,True,False,233.46228237518562,4.879407727927416
wheat,107,2010-06b,2010/11,161.89021484145243,158.95760435642302,168.75824866023845,True,0.09280292926525942,0.09242276725546035,False,0.0,0.0,True,False,231.63407408021376,4.431496695659311
wheat,108,2010-07a,2010/11,231.8489218396582,225.41132404275822,235.04609796441585,True,0.1373214338562211,0.1260834193432557,False,0.0,0.0,True,False,233.4301831355709,4.871543414221809
wheat,109,2010-07b,2010/11,299.1241099914433,291.84598611175255,301.416892547519,True,0.1760557574422315,0.17833643717877315,False,0.0,0.0,True,False,244.16786703138732,7.50227596869683
wheat,110,2010-08a,2010/11,333.7817306113449,309.6451559838746,318.50296211882227,False,0.27993724374137735,0.28426636707017344,False,0.0021211828092900786,0.0,False,False,273.877312119824,14.78109001536382
wheat,111,2010-08b,2010/11,323.408650049463,305.44664983758946,314.1177959988959,False,0.2729866103949066,0.27477781909430343,False,0.0,0.0,True,False,307.2465967771034,22.956564756397263
wheat,112,2010-09a,2010/11,145.26307918806503,145.68914985847127,154.49586135936062,False,0.179429915883156,0.1814936780868928,False,0.0,0.0,True,False,321.7343424192098,26.506062438713332
wheat,113,2010-09b,2010/11,122.58046820695563,107.62856839771625,116.49398615350216,False,0.17803525594298278,0.17874450381001322,False,0.0,0.0,True,False,335.7627637087527,29.943025654651343
wheat,114,2010-10a,2010/11,68.93662958639914,80.38297784601136,89.17294751282148,False,0.19097172619727248,0.1914213922688111,False,0.0,0.0,True,False,360.6531942623488,36.04118114028239
wheat,115,2010-10b,2010/11,64.63109401661023,62.03151370777629,71.32839738523637,True,0.18772310713096968,0.1892662431988158,False,0.0,0.0,True,False,380.59013975500454,40.925732785983044
wheat,116,2010-11a,2010/11,63.762460835270076,66.24437821662312,75.68539876112837,False,0.19144242416735383,0.19316166302902618,False,0.0026259230261268113,0.0,False,False,399.70762001710034,45.60951545019652
wheat,117,2010-11b,2010/11,63.91357819545314,70.96662147621032,80.38101216502281,False,0.19184017706061576,0.1937472236156197,False,8.839827587277249e-05,0.0,False,False,422.9619214239133,51.30681929486568
wheat,118,2010-12a,2010/11,61.41049098084369,71.54850862909424,80.51988400341892,False,0.19569399295028417,0.19476078661324384,False,0.0,0.0,True,False,446.90544797712084,57.17298330040154
wheat,119,2010-12b,2010/11,64.15976303928858,77.78000953638875,86.73402453169874,False,0.19578241075036545,0.19477313002753674,False,0.0,0.0,True,False,480.122016925931,65.31104269286001
wheat,120,2011-01a,2010/11,64.78403452963653,82.48495117147773,91.40063913475572,False,0.19582763816322749,0.1947323912771454,False,0.040336049067667745,0.0,False,False,483.8183872872205,66.21665343137595
wheat,121,2011-01b,2010/11,65.24823802529676,87.270699278738,96.06723098355444,False,0.20672514668754693,0.1964529601754427,False,0.10018793837880108,0.0,False,False,498.4449757376641,69.80016760173463
wheat,122,2011-02a,2010/11,57.22586757343484,85.18167988415462,93.71130447714711,False,0.23329020039941173,0.22562649449910782,False,0.03866567577557417,0.0,False,False,529.0792624027475,77.30556783468006
wheat,123,2011-02b,2010/11,53.94449746145297,87.33087974392107,95.84672839420423,False,0.23537900679369825,0.228260034592701,False,0.0,0.0,True,False,553.8396223671296,83.37185602595366
wheat,124,2011-03a,calm,50.3308494450568,89.81486987935443,98.1990053379466,False,0.22829766966968948,0.22545021296403042,False,0.0,0.0,True,False,566.9385073464628,86.5810828458903
wheat,125,2011-03b,calm,53.5936107025789,78.0926428808013,86.62088603464177,False,0.2144286324550833,0.2134904480828288,False,0.0,0.0,True,False,578.7133280749802,89.46591392437706
wheat,126,2011-04a,calm,60.48146982956291,78.70708243670968,87.55292988951939,False,0.19411540141449085,0.19695711694992876,False,0.14269499820838139,0.13194437242083923,False,False,584.7324337174852,90.94059480679078
wheat,127,2011-04b,calm,68.9788604871013,77.43672824421478,86.38512016413085,False,0.19783643931250777,0.200039574875774,False,0.0,0.0,True,False,594.3781261508241,93.30378945295882
wheat,128,2011-05a,calm,83.75340063998574,83.04183085602457,92.50781889227623,True,0.20213608249362439,0.20447258076762792,False,0.0,0.0,True,False,592.1600770912689,92.7603674333678
wheat,129,2011-05b,calm,109.4245437514083,95.45438782068679,104.62276066833269,False,0.19260004889147167,0.19539568511224403,False,0.0,0.0,True,False,592.5840771693308,92.86424745249298
wheat,130,2011-06a,calm,141.7194407462081,133.68633935515132,142.44742395061678,True,0.20417613553199984,0.21009921813236837,False,0.0,0.0,True,False,597.0900391688458,93.96820814237414
wheat,131,2011-06b,calm,162.21971046102237,152.96711981880446,161.76648292985678,False,0.20529544705435168,0.21171193637179211,False,0.0,0.0,True,False,597.1257521893261,93.97695783239182
wheat,132,2011-07a,calm,232.17841734268424,223.80731769395226,233.43145315450877,True,0.1356001035668283,0.14368060772037802,False,0.0,0.0,True,False,582.1829445644596,90.31596996429953
wheat,133,2011-07b,calm,299.4536054944693,292.76635939055024,302.30989490988213,True,0.15760421028227825,0.17561669622630743,False,0.0,0.0,True,False,586.0092796330745,91.25342205611017
wheat,134,2011-08a,calm,334.1082280130239,344.3098778706184,353.9345373414933,False,0.23423314505633935,0.2060712072470265,False,0.0,0.0,True,False,587.5389837479872,91.6281995642638
wheat,135,2011-08b,calm,323.7261964984183,357.3070738655894,366.5547513217329,False,0.22637593992547833,0.19651122679515295,False,0.0,0.0,True,False,593.293036436434,93.03794247293325
wheat,136,2011-09a,calm,258.8887291535942,301.8067645138017,311.1466071370065,False,0.0986603448546843,0.0993523821382462,False,0.0,0.0,True,False,571.8723940939997,87.78988509903684
wheat,137,2011-09b,calm,262.2603205751267,306.8685399304869,316.2365960198174,False,0.0949231290026624,0.09517705213499586,False,0.0,0.0,True,False,547.4856710188827,81.81513794563318
wheat,138,2011-10a,calm,229.2742326879676,270.75682101562427,280.3491002061188,False,0.09390923733490614,0.09112283659486517,False,0.0,0.0,True,False,529.0131902695234,77.28938016204016
wheat,139,2011-10b,calm,227.771753551789,269.74112841252764,279.4516710835701,False,0.08505634643123271,0.08005577199476856,False,0.0,0.0,True,False,504.5077501872344,71.28554734187937
wheat,140,2011-11a,calm,229.33418016551985,270.95105652864,280.56523287435687,False,0.08976127434214265,0.08457268445636175,False,0.0010510043867936782,0.00044857457676233253,False,False,485.70573426509645,66.67905344095556
wheat,141,2011-11b,calm,231.77600064160012,272.8955593656996,282.6296241244113,False,0.089843389543761,0.08414698024083188,False,0.002432726477729911,0.0022332452201963733,False,False,464.92185940685346,61.58700410068603
wheat,142,2011-12a,calm,236.1138721813743,275.70952883934854,285.493896881776,False,0.10338914305493002,0.10149744015763118,False,0.0026160519021943517,0.002705041879187197,False,False,450.35836043878044,58.01894685350814
wheat,143,2011-12b,calm,241.3056075161589,279.34790521195237,289.13085755197085,False,0.10349912774445015,0.10151091674534868,False,0.0009273334085548625,0.001225507708705182,False,False,436.2285223386272,54.5571365189706
maize,0,2006-01a,calm,157.0105112269557,124.98992066833813,144.3630214849818,False,0.0,0.0,True,0.00592152687683023,0.0,False,False,126.68717434236576,2.452029248124458
maize,1,2006-01b,calm,150.36993602738892,118.55095054910089,137.9125272989595,False,0.0,0.0,True,0.015196337189234965,0.0,False,False,119.64038924213915,4.425129076187909
maize,2,2006-02a,calm,152.7500054727252,121.5698200405796,140.97523625502123,False,0.0,0.0,True,0.011939078371502931,0.0,False,False,112.33770941498983,6.469879427789719
maize,3,2006-02b,calm,156.3874960504478,125.78882385650013,145.2361952563353,False,0.0,0.0,True,0.0019944369429225617,0.0,False,False,109.15034284187394,7.362342068262169
maize,4,2006-03a,calm,166.0825469868148,135.92047871802058,155.80590215044694,False,0.0,0.0,True,0.0012966801453823049,0.0,False,False,107.76835547396152,7.7492985312776455
