crop,step,tag,episode,p_official,p_prev,grid_lo,grid_hi,L_max,L_mean,slope_min,slope_max,monotone_decreasing,monotone_any,n_slope_sign_flips,residual_sign_changes,G_lo,G_hi,resid_lo,resid_hi,fp,fp_residual,fp_minus_official,any_calm,all_calm,any_clipped,free_min,free_max,twin,twin_in_free_range,n_offer_pos_range,block_frac
wheat,36,2007-07a,2007/08,336.7138417136693,330.0636502477484,218.86399711388506,454.56368631345356,0.007960560493625136,0.005166650488947674,-0.007960560493625136,-0.002973697252074909,True,True,0,1,337.4162861157238,336.198508201276,118.55228900183872,-118.36517811217755,336.68069616161085,5.684341886080802e-14,-0.03314555205844272,False,False,False,201.46148646919835,203.86197847876622,226.25788070765685,False,0,0.17876067520938696
wheat,40,2007-09a,2007/08,363.50027320457514,375.15931417048125,236.27517758297384,490.72536882617646,0.004731127616279768,0.0027986784252716146,-0.004731127616279768,-0.0013126684667805811,True,True,0,1,363.99932750527245,363.28720324473386,127.72414992229861,-127.4381655814426,363.53293051883645,0.0,0.03265731426131424,False,False,False,133.06584673917672,135.70103998264597,140.22190362356753,False,0,0.06489123289162252
wheat,44,2007-11a,2007/08,384.92195478340983,370.84666850450924,250.1992706092164,519.6446389576033,0.02608446175577605,0.0170847527433554,-0.02608446175577605,-0.01199243166076496,True,True,0,1,387.34390949616056,382.74050200008605,137.14463888694416,-136.90413695751727,384.6768741905913,5.684341886080802e-14,-0.24508059281851047,False,False,False,46.62875693475709,48.8556578974748,59.0081755650578,False,1,0.1411982691844145
wheat,48,2008-01a,2007/08,408.5754175873059,399.05418301992614,265.5740214317488,551.576813742863,0.0077957754728743105,0.004947005223421283,-0.0077957754728743105,-0.003251632190992614,True,True,0,1,409.38759455058187,407.9727372431057,143.81357311883306,-143.6040764997573,408.5300953821667,0.0,-0.04532220513920038,False,False,False,61.02699719287803,63.3417698163447,60.155830583265356,False,0,0.15095410578777546
wheat,52,2008-03a,2007/08,427.1400132751471,427.76220635841855,277.6410086288456,576.6390179214486,0.00523724562023824,0.003347928865713356,0.0022221426582910587,0.00523724562023824,False,True,0,1,426.5323796010284,427.53340366712996,148.8913709721828,-149.10561425431865,427.13803758228516,5.684341886080802e-14,-0.001975692861947209,False,False,False,71.17477336807363,73.35782786081133,46.18496486912662,False,0,0.14342795137905462
wheat,53,2008-03b,2007/08,429.54366015435187,427.1400132751471,279.20337910032873,579.8839412083751,0.00646058632826654,0.0040122590925113204,-0.00646058632826654,-0.0025963687901220376,True,True,0,1,430.2725932169076,429.06618489764816,151.06921411657885,-150.8177563107269,429.5346000677704,0.0,-0.009060086581484939,False,False,False,58.4038998307943,60.41533370347902,49.47314613072561,False,0,0.13795124804655923
wheat,56,2008-05a,calm,500.38281437466776,485.26316167813303,325.24882934353406,675.5167994058015,0.006867400418822308,0.002940523601190261,-0.006867400418822308,-0.0009146703708815462,True,True,0,1,501.200356072501,500.1703848397919,175.95152672896694,-175.34641456600963,500.3624018442126,0.0,-0.020412530455132583,False,False,False,60.16949217448497,62.172231575130894,80.83956313240458,False,1,0.199106598097617
wheat,60,2008-07a,calm,527.9156907426271,536.4882728079783,343.14519898270765,712.6861825025467,0.002897634151891533,0.0018903689685807585,-0.002897634151891533,-0.0012863086740622111,True,True,0,1,528.3499920530567,527.651423245192,185.204793070349,-185.03475925735472,527.9309195924156,0.0,0.015228849788513799,False,False,False,206.2582232636446,208.30596024137,229.4767880842789,False,0,0.15657192370017928
wheat,64,2008-09a,calm,491.2831722150763,516.7840730285867,319.3340619397996,663.2322824903531,0.0011144987660762565,0.0007152957561148065,-0.0011144987660762565,-0.00048456851002436844,True,True,0,1,491.44842398346907,491.2024350457738,172.11436204366947,-172.02984744457927,491.29991611506887,0.0,0.016743899992547995,False,False,False,210.10245408174987,212.10602222613397,143.1192213726893,False,0,0.07375291497696429
wheat,68,2008-11a,calm,408.43819354787365,425.6121397406929,265.4848258061179,551.3915612896295,0.001838813290425714,0.0011616228360943558,-0.001838813290425714,-0.0007646340769599888,True,True,0,1,408.65839999493016,408.32628420199933,143.17357418881227,-143.0652770876302,408.45653541149704,0.0,0.018341863623390964,False,False,False,111.0324388519121,113.32844160550826,61.71511329207158,False,0,0.07579643506871472
wheat,72,2009-01a,calm,355.21431536663243,367.30587927883147,230.8893049883111,479.5393257449538,0.0023764483299453278,0.0015043113965247656,-0.0023764483299453278,-0.000992336340417464,True,True,0,1,355.45828442896544,355.0842373689951,124.56897944065435,-124.45508837595872,355.23112078763893,5.684341886080802e-14,0.01680542100649518,False,False,False,113.83156962885505,115.98906114513703,62.790526671490056,False,0,0.08060670585291281
wheat,76,2009-03a,calm,308.67935692436356,322.21865135283326,200.6415820008363,416.7171318478908,0.00723399334408707,0.004665890303961582,0.003082768198050098,0.00723399334408707,False,True,0,1,308.01267039039607,309.0208552033506,107.37108838955976,-107.6962766445402,308.6205813642068,0.0,-0.058775560156732354,False,False,False,117.15254508263286,119.36651360332596,48.50209121969134,False,0,0.07800587300831807
wheat,78,2009-04a,calm,290.3454935800687,297.92756562757734,188.72457082704466,391.96641633309275,0.0021205212120956533,0.001260765996702547,-0.0021205212120956533,-0.0007802335890454146,True,True,0,1,290.5137005215073,290.2574601135862,101.78912969446264,-101.70895621950655,290.3542224618916,0.0,0.008728881822889889,False,False,False,101.53960960343308,103.78126839485432,58.66856696755792,False,0,0.07832588037681008
wheat,80,2009-05a,calm,295.067353095497,293.3404461917356,191.7937795120731,398.340926678921,0.004543542273275296,0.002986505042015671,0.0020413860606351033,0.004543542273275296,False,True,0,1,294.70308434472054,295.3199384411483,102.90930483264745,-103.02098823777271,295.07229135171474,0.0,0.004938256217712933,False,False,False,99.11550687686577,101.33639331775467,82.58656337392736,False,0,0.08114991181133045
wheat,84,2009-07a,2010/11,305.6601746387686,307.5894714487422,198.6791135151996,412.6412357623376,0.0011407625010525966,0.0006790795742439154,-0.0011407625010525966,-0.00041646697398270937,True,True,0,1,305.75197384738317,305.60667654050326,107.07286033218358,-107.03455922183434,305.6613894013799,0.0,0.0012147626113119259,False,False,False,248.1198432385773,250.45260416725935,231.1153229250592,False,0,0.10652950739932757
wheat,88,2009-09a,2010/11,317.77358355651404,332.02584764016876,206.55282931173414,428.99433780129397,0.0010315317336247619,0.0006541780510791013,-0.0010315317336247619,-0.00043222316868708033,True,True,0,1,317.87046580223705,317.72494944973425,111.3176364905029,-111.26938835155971,317.7821550715786,0.0,0.008571515064545565,False,False,False,225.51416188741152,227.76080382325753,144.59223673956274,False,0,0.0716763989769542
wheat,92,2009-11a,2010/11,272.1097809154269,281.6354260008525,176.8713575950275,367.3482042358263,0.002673768802554443,0.0015907983365224371,-0.002673768802554443,-0.001006329840914939,True,True,0,1,272.3110214688795,272.0080112180973,95.43966387385203,-95.340193017729,272.1235344850768,0.0,0.01375356964990715,False,False,False,120.61703598326585,122.9366442044975,63.12966471978393,False,0,0.07585422457569116
wheat,96,2010-01a,2010/11,246.00660661094616,251.6791401313003,159.904294297115,332.10891892477736,0.0035651657370361425,0.002238866439007952,-0.0035651657370361425,-0.0014653467732652628,True,True,0,1,246.2532599833146,245.86771682859376,86.34896568619959,-86.2412020961836,246.0183844041921,0.0,0.011777793245926205,False,False,False,120.96127261728725,123.36206461985378,64.16752822749291,False,0,0.08149810109653803
wheat,100,2010-03a,2010/11,217.53874854981868,224.75746197368335,141.40018655738214,293.6773105422552,0.001950454107532933,0.0012063233289147757,-0.001950454107532933,-0.0008243912879172861,True,True,0,1,217.6563543465603,217.4726588994373,76.25616778917816,-76.20465164281791,217.54634696627636,-2.842170943040401e-14,0.007598416457682333,False,False,False,107.86862361443754,110.33498231860139,49.75986191418362,False,0,0.07527713638944884
wheat,104,2010-05a,2010/11,219.28674197438528,219.65869142254735,142.53638228335043,296.03710166542015,0.004768742683436515,0.002951424383824997,-0.004768742683436515,-0.0019008122243362802,True,True,0,1,219.56542659078923,219.1123808246703,77.0290443074388,-76.92472084074984,219.28776938213093,0.0,0.0010274077456529085,False,False,False,97.88513510680671,100.32513589460962,83.39266453209933,False,0,0.07381140584132874
wheat,108,2010-07a,2010/11,246.1478379352722,237.6027041036573,159.99609465792693,332.2995812126175,0.005188232730566026,0.003400003216801105,-0.005188232730566026,-0.002326192508263538,True,True,0,1,246.47037653118906,245.88454412263707,86.47428187326213,-86.41503708998044,246.11976476238118,2.842170943040401e-14,-0.028073172891026843,False,False,False,229.05292482680983,231.43874032258947,231.8489218396582,False,0,0.13219996913321727
wheat,112,2010-09a,2010/11,317.76087777636724,310.0163440861559,206.5445705546387,428.9771849980958,0.002615651307614798,0.0016888873338488642,-0.002615651307614798,-0.0011495971770733796,True,True,0,1,317.971745603293,317.5960819781246,111.4271750486543,-111.38110301997125,317.7484570264354,5.684341886080802e-14,-0.012420749931834507,False,False,False,149.80571509332935,151.90398528054513,145.26307918806503,False,0,0.18099384147786574
wheat,116,2010-11a,2010/11,359.94327583498637,348.763856401474,233.96312929274114,485.92342237723165,0.006204297904504946,0.003906892995806559,-0.006204297904504946,-0.0026437349182073656,True,True,0,1,360.4982872173689,359.51390531309573,126.53515792462775,-126.40951706413591,359.90164598025444,5.684341886080802e-14,-0.04162985473192293,False,False,False,71.06328465124614,73.27202257563513,63.762460835270076,False,0,0.19253573012588368
wheat,120,2011-01a,2010/11,407.6223505886244,396.08218345181973,264.9545278826059,550.290173294643,0.002426371280191601,0.0010803749748302303,-0.002426371280191601,-0.0004707855708212622,True,True,0,1,407.8257728302512,407.517503339521,142.87124494764532,-142.77266995512196,407.61140355386783,0.0,-0.010947034756554785,False,False,False,87.39434773879367,89.44599102921484,64.78403452963653,False,0,0.19508576759353458
wheat,123,2011-02b,2010/11,447.4676724960239,434.3629509715173,290.85398712241556,604.0813578696324,0.006659965699550333,0.0017912286718273086,-0.0007872655727720008,0.006659965699550333,False,False,1,1,447.09737580183383,447.37155444498933,156.24338867941827,-156.70980342464304,447.45895756066056,5.684341886080802e-14,-0.008714935363343557,False,False,False,92.30655184196377,94.2214953276105,53.94449746145297,False,1,0.23063229333270088
wheat,124,2011-03a,calm,456.0058169777982,447.4676724960239,296.40378103556884,615.6078529200277,0.006458491129668171,0.0024315253291191884,-0.00015669984760843285,0.006458491129668171,False,False,1,1,455.3516205057856,456.0892557087222,158.94783947021676,-159.51859721130546,456.03047390408597,0.0,0.024656926287775605,False,False,False,94.78646863846984,96.6523055297209,50.3308494450568,False,0,0.2266333233983152
wheat,128,2011-05a,calm,502.9669028102844,491.62360011492706,326.9284868266849,679.005318793884,0.0031895371352249477,0.0019946859071429904,-0.0031895371352249477,-0.0012965781963837865,True,True,0,1,503.3748616967523,502.6725790017958,176.44637487006742,-176.33273979208826,502.9452228371681,5.684341886080802e-14,-0.021679973116306428,False,False,False,88.9849061295227,91.08637948789689,83.75340063998574,False,1,0.20417976648991581
wheat,132,2011-07a,calm,521.1498227230813,527.6338366984942,338.7473847700029,703.5522606761599,0.00021201441604433774,8.885207893350782e-05,-0.00021201441604433774,-2.5884003538720974e-05,True,True,0,1,521.1741747449853,521.141761073356,182.4267899749824,-182.41049960280395,521.1503007985655,0.0,0.00047807548412492906,False,False,False,229.89876880594238,232.0320765452151,232.17841734268424,False,0,0.14143043475700795
wheat,136,2011-09a,calm,504.5065640216849,519.7873403710881,327.9292666140952,681.0838614292746,0.0003658615813557343,0.00025026772118245326,-0.0003658615813557343,-0.00016983494870674207,True,True,0,1,504.56243479150805,504.47405159583855,176.63316817741287,-176.6098098334361,504.5116615967653,0.0,0.005097575080412753,False,False,False,307.60724720617037,309.6853162826559,258.8887291535942,False,0,0.09904662348483731
wheat,140,2011-11a,calm,438.9535174394783,454.4948455098477,285.31978633566087,592.5872485432957,0.0023029707218785002,0.0015170463887287287,-0.0023029707218785002,-0.001042607058581677,True,True,0,1,439.2540434291692,438.78790443525327,153.93425709350834,-153.79934410804242,438.97550233299296,5.684341886080802e-14,0.021984893514684245,False,False,False,276.49015864721395,278.6726784405454,229.33418016551985,False,0,0.08641454490794573
maize,0,2006-01a,calm,134.43504026267473,135.44442165709597,87.38277617073858,181.4873043546109,0.009033363270235,0.005397125514862095,-0.009033363270235,-0.002758924533363299,True,True,0,1,134.75782034039682,134.24992639027158,47.37504416965824,-47.237377964339316,134.4401343639458,0.0,0.005094101271055251,False,False,False,128.2860268915705,133.87183569941732,157.0105112269557,False,0,0.0
maize,4,2006-03a,calm,122.18837883549116,125.06374362900493,79.42244624306926,164.95431142791307,0.008360170491073985,0.00494104119842617,-0.008360170491073985,-0.0029266816172017957,True,True,0,1,122.46858925510917,122.04597278545262,43.046143012039906,-42.90833864246045,122.20163754585158,0.0,0.013258710360418036,False,False,False,138.47469178243776,144.3480531549978,166.0825469868148,False,0,0.0
maize,8,2006-05a,calm,108.58882801893826,111.86744471744286,70.58273821230988,146.59491782556665,0.008037328272867227,0.004844894132396101,-0.008037328272867227,-0.0030417592539725142,True,True,0,1,108.83131736284292,108.46304639984402,38.24857915053305,-38.131871425722636,108.60330135103266,1.4210854715202004e-14,0.014473332094397051,False,False,False,164.1747837994729,170.2172363911917,192.70258496126274,False,0,0.0
maize,12,2006-07a,2007/08,100.9708157569217,102.23997281663019,65.6310302419991,136.3106012718443,0.01581803354288628,0.009522235405297567,-0.01581803354288628,-0.006019881942674876,True,True,0,1,101.39541589192959,100.72238837823795,35.76438564993049,-35.58821289360634,100.98166074650902,0.0,0.010844989587326381,False,False,False,128.0509797638775,134.17259345720115,160.03029943881475,False,1,0.0
maize,16,2006-09a,2007/08,101.72481514869693,104.71686725002644,66.121129846653,137.32850045074088,0.013546506072124386,0.006160733917621536,-0.013546506072124386,-0.003715347088454988,True,True,0,1,102.00200945529596,101.56331979203071,35.88087960864296,-35.765180658710165,101.74094740118511,0.0,0.016132252488176846,False,False,False,171.11336967018696,177.25951824077194,212.06892605071445,False,3,0.0
maize,20,2006-11a,2007/08,91.58123122684347,93.53659559998654,60.0,123.63466215623869,0.011735642771053902,0.004158679474645913,-0.011735642771053902,-0.001156044896822065,True,True,0,1,91.64980484258452,91.38516867919934,31.649804842584516,-32.24949347703935,91.595810154594,0.0,0.014578927750534376,False,False,False,422.67222958843314,428.65205508253206,499.9437573272148,False,1,0.0
maize,22,2006-12a,2007/08,393.94603899432104,95.49907849442158,256.0649253463087,531.8271526423334,0.03808742770763668,0.023719833591729335,-0.03808742770763668,-0.015358557142933897,True,True,0,1,383.0089265044704,376.4678923621241,126.94400115816171,-155.35926028020936,379.34078701983606,0.0,-14.605251974484986,False,False,False,-8.173606710599756,-3.987326863564249,207.09574192589048,False,0,0.0
maize,24,2007-01a,2007/08,265.5880463091658,315.1946293936348,172.63223010095777,358.54386251737384,0.008952392660358816,0.00535916370731389,-0.008952392660358816,-0.0033334274485399646,True,True,0,1,266.4271547081087,265.43082383489514,93.7949246071509,-93.1130386824787,265.8073836124188,0.0,0.21933730325298484,False,False,False,83.9443655736244,88.65182623356395,184.17804492468844,False,0,0.0
maize,28,2007-03a,2007/08,190.08266565982035,200.41584593107643,123.55373267888324,256.6115986407575,0.007642824836178024,0.004531794939035655,-0.007642824836178024,-0.0027603103421818377,True,True,0,1,190.5027519382864,189.8997609747215,66.94901925940316,-66.71183766603602,190.12494137945112,0.0,0.04227571963076571,False,False,False,119.1905072626327,124.44957191307151,190.47139066046645,False,0,0.0
maize,32,2007-05a,2007/08,167.25945400924306,165.56411501640707,108.718645106008,225.80026291247813,0.010267617363839627,0.00598633997652785,-0.010267617363839627,-0.0034427171949880492,True,True,0,1,167.69088914047302,166.9899987712816,58.97224403446502,-58.81026414119654,167.24993755798857,0.0,-0.009516451254484082,False,False,False,153.0033642813104,158.34696105740764,216.96605193314463,False,0,0.10392188342792712
maize,36,2007-07a,2007/08,177.1651599969254,174.375256585356,115.15735399800153,239.17296599584932,0.01187674263736092,0.006267155544337405,-0.01187674263736092,-0.0037493777399070015,True,True,0,1,177.64483865474404,176.86761352442733,62.48748465674251,-62.305352471422,177.1485902025765,0.0,-0.016569794348924916,False,False,False,130.86695457097932,136.12938754768822,183.46161427925622,False,0,0.10138025048586329
maize,40,2007-09a,2007/08,186.26479449836074,189.03161823488375,121.07211642393449,251.45747257278703,0.038832912725136594,0.006971294530625,-0.038832912725136594,-0.002553264323837,True,True,0,1,186.65500530960162,185.74605058940753,65.58288888566713,-65.7114219833795,186.27702810241243,0.0,0.012233604051687053,False,False,False,187.99319083169033,193.23144684406014,235.27141565057863,False,2,0.07791678641129456
maize,44,2007-11a,2007/08,177.00464942916528,180.2091497582001,115.05302212895744,238.95627672937314,0.00364108942447685,0.002327144200850994,-0.00364108942447685,-0.0015490407715093664,True,True,0,1,177.18608150851975,176.89774076810983,62.13305937956231,-62.05853596126332,177.01161527537687,0.0,0.006965846211585358,False,False,False,488.901019125546,493.9874217440063,520.5101290284042,False,0,0.09262789198078064
maize,48,2008-01a,2007/08,193.25600033209622,187.8945300093527,125.61640021586256,260.8956004483299,0.008215004369742982,0.0049591304810378215,-0.008215004369742982,-0.0031133071464180973,True,True,0,1,193.64587387727863,192.97500667195538,68.02947366141608,-67.92059377637452,193.2308115378649,0.0,-0.025188794231326028,False,False,False,125.79500590407636,130.2557758698396,200.77035988517446,False,0,0.13048931198866587
maize,52,2008-03a,2007/08,202.2457235158427,197.19135152361747,131.45972028529778,273.0317267463877,0.006586495757813531,0.003991252800981093,-0.006586495757813531,-0.0025153741415065386,True,True,0,1,202.5757206796342,202.01067101230586,71.11600039433642,-71.02105573408181,202.22661594228714,0.0,-0.0191075735555728,False,False,False,142.95865068027535,147.3921043045352,204.0611033272303,False,0,0.11769644826264587
maize,56,2008-05a,calm,212.12876269454634,210.59562322282693,137.88369575145512,286.3738296376376,0.004364380449601019,0.0026521826411655134,-0.004364380449601019,-0.0016768135203881623,True,True,0,1,212.3680114804837,211.9741885250064,74.48431572902857,-74.39964111263117,212.12494979833292,0.0,-0.003812896213418071,False,False,False,172.1303307399022,176.4723453266518,230.0315850912865,False,0,0.11887311399333181
maize,60,2008-07a,calm,213.52910035969353,214.23743464327632,138.7939152338008,288.2642854855863,0.0024474020943620798,0.0015893915084788622,-0.0024474020943620798,-0.0009745258925004694,True,True,0,1,213.67504108089105,213.43747414364367,74.88112584709026,-74.82681134194263,213.53022781750906,0.0,0.0011274578155280324,False,False,False,164.52343024944122,168.85740573058263,195.7810935230278,False,0,0.11529772461231695
maize,64,2008-09a,calm,202.4244762084898,205.38090345786094,131.57590953551838,273.27304288146127,0.006773255813155855,0.004754914148810391,-0.006773255813155855,-0.003525454999232435,True,True,0,1,202.82882737252072,202.15506966832822,71.25291783700234,-71.11797321313304,202.43783852147624,2.842170943040401e-14,0.013362312986430425,False,False,False,210.05669023743363,214.43032628782458,247.03928184102145,False,0,0.07826160777021002
maize,68,2008-11a,calm,179.2690728412429,188.06063308254323,116.52489734680788,242.01324833567793,0.0013093856822714628,0.000808667422805851,-0.0013093856822714628,-0.0005194599586447336,True,True,0,1,179.33779712328885,179.23631878190253,62.812899776480975,-62.7769295537754,179.27554335711096,0.0,0.0064705158680737895,False,False,False,475.97080288750556,480.3585533901471,530.856246300393,False,0,0.0644571225181808
maize,72,2009-01a,calm,184.18592376419332,182.70834868711916,119.72085044672566,248.650997081661,0.008510560918317237,0.0051568788792240765,-0.008510560918317237,-0.0032507142918208787,True,True,0,1,184.58960928700213,183.92473213692517,64.86875884027647,-64.72626494473582,184.17879652986142,0.0,-0.0071272343319037645,False,False,False,140.33769927619915,145.22411326547808,208.93185492635803,False,0,0.0901889049021343
maize,76,2009-03a,calm,183.30401901257494,182.06093721291475,119.14761235817372,247.4604256669762,0.006904413186354944,0.004160111572554843,-0.006904413186354944,-0.0026078543768763363,True,True,0,1,183.6297248604912,183.09592924093818,64.48211250231748,-64.36449642603802,183.29918768781351,0.0,-0.0048313247614260035,False,False,False,159.303137152938,164.4592306664773,210.6304048693709,False,0,0.08987934814088702
maize,78,2009-04a,calm,183.91343584983406,183.82674703721398,119.54373330239214,248.283138397276,0.006164396616817607,0.003746698674304303,-0.006164396616817607,0.003532785601557091,False,False,1,1,184.20824613807565,183.76940626214224,64.66451283568351,-64.51373213513375,183.91313814286684,2.842170943040401e-14,-0.00029770696721698187,False,False,False,176.70483976365148,181.85425831152196,226.2405926628166,False,1,0.089730217653278
maize,80,2009-05a,calm,183.65910859851624,183.85230032377993,119.37842058903556,247.93979660799695,0.019831709288311808,0.005369735676780893,-0.01708417110783235,0.019831709288311808,False,False,2,1,183.81222245514076,183.4814670069576,64.4338018661052,-64.45832960103937,183.6598149838232,0.0,0.0007063853069553261,False,False,False,187.44591439008883,192.572949921084,236.15423811688498,False,1,0.0898244513625194
maize,84,2009-07a,2010/11,181.6060767390839,182.41397010120687,118.04394988040454,245.1682035977633,0.00667828641292947,0.00398643348648763,-0.00667828641292947,-0.002398747090286161,True,True,0,1,181.92724708437296,181.42047470240934,63.883297203968425,-63.74772889535396,181.6090505392022,0.0,0.0029738001182977314,False,False,False,166.14157757147575,171.29003990451372,201.55144339912286,False,0,0.08954864974272535
maize,88,2009-09a,2010/11,177.53916838245436,180.70989447362768,115.40045944859534,239.6778773163134,0.0053147928881909345,0.0034495622298530808,-0.0053147928881909345,-0.002353491006239874,True,True,0,1,177.806663221189,177.37796053448886,62.40620377259367,-62.29991678182455,177.54940176585677,2.842170943040401e-14,0.01023338340240798,False,False,False,219.89588447323075,225.03503569308327,252.56215931211844,False,0,0.06373117218834738
maize,92,2009-11a,2010/11,180.0514564079082,180.02665196331617,117.03344666514033,243.0694661506761,0.002162301678329486,0.0013790178957473547,-0.002162301678329486,-0.0009004653324789513,True,True,0,1,180.1572829202367,179.98347699385738,63.123836255096364,-63.08598915681873,180.05142412974345,0.0,-3.227816475259715e-05,False,False,False,487.8300631495758,492.8039492526652,535.7101409652707,False,1,0.10823454370449913
maize,96,2010-01a,2010/11,195.70495320325,192.47504275346498,127.2082195821125,264.20168682438754,0.010219993838623015,0.006037980348185385,-0.010219993838623015,-0.0037331021177853235,True,True,0,1,196.20252195981251,195.37535809677388,68.99430237770001,-68.82632872761366,195.68680780584396,0.0,-0.018145397406044594,False,False,False,115.0008846540644,119.86075852020579,212.73769843864682,False,0,0.0892418645053513
maize,100,2010-03a,2010/11,216.6936859404778,206.57719813772462,140.85089586131056,292.536476019645,0.08865275969676317,0.0559027689397905,-0.08865275969676317,-0.019405717805678232,True,True,0,1,221.52196768955366,213.04232375046422,80.6710718282431,-79.4941522691808,216.1273920997877,0.0,-0.5662938406900935,False,False,False,138.72734313582652,143.67316320352515,213.69618577023743,False,0,0.08700979133485885
maize,104,2010-05a,2010/11,262.7856339182463,252.8366352231955,170.81066204686007,354.7606057896325,0.04819894634345063,0.021492377301984805,-0.026789284026762086,0.04819894634345063,False,False,1,1,262.7523161094619,260.1602695099447,91.94165406260183,-94.60033627968778,262.5659884110403,5.684341886080802e-14,-0.21964550720599618,False,False,False,172.5031309046976,177.17005951468087,238.99685506171943,False,0,0.08551475913042135
maize,108,2010-07a,2010/11,296.97106189110787,290.2868439785482,193.03119022922013,400.91093355299563,0.11872781478325556,0.02224303856133858,-0.0293890778093425,0.11872781478325556,False,False,3,1,295.15763608598866,295.6763968987067,102.12644585676853,-105.23453665428895,296.84194131969844,0.0,-0.12912057140943034,False,False,False,161.03144417403772,165.54083792675306,204.16846096061195,False,1,0.08127486489549612
