crop,p0,corr_shipped,corr_recompiled,corr_published,h0708_shipped,h0708_published,h1011_shipped,h1011_published,recompile_max_abs_price_diff,matches_published,calmoff_max,calmoff_level,calmoff_amp,secs_per_crop
wheat,213.54633246527783,0.6871963698005545,0.6871963698005545,0.72,2.086534098791583,2.27,1.3141872908546142,1.45,0.0,False,0.23788012670742054,0.11010046656109747,0.23466841629443227,0.23067116737365723
maize,135.44442165709597,0.7921112767257182,0.7921112767257182,0.781,2.052576960050763,2.22,1.5152893790028277,1.61,0.0,False,0.3498420850564326,0.23469858049273867,0.18962346505235111,0.23371601104736328
rice,338.990734667104,0.6757655371214287,0.6757655371214287,0.678,1.5434381597067155,1.72,0.8445853735249156,0.82,0.0,False,0.15895880261413195,0.008432453230193305,0.21903842861381617,0.23092198371887207
