crop,variant,alpha,drift_max,drift_level,drift_amp,pass_2pct,hold_back,corner_frac,clip_frac,q_cv,xstar_conv,secs
wheat,A  shipped ask law,3.5,0.25622729538441424,0.11379102863985796,0.25209007629621594,False,0.0,1.0,0.0,0.9299143119699411,0.0,1.1947689056396484
wheat,"B  FOC q + P(offers), X* scalar",3.5,1.1350692415408212,0.25596667856656413,1.518783973971739,False,0.6469103512106604,0.005034722222222222,0.6257716049382717,1.31196856542341,1.6830662412425923e-05,4.127760887145996
wheat,"C  FOC q + P(offers), X* season",3.5,1.1279731048567765,0.5166789360714253,1.4959133462396113,False,0.6794493826202592,0.008950617283950616,0.7245370370370371,1.2054950731484033,0.7866983444485471,4.237874746322632
wheat,"D  mech q + P(exports), X* season",3.5,1.1876415358079182,0.08758119196641552,1.5567158757964108,False,0.0,1.0,0.7372685185185185,0.5091397648443784,0.0,1.0426230430603027
wheat,"E  FOC q + P(exports), X* season",3.5,0.9364578269040176,0.06275960522622022,1.3053741238718841,False,0.36756812951622153,0.005070546737213404,0.43441358024691357,0.3504939457807224,2.2557436207826242e-07,4.1417388916015625
wheat,"F  mech q + P(offers), X* season",3.5,1.1103463040982202,0.09325706165239264,1.5078962747763822,False,0.0,1.0,0.8117283950617283,0.885271304445622,0.0,1.0245108604431152
wheat,G  C with alpha/3.5 (~1.0),1.0,0.8689116250963046,0.004437529073690366,1.2380828377969886,False,0.738010103608393,0.017840608465608462,0.38155864197530864,1.1071320984277675,0.00035247968537510665,3.91511607170105
maize,A  shipped ask law,2.7,0.342179826397712,0.23252932146643052,0.1985278828631942,False,0.0,1.0,0.0,0.7077219174521363,0.0,1.126086950302124
maize,"B  FOC q + P(offers), X* scalar",2.7,1.2256204902391417,0.44347175885987544,1.6566712855117138,False,0.6552081409727039,0.18997539826277574,0.3657407407407407,1.186637132523265,3.307516968753532e-06,4.053601026535034
maize,"C  FOC q + P(offers), X* season",2.7,1.1006116361704457,0.3888653362725134,1.5070915858894662,False,0.6555114211196256,0.23351269679394682,0.5902777777777778,1.162150695062212,0.1755910311838964,4.127341985702515
maize,"D  mech q + P(exports), X* season",2.7,0.9420375931869308,0.10047772539148214,1.3441544525950608,False,0.0,1.0,0.5787037037037037,0.5394945538207953,0.0,1.181692123413086
maize,"E  FOC q + P(exports), X* season",2.7,0.9465460732384552,0.10560774098640424,1.3424817926186916,False,0.1713582542873976,0.18169636112344445,0.5065586419753088,0.520698704463027,9.015765911613016e-11,4.2572290897369385
maize,"F  mech q + P(offers), X* season",2.7,1.0040159827045478,0.035242878792538956,1.3871044463179691,False,0.0,1.0,0.5543981481481483,0.5681841319168109,0.0,1.2035508155822754
maize,G  C with alpha/3.5 (~1.0),1.0,0.6482707665609907,0.009034918485814062,0.9595675614875414,False,0.7637548719990562,0.24041111280694613,0.2685185185185185,1.1321469632191343,0.0004402736222095527,4.1581950187683105
rice,A  shipped ask law,2.2,0.1948455590262311,0.007016910969737773,0.2846316274572936,False,0.0,1.0,0.0,1.6795116367284133,0.0,1.197463035583496
rice,"B  FOC q + P(offers), X* scalar",2.2,0.9991913595647117,0.1844532694850437,1.5038759874001923,False,0.4969580093029201,0.04324494949494949,0.5354938271604939,1.7396258035246923,6.449613043635338e-08,4.272030830383301
rice,"C  FOC q + P(offers), X* season",2.2,0.9745502626918955,0.0017949894460236393,1.3312757571128189,False,0.44742675647787344,0.34644360269360264,0.9116512345679012,1.7633629213847128,0.007262042708208849,4.057135105133057
rice,"D  mech q + P(exports), X* season",2.2,0.8903784148265238,0.03602755994064319,1.2186470082860605,False,0.0,1.0,0.4807098765432099,0.7762718815087868,0.0,1.1585521697998047
rice,"E  FOC q + P(exports), X* season",2.2,0.3889892612657309,0.04984264648619763,0.6380560985682775,False,0.279213586843993,0.0625,0.3738425925925926,0.6091706411752742,0.006763098192866357,4.227130889892578
rice,"F  mech q + P(offers), X* season",2.2,1.1279703531584402,0.03462794928774562,1.4999507946954715,False,0.0,1.0,0.8877314814814814,1.7356988321288758,0.0,1.1715009212493896
rice,G  C with alpha/3.5 (~1.0),1.0,0.9632640988070418,0.008734513204499784,1.3680134121943206,False,0.7086431163461882,0.18060816498316498,0.5054012345679012,1.6344983245244746,5.5013123129610264e-05,4.094085931777954
