crop,p0,drift_a_cold,drift_b_repeat,drift_c_after_full,drift_d_shipped_module,drift_e_repeat,max_ab,max_ac,max_ad,max_ae
wheat,213.54633246527783,0.23788012670742054,0.23788012670742054,0.23788012670742054,0.0,0.23788012670742054,0.0,0.0,50.79842862474524,0.0
maize,135.44442165709597,0.3498420850564326,0.3498420850564326,0.3498420850564326,0.0,0.3498420850564326,0.0,0.0,50.784776511519055,0.0
rice,338.990734667104,0.15895880261413195,0.15895880261413195,0.15895880261413195,0.0,0.15895880261413195,0.0,0.0,53.88556127996776,0.0
