crop,variant,alpha,drift_max,drift_level,drift_amp,pass_2pct,hold_back,corner_frac,clip_frac,xstar_conv,secs
wheat,"H  mech q, P(offers), X*_t, riv ref",3.5,0.8289293369383237,0.09678589878381041,1.1614910124225735,False,0.0,1.0,0.4799382716049383,0.0,0.9774999618530273
wheat,"I  FOC  q, P(offers), X*_t, riv ref",3.5,0.6395641805444132,0.2510142099147713,0.8550234894667094,False,0.5367462843124807,0.15998401675485008,0.5991512345679012,0.028993351472645257,3.8243980407714844
wheat,"J  FOC  q, P(offers), X* const, riv ref",3.5,0.2562914591132711,0.009995682447815128,0.45249898362070723,False,0.6562041019921823,0.0,0.10609567901234568,0.004432174576497472,3.790977954864502
wheat,"K  mech q, P(exports), X*_t, riv ref",3.5,0.6056298735466265,0.03416957955820307,0.8236126222685727,False,0.0,1.0,0.23186728395061726,0.0,1.0373480319976807
wheat,"L  FOC  q, P(exports), X*_t, riv ref",3.5,0.5555226274960314,0.00812517354837722,0.7371225624190832,False,0.34075551097491763,0.0,0.15432098765432098,1.489080441174906e-07,3.9983320236206055
maize,"H  mech q, P(offers), X*_t, riv ref",2.7,0.6159798691213662,0.01673091602076879,0.8099945075296855,False,0.0,1.0,0.14274691358024694,0.0,1.0719497203826904
maize,"I  FOC  q, P(offers), X*_t, riv ref",2.7,0.6026314788566295,0.01917431329426341,0.8649266766517267,False,0.57215694811277,0.17813390823501118,0.283179012345679,0.0633907343936101,4.113039970397949
maize,"J  FOC  q, P(offers), X* const, riv ref",2.7,1.0007990711151569,0.43799953612318576,1.358268109133958,False,0.643361092209104,0.17013130184086067,0.05709876543209878,8.01678209005896e-06,4.078988075256348
maize,"K  mech q, P(exports), X*_t, riv ref",2.7,1.099798116173428,0.14046295850377913,1.4113368614088042,False,0.0,1.0,0.23649691358024694,0.0,1.3287699222564697
maize,"L  FOC  q, P(exports), X*_t, riv ref",2.7,1.048670629892791,0.14976381742676073,1.3528251046946984,False,0.16507565847009698,0.05222766295070217,0.23649691358024694,6.072231606424339e-11,3.879485845565796
rice,"H  mech q, P(offers), X*_t, riv ref",2.2,0.8385341036588914,0.102188686868525,1.08763839970954,False,0.0,1.0,0.4070216049382716,0.0,1.093000888824463
rice,"I  FOC  q, P(offers), X*_t, riv ref",2.2,0.6653420044346858,0.0884564891068323,0.9116044390465495,False,0.5160374291844414,0.24591750841750837,0.3317901234567901,0.036840812936027034,4.073868989944458
rice,"J  FOC  q, P(offers), X* const, riv ref",2.2,0.28401266620456617,0.017622623114694185,0.38907636815261837,False,0.5081784357398322,0.023463804713804715,0.05709876543209878,1.586431110167652e-05,4.063257932662964
rice,"K  mech q, P(exports), X*_t, riv ref",2.2,0.4880748469333823,0.027443435262515223,0.6496364343966983,False,0.0,1.0,0.279320987654321,0.0,1.151007890701294
rice,"L  FOC  q, P(exports), X*_t, riv ref",2.2,0.656779711322985,0.03717404884895978,0.834759066695096,False,0.21270473256268663,0.20833333333333334,0.3499228395061728,0.002942892564748778,3.999030828475952
