crop,year,country,my_month,model_stock,model_cons,psd_stock,psd_cons,stock_ratio,cons_ratio,psd_dstock,model_dstock,psd_dcons,model_dcons,safety_mmt,target_mmt,c_ann_mmt,model_stu,psd_stu,stock_over_safety,stock_over_target,stock_minus_target_over_cann
wheat,2007,Canada,7,0.7921061218704624,7.562280517483577,4.366,6.853,0.18142604715310637,1.1034992729437585,-31.061484918793507,0.4854448705115911,-26.48740470666225,-6.6208627253523415,1.6090666666666669,1.6090666666666669,8.045333333333334,0.09845535157488346,0.6370932438348168,0.4922767578744172,0.4922767578744172,-0.10154464842511657
wheat,2008,Canada,7,0.9670149148753842,7.1766639741887905,6.6450000000000005,7.849,0.14552519411217218,0.9143411866720335,28.326980444149825,2.174040350574931,12.3798475306596,-4.793046196073749,1.6090666666666669,1.6090666666666669,8.045333333333334,0.12019575508063277,0.8466046630143967,0.6009787754031638,0.6009787754031638,-0.07980424491936726
wheat,2009,Canada,7,1.0451179031802034,7.622136490770219,7.743,7.2410000000000005,0.13497583664990356,1.052635891557826,13.647663241630756,0.9707862318298708,-7.557176002651636,5.537029954194093,1.6090666666666669,1.6090666666666669,8.045333333333334,0.12990361739893147,1.0693274409611933,0.6495180869946573,0.6495180869946573,-0.07009638260106854
wheat,2010,Canada,7,1.1686758720288504,7.786378917703123,7.36,7.521,0.15878748261261552,1.0352850575326584,-4.76052369903878,1.5357719031568653,3.480278422273774,2.0414620517016564,1.6090666666666669,1.6090666666666669,8.045333333333334,0.14526133643050013,0.9785932721712539,0.7263066821525006,0.7263066821525006,-0.05473866356949989
wheat,2011,Canada,7,1.01904618267678,7.146459349153492,5.932,9.824,0.17178796066702293,0.7274490379838653,-17.749419953596284,-1.8598320685126408,28.625290023201856,-7.953922380050106,1.6090666666666669,1.6090666666666669,8.045333333333334,0.12666301574537372,0.603827361563518,0.6333150787268685,0.6333150787268685,-0.0733369842546263
wheat,2006,China,6,70.36712944091815,110.17531493589134,38.568,102.0,1.8244951628530945,1.0801501464303072,,,,,21.900000000000002,21.900000000000002,109.5,0.6426221866750516,0.3781176470588235,3.2131109333752574,3.2131109333752574,0.44262218667505154
wheat,2007,China,6,73.36072367174859,102.92547025163054,39.274,106.0,1.8679208553177316,0.970995002373873,0.6447488584474914,2.7338760098908117,3.65296803652968,-6.620862725352322,21.900000000000002,21.900000000000002,109.5,0.6699609467739597,0.37050943396226416,3.349804733869798,3.349804733869798,0.46996094677395966
wheat,2008,China,6,82.76028635863372,97.6770846669298,46.433,105.5,1.782359234997388,0.9258491437623678,6.537899543378995,8.584075513137108,-0.45662100456621,-4.793046196073737,21.900000000000002,21.900000000000002,109.5,0.7558017019053308,0.44012322274881516,3.7790085095266535,3.7790085095266535,0.5558017019053307
wheat,2009,China,6,90.81709953458393,103.74013246677234,54.231,108.5,1.6746344255976089,0.9561302531499755,7.121461187214613,7.357820252009326,2.73972602739726,5.537029954194097,21.900000000000002,21.900000000000002,109.5,0.8293799044254241,0.49982488479262677,4.14689952212712,4.14689952212712,0.629379904425424
wheat,2010,China,6,87.27436608484115,105.97553341338565,58.81,111.5,1.4840055447175846,0.9504532144698264,4.181735159817352,-3.2353730134637293,2.73972602739726,2.0414620517016537,21.900000000000002,21.900000000000002,109.5,0.7970261742907867,0.5274439461883408,3.9851308714539333,3.9851308714539333,0.5970261742907866
wheat,2011,China,6,89.31943150360404,97.26598840723076,55.835,123.5,1.5997032596687388,0.7875788534998442,-2.716894977168951,1.8676396518382543,10.95890410958904,-7.9539223800501215,21.900000000000002,21.900000000000002,109.5,0.8157025708091693,0.45210526315789473,4.078512854045846,4.078512854045846,0.6157025708091692
wheat,2006,EU,6,12.295595256413106,124.8685431236659,14.791,126.182,0.831288976838152,0.9895907746244781,,,,,24.82063333333334,24.82063333333334,124.1031666666667,0.09907559643049482,0.11721957172972373,0.4953779821524741,0.4953779821524741,-0.10092440356950519
wheat,2007,EU,6,14.151883233702064,116.6518428208507,12.846,117.151,1.1016567985133165,0.9957391983068921,-1.5672444565610062,1.4957619754174607,-7.27701012195499,-6.6208627253523185,24.82063333333334,24.82063333333334,124.1031666666667,0.11403321618466943,0.10965335336446126,0.5701660809233471,0.5701660809233471,-0.08596678381533059
wheat,2008,EU,6,18.540726734384414,110.70352071172697,19.419,127.62700000000001,0.9547724771813385,0.8673989101971131,5.296399903843441,3.5364476335003667,8.441363972716257,-4.793046196073752,24.82063333333334,24.82063333333334,124.1031666666667,0.14939769251967308,0.15215432471185564,0.7469884625983654,0.7469884625983654,-0.050602307480326916
wheat,2009,EU,6,24.209950582686925,117.57515022416374,17.104,125.10000000000001,1.4154554830850636,0.9398493223354415,-1.8653835048528178,4.568154061313915,-2.0362091217119094,5.5370299541941055,24.82063333333334,24.82063333333334,124.1031666666667,0.19507923313281225,0.136722621902478,0.9753961656640612,0.9753961656640612,-0.004920766867187769
wheat,2010,EU,6,20.109680275622363,120.10866927662377,13.481,121.825,1.4917053835488734,0.9859115064775191,-2.919345329624948,-3.3039207759118914,-2.638933467988331,2.0414620517016373,24.82063333333334,24.82063333333334,124.1031666666667,0.16204002537369333,0.11065873178739996,0.8102001268684665,0.8102001268684665,-0.03795997462630669
wheat,2011,EU,6,19.726293396235345,110.23759972877288,15.563,126.73400000000001,1.2675122660306717,0.8698344542804052,1.6776364825501366,-0.3089259441838186,3.9555799677418966,-7.953922380050113,24.82063333333334,24.82063333333334,124.1031666666667,0.15895076593185514,0.12280051130714725,0.7947538296592757,0.7947538296592757,-0.04104923406814487
wheat,2006,Egypt,5,3.341978603443,15.974924142168948,4.866,15.5,0.6868020146820798,1.0306402672367063,,,,,3.41,3.41,17.05,0.19601047527524926,0.3139354838709677,0.9800523763762463,0.9800523763762463,-0.003989524724750734
wheat,2007,Egypt,5,2.745592673924925,13.556650036493807,4.3020000000000005,15.6,0.6382130808751568,0.8690160279803723,-3.307917888563045,-3.4978646892555725,0.5865102639296167,-14.183425839736902,3.41,3.41,17.05,0.16103182838269353,0.2757692307692308,0.8051591419134677,0.8051591419134677,-0.03896817161730646
wheat,2008,Egypt,5,3.3523689227207845,14.382319154593693,5.285,16.8,0.6343176769575751,0.8560904258686722,5.765395894428151,3.5588049782748357,7.038123167155431,4.842634123753001,3.41,3.41,17.05,0.1966198781654419,0.3145833333333333,0.9830993908272094,0.9830993908272094,-0.0033801218345581043
wheat,2009,Egypt,5,3.7523851752785573,16.15314391377597,6.033,18.1,0.6219766575963132,0.8924388902638657,4.38709677419355,2.3461363786379636,7.624633431085048,10.38606896881101,3.41,3.41,17.05,0.22008124195182152,0.33331491712707184,1.1004062097591076,1.1004062097591076,0.020081241951821534
wheat,2010,Egypt,5,2.7560234536849926,16.431399550798467,5.885,17.7,0.4683132461656742,0.9283276582372015,-0.8680351906158391,-5.8437637630121095,-2.3460410557184876,1.6319978710996872,3.41,3.41,17.05,0.16164360432170044,0.3324858757062147,0.8082180216085022,0.8082180216085022,-0.038356395678299564
wheat,2011,Egypt,5,3.636684501053567,14.006273906121432,7.074,18.6,0.5140916738837387,0.7530254788237328,6.973607038123167,5.16516743324677,5.278592375366581,-14.223610819220145,3.41,3.41,17.05,0.21329527865416814,0.3803225806451613,1.0664763932708408,1.0664763932708408,0.013295278654168137
wheat,2006,India,3,15.678273947729716,77.49953009387728,4.5,73.482,3.4840608772732704,1.0546736628545397,,,,,15.404900000000001,15.404900000000001,77.0245,0.2035491817243827,0.061239487221360335,1.0177459086219134,1.0177459086219134,0.0035491817243826908
wheat,2007,India,3,16.499774659879478,67.85653977134395,5.8,76.42,2.844788734461979,0.887942158745668,1.687774669098793,1.0665446866253747,3.8143707521632755,-12.519380615951206,15.404900000000001,15.404900000000001,77.0245,0.21421462859063645,0.07589636220884585,1.0710731429531821,1.0710731429531821,0.014214628590636437
wheat,2008,India,3,23.10401654237404,68.70802381669347,13.43,70.924,1.7203288564686554,0.9687556231556802,9.905939019402917,8.574209352212039,-7.1353919856668915,1.105471694525148,15.404900000000001,15.404900000000001,77.0245,0.29995672211275687,0.18935762224352826,1.499783610563784,1.499783610563784,0.09995672211275683
wheat,2009,India,3,31.58490445698478,72.9728934537617,16.12,78.149,1.9593613186715124,0.9337661832366594,3.492395276827504,11.010636764420074,9.380132295568286,5.537029954194094,15.404900000000001,15.404900000000001,77.0245,0.4100630897569576,0.20627263304712792,2.050315448784788,2.050315448784788,0.21006308975695756
wheat,2010,India,3,33.2974928143615,74.54531939177463,15.36,81.764,2.1678055217683267,0.9117132159847198,-0.9866990373192965,2.223433267826103,4.693311868301637,2.041462051701636,15.404900000000001,15.404900000000001,77.0245,0.4322974224352186,0.18785773690132576,2.161487112176093,2.161487112176093,0.23229742243521861
wheat,2011,India,3,35.39076278380114,68.41885044815294,19.95,81.408,1.7739730718697313,0.8404438193808095,5.9591428701257385,2.7176677153887905,-0.4621906016916625,-7.953922380050099,15.404900000000001,15.404900000000001,77.0245,0.4594740995891065,0.24506191037735847,2.2973704979455323,2.2973704979455323,0.2594740995891065
wheat,2006,Indonesia,5,0.0,4.551233991521083,1.475,5.05,0.0,0.9012344537665511,,,,,1.0995,1.7866874999999998,5.4975,0.0,0.2920792079207921,0.0,0.0,-0.32499999999999996
wheat,2007,Indonesia,5,0.0,3.6950243290061016,1.331,5.15,0.0,0.7174804522341944,-2.6193724420191025,0.0,1.8190086402910512,-15.574527740154275,1.0995,1.7866874999999989,5.4975,0.0,0.25844660194174757,0.0,0.0,-0.32499999999999984
wheat,2008,Indonesia,5,0.0,4.233447119311518,1.4060000000000001,5.2,0.0,0.8141244460214457,1.3642564802182844,0.0,0.9095043201455176,9.79395707695164,1.0995,1.7866874999999989,5.4975,0.0,0.2703846153846154,0.0,0.0,-0.32499999999999984
wheat,2009,Indonesia,5,0.03202589036819606,5.208323088913981,1.258,5.3,0.025457782486642336,0.9827024696064116,-2.6921327876307437,0.5825537129276227,1.8190086402910353,17.73307811918987,1.0995,1.7866875000000024,5.4975,0.005825537129276227,0.23735849056603775,0.029127685646381136,0.01792472962854221,-0.31917446287072426
wheat,2010,Indonesia,5,0.021808062278139917,5.320552465206278,1.615,6.035,0.013503444135071156,0.8816159842926724,6.493860845839018,-0.18586317580820633,13.369713506139162,2.0414620517016284,1.0995,1.7866875000000024,5.4975,0.0039669053711941646,0.2676056338028169,0.01983452685597082,0.012205862680597411,-0.3210330946288063
wheat,2011,Indonesia,5,0.03380891136920816,4.883285582363024,1.6,6.25,0.0211305696057551,0.7813256931780839,-0.27285129604365443,0.2182964818748203,3.9108685766257367,-7.953922380050092,1.0995,1.7866875000000024,5.4975,0.006149870189942367,0.256,0.030749350949711835,0.01892267750751495,-0.3188501298100581
wheat,2006,Kazakhstan,6,1.2149678245013618,7.579793356320074,3.658,8.1,0.33213991921852426,0.9357769575703796,,,,,1.5066666666666668,2.134444444444444,7.533333333333334,0.1612789147568179,0.45160493827160497,0.8063945737840896,0.5692196991417104,-0.12205441857651535
wheat,2007,Kazakhstan,6,1.0511656929214157,7.081021697676866,4.745,7.5,0.22153123138491373,0.9441362263569155,14.42920353982301,-2.174364578494859,-7.964601769911499,-6.6208627253523185,1.5066666666666668,2.134444444444444,7.533333333333334,0.13953526897186933,0.6326666666666667,0.6976763448593466,0.4924774199007154,-0.14379806436146395
wheat,2008,Kazakhstan,6,1.6470962042881194,6.719945550905978,3.6550000000000002,7.6000000000000005,0.4506419163578986,0.8842033619613128,-14.469026548672561,7.910582009292526,1.327433628318591,-4.793046196073741,1.5066666666666668,2.134444444444446,7.533333333333334,0.2186410890647946,0.48092105263157897,1.093205445323973,0.7716744319933923,-0.06469224426853891
wheat,2009,Kazakhstan,6,1.2998808654606326,7.137068474121934,4.799,7.7,0.2708649438342639,0.9268920096262252,15.185840707964601,-4.609053170276373,1.3274336283185793,5.537029954194107,1.5066666666666668,2.134444444444446,7.533333333333334,0.17255055736203087,0.6232467532467533,0.8627527868101543,0.6090019671601086,-0.11078277597130264
wheat,2010,Kazakhstan,6,1.8793343821676338,7.290858615350124,2.882,6.7,0.6520938175460215,1.088187853037332,-25.44690265486726,7.691860841243378,-13.27433628318584,2.041462051701636,1.5066666666666668,2.134444444444446,7.533333333333334,0.24946916577446465,0.4301492537313433,1.2473458288723231,0.880479408615757,-0.03386416755886886
wheat,2011,Kazakhstan,6,1.2109719528385237,6.691663129386349,6.176,7.6000000000000005,0.1960770649026107,0.88048199070873,43.725663716814154,-8.87206764596164,11.94690265486726,-7.953922380050109,1.5066666666666668,2.134444444444446,7.533333333333334,0.16074848931484825,0.8126315789473684,0.8037424465742413,0.567347609346523,-0.12258484401848524
wheat,2006,Mexico,5,1.4802456555344397,5.73785139124373,0.393,6.2,,0.9254599018135048,,,,,1.2683333333333333,1.2683333333333333,6.341666666666666,0.23341587209478684,0.06338709677419355,1.167079360473934,1.167079360473934,0.03341587209478681
wheat,2007,Mexico,5,1.612998268974442,5.054154254859498,0.367,5.5,,0.9189371372471815,-0.40998685939553264,2.093339502339065,-11.03810775295664,-10.781032373995766,1.2683333333333333,1.2683333333333333,6.341666666666666,0.25434926711817746,0.06672727272727273,1.2717463355908873,1.2717463355908873,0.05434926711817746
wheat,2008,Mexico,5,1.9690578605736426,5.280550998346858,0.517,6.0,3.8086225543010497,0.8800918330578097,2.365308804204994,5.614605912208158,7.884362680683313,3.5699880707599467,1.2683333333333333,1.2683333333333333,6.341666666666666,0.31049532624025905,0.08616666666666667,1.5524766312012952,1.5524766312012952,0.11049532624025904
wheat,2009,Mexico,5,1.9260366861665774,6.008085297352643,0.6900000000000001,6.3,2.7913575161834454,0.953664332913118,2.727989487516427,-0.678389083948466,4.730617608409984,11.47228855199661,1.2683333333333333,1.2683333333333333,6.341666666666666,0.3037114354007744,0.10952380952380954,1.518557177003872,1.518557177003872,0.10371143540077438
wheat,2010,Mexico,5,1.546604102282852,6.023801068016952,0.5,6.45,,0.9339226462041785,-2.9960578186596596,-5.98316820841617,2.3653088042049997,0.2478176714477033,1.2683333333333333,1.2683333333333333,6.341666666666666,0.2438797533166127,0.07751937984496124,1.2193987665830635,1.2193987665830635,0.04387975331661269
wheat,2011,Mexico,5,1.5267809587173806,5.404902874072932,0.758,7.6000000000000005,2.0142229006825603,0.71117143079907,4.068331143232589,-0.31258570668286106,18.134034165571624,-9.759235646949064,1.2683333333333333,1.2683333333333333,6.341666666666666,0.2407538962497841,0.09973684210526315,1.2037694812489204,1.2037694812489204,0.04075389624978407
wheat,2006,Nigeria,5,0.0,2.887243711867657,0.2,3.365,,0.8580219054584418,,,,,0.6642,1.0793249999999999,3.3209999999999997,0.0,0.05943536404160475,0.0,0.0,-0.325
wheat,2007,Nigeria,5,0.0,2.4018005055916296,0.1,2.833,,0.8477940365660535,-3.011141222523337,0.0,-16.01927130382415,-14.617380496116455,0.6642,1.0793249999999999,3.3209999999999997,0.0,0.03529827038475115,0.0,0.0,-0.325
wheat,2008,Nigeria,5,0.0,2.639082362631169,0.2,3.02,,0.8738683319970758,3.011141222523337,0.0,5.630834086118634,7.144891810886456,0.6642,1.0793249999999999,3.3209999999999997,0.0,0.06622516556291391,0.0,0.0,-0.325
wheat,2009,Nigeria,5,0.0,3.0827712478252636,0.2,3.54,,0.8708393355438597,0.0,0.0,15.65793435712135,13.360098921833629,0.6642,1.0793249999999999,3.3209999999999997,0.0,0.05649717514124294,0.0,0.0,-0.325
wheat,2010,Nigeria,5,0.0,3.105600282832979,0.2,3.5820000000000003,,0.86700175400139,0.0,0.0,1.264679313459809,0.6874144838216081,0.6642,1.0793249999999999,3.3209999999999997,0.0,0.05583472920156337,0.0,0.0,-0.325
wheat,2011,Nigeria,5,0.0,2.819829886245405,0.2,3.586,,0.7863440842848313,0.0,0.0,0.1204456489009202,-8.604950213416869,0.6642,1.0793249999999999,3.3209999999999997,0.0,0.055772448410485224,0.0,0.0,-0.325
wheat,2006,RestOfWorld,5,0.0,157.5406256511901,33.51800000000006,165.92100000000005,0.0,0.9494917801314485,,,,,35.63686666666668,40.17745662354989,178.18433333333337,0.0,0.202011800796765,0.0,0.0,-0.22548254311667812
wheat,2007,RestOfWorld,5,0.0,151.2453014755572,33.20699999999998,167.81500000000005,0.0,0.901262112895493,-0.1745383526049305,0.0,1.0629441795294414,-3.5330402274234243,35.63686666666668,40.50690776019944,178.18433333333337,0.0,0.19787861633346226,0.0,0.0,-0.227331477478563
wheat,2008,RestOfWorld,5,0.0,156.33153219302727,33.86900000000003,175.305,0.0,0.8917688154532231,0.37152536792425556,0.0,4.203512093281649,2.854476946609638,35.63686666666668,41.68535076729164,178.18433333333337,0.0,0.19320042212144564,0.0,0.0,-0.2339450948771682
wheat,2009,RestOfWorld,5,7.818545221324258,168.8115647808541,41.02200000000005,183.41899999999993,0.19059395498328333,0.9203602940854229,4.014382109912405,4.387897114780531,4.553711231627126,7.0040010557382475,35.63686666666668,39.780651598255744,178.18433333333337,0.043878971147805305,0.22365185722307976,0.2193948557390265,0.1965414066185652,-0.17937663642481558
wheat,2010,RestOfWorld,5,9.852653578608148,172.44913032793164,37.521000000000015,184.4570000000001,0.26259037815111924,0.934901523541701,-1.9648192040826815,1.1415753109329982,0.5825427974402059,2.0414620517016324,35.63686666666668,40.60591570112375,178.18433333333337,0.05529472425713529,0.2034132616273711,0.27647362128567643,0.2426408420666519,-0.17259240218939334
wheat,2011,RestOfWorld,5,6.440898178875967,158.27648676118855,39.47399999999996,192.18900000000014,0.16316811518660318,0.8235460237640471,1.0960559570332291,-1.9147336558201975,4.339326502704143,-7.95392238005011,35.63686666666668,40.21413735485565,178.18433333333337,0.03614738769893331,0.20539156767556901,0.18073693849466654,0.16016502162014576,-0.18954101375904545
wheat,2006,Russia,6,4.696200611182023,38.482879181306274,4.663,36.4,1.0071200109762006,1.057221955530392,,,,,7.6494,7.6494,38.247,0.12278611685052483,0.12810439560439563,0.6139305842526241,0.6139305842526241,-0.07721388314947517
wheat,2007,Russia,6,5.235961246851363,35.95059781474077,4.269,37.982,1.226507670848293,0.9465167135680261,-1.0301461552540072,1.4112496030259618,4.136272125918375,-6.620862725352332,7.6494,7.6494,38.247,0.13689861288078445,0.1123953451634985,0.6844930644039223,0.6844930644039223,-0.06310138711921555
wheat,2008,Russia,6,6.431053075864213,34.11740143612844,10.944,38.9,0.5876327737449024,0.8770540214943043,17.45234920385913,3.1246681543986456,2.400188250058826,-4.793046196073752,7.6494,7.6494,38.247,0.1681452944247709,0.2813367609254499,0.8407264721238545,0.8407264721238545,-0.03185470557522909
wheat,2009,Russia,6,11.823051076772067,36.23514928270906,14.722,39.6,0.8030872895511525,0.9150290222906328,9.877898920176742,14.097832512112987,1.8302089052736237,5.537029954194107,7.6494,7.6494,38.247,0.3091236195459008,0.37176767676767675,1.545618097729504,1.545618097729504,0.10912361954590079
wheat,2010,Russia,6,11.651887673513222,37.01594727362338,13.736,38.6,0.8482737094869847,0.958962364601642,-2.577979972285405,-0.44752112128753874,-2.6145841503908804,2.041462051701631,7.6494,7.6494,38.247,0.3046484083330254,0.35585492227979276,1.523242041665127,1.523242041665127,0.1046484083330254
wheat,2011,Russia,6,9.648482592187735,33.97381058092562,10.899000000000001,38.0,0.8852631059902499,0.8940476468664638,-7.417575234658927,-5.238071172446173,-1.5687504902345317,-7.953922380050095,7.6494,7.6494,38.247,0.2522676966085637,0.28681578947368425,1.2613384830428185,1.2613384830428185,0.052267696608563674
wheat,2006,Thailand,5,0.0,1.1850887325997772,0.504,1.1,0.0,1.0773533932725246,,,,,0.27449999999999997,0.44606249999999986,1.3724999999999998,0.0,0.45818181818181813,0.0,0.0,-0.32499999999999996
wheat,2007,Thailand,5,0.0,0.9716292432529993,0.47300000000000003,0.97,,1.001679632219587,-2.2586520947176667,0.0,-9.471766848816038,-15.552603959692386,0.27449999999999997,0.44606249999999986,1.3724999999999998,0.0,0.4876288659793815,0.0,0.0,-0.32499999999999996
wheat,2008,Thailand,5,0.0,1.1037678854319621,0.437,1.02,,1.0821253778744726,-2.622950819672134,0.0,3.6429872495446305,9.627587772602032,0.27449999999999997,0.44606249999999986,1.3724999999999998,0.0,0.4284313725490196,0.0,0.0,-0.32499999999999996
wheat,2009,Thailand,5,0.0,1.2866802727310036,0.647,1.25,0.0,1.029344218184803,15.300546448087434,0.0,16.757741347905284,13.326949894283532,0.27449999999999997,0.44606250000000075,1.3724999999999998,0.0,0.5176000000000001,0.0,0.0,-0.32500000000000057
wheat,2010,Thailand,5,0.0,1.306048217208601,0.797,1.5,0.0,0.8706988114724007,10.928961748633883,0.0,18.214936247723134,1.4111434956355104,0.27449999999999997,0.44606250000000075,1.3724999999999998,0.0,0.5313333333333333,0.0,0.0,-0.32500000000000057
wheat,2011,Thailand,5,0.0,1.202171276394705,1.044,2.395,0.0,0.5019504285572881,17.996357012750458,0.0,65.20947176684882,-7.5684474181344985,0.27449999999999997,0.44606250000000075,1.3724999999999998,0.0,0.4359081419624217,0.0,0.0,-0.32500000000000057
wheat,2006,USA,5,4.027682480305853,31.248033500516073,12.414,30.94,0.3244467923558767,1.00995583388869,,,,,6.2113000000000005,6.2113000000000005,31.0565,0.12968887287060207,0.4012281835811247,0.6484443643530103,0.6484443643530103,-0.07031112712939794
wheat,2007,USA,5,3.8296385425455517,29.191825268217023,8.323,28.614,0.46012718281215326,1.0201937956321039,-13.172765765620722,-0.6376891721871479,-7.489575451193793,-6.620862725352339,6.2113000000000005,6.2113000000000005,31.0565,0.1233119811487306,0.2908716013140421,0.6165599057436529,0.6165599057436529,-0.07668801885126943
wheat,2008,USA,5,5.093957951916289,27.703272876333383,17.867,34.64,0.2851042677515134,0.799748062249809,30.731086890023025,4.071029927296179,19.403345515431553,-4.793046196073739,6.2113000000000005,6.2113000000000005,31.0565,0.16402228042169237,0.5157909930715936,0.8201114021084618,0.8201114021084618,-0.035977719578307636
