crop,window,tau_published,tau_no_conditional,observed,fired
wheat,2007/08,1.6993504291507318,1.9853334725204637,1.8165638656251262,26
wheat,2010/11,1.3586006741445047,1.3556177845211523,1.1590269664976314,26
maize,2007/08,1.0983753966245982,1.6870040393369046,1.836259971402727,32
maize,2010/11,0.9170814448239362,0.8644048736771677,1.4418926403601735,32
rice,2007/08,1.7487347833380047,1.6950947808071606,1.83714665456457,24
rice,2010/11,0.8104905947810752,0.8105894777505357,0.7931662874839874,24
