crop,window,eta,omega,p0,obs_hike,r_base,r_peak,r_ratio,scarcity_only_hike,eta_required,pscar_base,pscar_peak,ptrade_base,ptrade_peak,share_of_move_from_ptrade
wheat,2007/08,1.0,0.7,213.5463324652778,1.8165638656251262,1.032071791701368,0.8728439972970944,0.8457202341110526,0.8457202341110526,inf,222.81455489511146,325.52855958869577,175.41245552425121,521.1196849053267,0.8870485511195052
wheat,2010/11,1.0,0.7,213.5463324652778,1.1590269664976314,0.9465164324719101,0.6571468843437283,0.6942794248458338,0.6942794248458338,inf,287.59020172882674,260.76771329887464,317.4527442962789,545.1358554195741,1.0531730022119667
maize,2007/08,0.85,0.8,135.44442165709597,1.836259971402727,1.1828612504573917,1.373769106332354,1.1613949698674648,1.1356197832417887,4.0617791307267765,165.86760771934937,258.5896668621344,82.98585037834845,195.15906617272094,0.8287412198662395
maize,2010/11,0.85,0.8,135.44442165709597,1.4418926403601735,1.1990621776706605,1.4237225792818353,1.1873634293491,1.1571672086703801,2.1309346692127837,214.40849875717467,349.93214452419915,172.90877080269226,317.53114879194317,0.8101944700864946
rice,2007/08,0.95,0.72,338.990734667104,1.83714665456457,0.9905239931541949,0.15227998054900774,0.15373679143711796,0.1688258411642377,inf,338.5831703878995,152.90191105133752,378.14903489527177,858.454726588118,1.176942001972759
rice,2010/11,0.95,0.72,338.990734667104,0.7931662874839874,0.4283840547850672,0.10750846416043613,0.2509628053601955,0.26892358514882453,inf,385.4365668878958,91.88811230916103,940.3565534937783,749.1986384364936,0.6260993063710882
