crop,country,C_ann,safety_s,mean_L,sd_forecast_err,sd_interannual,z_forecast_err,log10_penalty_ratio_fcasterr,z_interannual,log10_penalty_ratio_interann,s_over_meanL
wheat,USA,31.0565,6.2113000000000005,6.482725283455925,0.269593286011271,1.3659495971695528,23.039520352670507,117.0283671598763,4.547239526898154,5.565797475940268,0.9581309909663135
wheat,Russia,38.247,7.6494,8.576531547363132,0.3625022012530145,1.6240689435124918,21.101664965231404,98.4157574137566,4.71002172078735,5.907120833282365,0.891899010428268
wheat,EU,124.1031666666667,24.82063333333334,31.418684699875737,1.3569063415667701,5.496145034987983,18.292075564090784,74.32011431290252,4.516007706370073,5.501576599603695,0.7899959393727105
wheat,Ukraine,12.458333333333334,2.491666666666667,3.1200027229571883,0.14067072208203923,0.5587675491747643,17.712759483906865,69.77692632105956,4.459218632768803,5.385846675219021,0.7986104141297113
wheat,Kazakhstan,7.533333333333334,1.5066666666666668,1.7041830347846796,0.10263821529122816,0.3093037098113705,14.67939268421235,48.35967034150918,4.871156144830951,6.255913985686431,0.8840990878993414
wheat,Canada,8.045333333333334,1.6090666666666669,1.7674775367354476,0.06810452078280269,0.29276476587656736,23.626429613949767,122.98662795298065,5.496107640716117,7.711901116772075,0.9103746063096408
wheat,Australia,6.486666666666667,1.2973333333333334,0.5775391384615295,0.0613358001689244,0.03135891079319165,21.15132320374657,98.87239399560896,41.37048451360748,373.6672258995036,2.24631240886846
wheat,Argentina,5.675,1.135,0.5044481053702659,0.03737110482220411,0.022451979780585257,30.371058211948757,202.17889003673932,50.55233485384931,557.0311482002883,2.2499836710991468
wheat,Brazil,10.716666666666669,2.143333333333334,2.232875030730044,0.22663084356019442,0.5249836438954958,9.457377026283066,20.801666689349286,4.0826668759226905,4.6524570809889765,0.9598984734190726
wheat,India,77.0245,15.404900000000001,4.658282672706077,1.2303663125356872,1.7787354225079255,12.520580125647074,35.54051319834045,8.66059100474869,17.629556691670086,3.3069912416996
wheat,Thailand,1.3724999999999998,0.27449999999999997,0.3880013020833343,0.015800800027457648,0.06247536110968144,17.372538069147826,67.17652066890614,4.39373210693555,5.254062527059289,0.7074718526100289
wheat,Vietnam,1.6083333333333334,0.3216666666666667,0.45467062114197554,0.01851581302549677,0.07321035029853296,17.372538069147872,67.1765206689065,4.393732106935603,5.254062527059394,0.7074718526100304
wheat,China,109.5,21.900000000000002,20.571002329071884,1.2037479320995763,4.410346389103036,18.193177671177416,73.5342382540493,4.965596365426064,6.465401097850893,1.0646053920790197
wheat,Egypt,17.05,3.41,2.6372840042217778,0.1833062823496684,0.5153887763611698,18.60274485025673,76.81634666473684,6.6163644929868815,10.735016971763367,1.2929968841206538
