crop,law,sd_q,mean_q,share_at_bound,corr_ptr_pscar,mean_ptr_over_pscar
wheat,ask,0.11957362373059195,1.7375688371827016,0.0948199755491422,0.09511905030312344,1.3779852467833815
wheat,foc psi=1,0.22585902552107012,0.9688648941859618,0.009284060846560848,0.09564952609761376,0.676962106288054
wheat,foc psi=0,3.2607948975004597e-17,1.0357860224237616,0.0,0.7214266515687964,0.705027364353302
maize,ask,0.1051658765141961,1.4027898759304318,0.004143772893772894,-0.09704683925122118,0.887664094625016
maize,foc psi=1,0.29739990957201556,0.9162289440941476,0.022463479693871847,0.12171838002635603,0.909714796045757
maize,foc psi=0,9.560253823161071e-17,1.238053435098095,0.006944444444444444,0.8228722293848344,0.7401628166529364
rice,ask,0.12559004086583478,2.3103542967737627,0.5107054869249992,0.07448222227884038,3.3389407709301437
rice,foc psi=1,0.10784278262447337,0.9392454077209264,0.07062841530054643,-0.38338199749192176,0.7196843071350612
rice,foc psi=0,3.557025224527201e-17,1.027498631351807,0.06557377049180328,0.47757951671891274,0.6099774306457627
