ISO3 Code,Area,Area Code,Year,Production,Domestic supply quantity,Import Quantity,Export Quantity,Stock Variation,Source
ESP,Spain,203,2009,4805.0,10115.0,7163.0,1081.0,771.0,FBS
ESP,Spain,203,2010,5941.0,9869.0,5037.0,962.0,147.0,FBS
ESP,Spain,203,2011,6877.0,10401.0,4796.0,1308.0,-36.0,FBS
EST,Estonia,63,2006,220.0,279.0,94.0,60.0,-26.0,FBS
EST,Estonia,63,2007,346.0,375.0,102.0,73.0,0.0,FBS
EST,Estonia,63,2008,343.0,302.0,116.0,157.0,0.0,FBS
EST,Estonia,63,2009,343.0,294.0,92.0,141.0,0.0,FBS
EST,Estonia,63,2010,328.0,240.0,88.0,176.0,0.0,FBS
EST,Estonia,63,2011,360.0,243.0,102.0,133.0,87.0,FBS
ETH,Ethiopia,238,2006,2219.0,2754.0,534.0,0.0,-1.0,FBS
ETH,Ethiopia,238,2007,2463.0,3069.0,606.0,1.0,-2.0,FBS
ETH,Ethiopia,238,2008,2314.0,3433.0,1119.0,1.0,0.0,FBS
ETH,Ethiopia,238,2009,3076.0,4630.0,1855.0,1.0,300.0,FBS
ETH,Ethiopia,238,2010,2856.0,4570.0,1716.0,2.0,0.0,FBS
ETH,Ethiopia,238,2011,2916.0,4647.0,1734.0,3.0,0.0,FBS
FIN,Finland,67,2006,684.0,811.0,165.0,76.0,-38.0,FBS
FIN,Finland,67,2007,797.0,786.0,173.0,133.0,50.0,FBS
FIN,Finland,67,2008,788.0,790.0,208.0,129.0,77.0,FBS
FIN,Finland,67,2009,887.0,826.0,192.0,100.0,153.0,FBS
FIN,Finland,67,2010,724.0,851.0,190.0,182.0,-118.0,FBS
FIN,Finland,67,2011,975.0,897.0,182.0,240.0,19.0,FBS
FJI,Fiji,66,2006,0.0,82.0,148.0,46.0,20.0,FBS
FJI,Fiji,66,2007,0.0,83.0,140.0,49.0,7.0,FBS
FJI,Fiji,66,2008,0.0,84.0,125.0,45.0,-3.0,FBS
FJI,Fiji,66,2009,0.0,82.0,107.0,47.0,-23.0,FBS
FJI,Fiji,66,2010,0.0,83.0,85.0,53.0,-51.0,FBS
FJI,Fiji,66,2011,0.0,83.0,108.0,47.0,-22.0,FBS
FRA,France,68,2006,35364.0,21161.0,1673.0,18717.0,-2842.0,FBS
FRA,France,68,2007,32764.0,19306.0,1853.0,16743.0,-1433.0,FBS
FRA,France,68,2008,39006.0,21860.0,1998.0,18295.0,850.0,FBS
FRA,France,68,2009,38332.0,20342.0,1860.0,18733.0,1117.0,FBS
FRA,France,68,2010,38207.0,18845.0,2397.0,23074.0,-1315.0,FBS
FRA,France,68,2011,35994.0,20196.0,2063.0,22130.0,-4269.0,FBS
FRO,Faroe Islands,64,2006,0.0,9.193,9.193,0.0,0.0,QCL+TCL
FRO,Faroe Islands,64,2007,0.0,9.371,9.371,0.0,0.0,QCL+TCL
FRO,Faroe Islands,64,2008,0.0,15.088,15.088,0.0,0.0,QCL+TCL
FRO,Faroe Islands,64,2009,0.0,14.483,14.483,0.0,0.0,QCL+TCL
FRO,Faroe Islands,64,2010,0.0,13.972,13.972,0.0,0.0,QCL+TCL
FRO,Faroe Islands,64,2011,0.0,18.005,18.005,0.0,0.0,QCL+TCL
FSM,Micronesia (Federated States of),145,2006,0.0,1.674,1.674,0.0,0.0,QCL+TCL
FSM,Micronesia (Federated States of),145,2007,0.0,1.777,1.777,0.0,0.0,QCL+TCL
FSM,Micronesia (Federated States of),145,2008,0.0,1.688,1.689,0.001,0.0,QCL+TCL
FSM,Micronesia (Federated States of),145,2009,0.0,2.263,2.263,0.0,0.0,QCL+TCL
FSM,Micronesia (Federated States of),145,2010,0.0,2.528,2.528,0.0,0.0,QCL+TCL
FSM,Micronesia (Federated States of),145,2011,0.0,2.777,2.778,0.001,0.0,QCL+TCL
GAB,Gabon,74,2006,0.0,85.0,85.0,0.0,0.0,FBS
GAB,Gabon,74,2007,0.0,88.0,88.0,0.0,0.0,FBS
GAB,Gabon,74,2008,0.0,92.0,92.0,0.0,0.0,FBS
GAB,Gabon,74,2009,0.0,102.0,102.0,0.0,0.0,FBS
GAB,Gabon,74,2010,0.0,104.0,104.0,0.0,0.0,FBS
GAB,Gabon,74,2011,0.0,108.0,108.0,0.0,0.0,FBS
GBR,United Kingdom of Great Britain and Northern Ireland,229,2006,14747.0,14047.0,1992.0,2651.0,41.0,FBS
GBR,United Kingdom of Great Britain and Northern Ireland,229,2007,13221.0,13922.0,2269.0,2560.0,-992.0,FBS
GBR,United Kingdom of Great Britain and Northern Ireland,229,2008,17227.0,14386.0,2350.0,3417.0,1774.0,FBS
GBR,United Kingdom of Great Britain and Northern Ireland,229,2009,14076.0,14259.0,2508.0,3132.0,-808.0,FBS
GBR,United Kingdom of Great Britain and Northern Ireland,229,2010,14878.0,14376.0,2273.0,4063.0,-1288.0,FBS
GBR,United Kingdom of Great Britain and Northern Ireland,229,2011,15257.0,13930.0,2006.0,3001.0,331.0,FBS
GEO,Georgia,73,2006,70.0,927.0,976.0,39.0,80.0,FBS
GEO,Georgia,73,2007,75.0,947.0,919.0,27.0,20.0,FBS
GEO,Georgia,73,2008,80.0,860.0,614.0,13.0,-179.0,FBS
GEO,Georgia,73,2009,54.0,767.0,620.0,15.0,-108.0,FBS
GEO,Georgia,73,2010,48.0,836.0,752.0,36.0,-72.0,FBS
GEO,Georgia,73,2011,97.0,832.0,661.0,20.0,-95.0,FBS
GHA,Ghana,81,2006,0.0,389.0,394.0,2.0,3.0,FBS
GHA,Ghana,81,2007,0.0,438.0,438.0,4.0,-3.0,FBS
GHA,Ghana,81,2008,0.0,424.0,425.0,1.0,0.0,FBS
GHA,Ghana,81,2009,0.0,393.0,422.0,1.0,28.0,FBS
GHA,Ghana,81,2010,0.0,412.0,419.0,8.0,0.0,FBS
GHA,Ghana,81,2011,0.0,421.0,475.0,6.0,49.0,FBS
GIN,Guinea,90,2006,0.0,122.0,169.0,0.0,47.0,FBS
GIN,Guinea,90,2007,0.0,125.0,138.0,0.0,13.0,FBS
GIN,Guinea,90,2008,0.0,125.0,106.0,15.0,-33.0,FBS
GIN,Guinea,90,2009,0.0,146.0,161.0,15.0,0.0,FBS
GIN,Guinea,90,2010,0.0,145.0,195.0,10.0,40.0,FBS
GIN,Guinea,90,2011,0.0,136.0,120.0,0.0,-16.0,FBS
GMB,Gambia,75,2006,0.0,39.0,28.0,0.0,-11.0,FBS
GMB,Gambia,75,2007,0.0,57.0,50.0,0.0,-7.0,FBS
GMB,Gambia,75,2008,0.0,66.0,52.0,0.0,-14.0,FBS
GMB,Gambia,75,2009,0.0,72.0,72.0,0.0,0.0,FBS
GMB,Gambia,75,2010,0.0,53.0,105.0,0.0,53.0,FBS
GMB,Gambia,75,2011,0.0,59.0,71.0,1.0,11.0,FBS
GNB,Guinea-Bissau,175,2006,0.0,16.0,23.0,0.0,7.0,FBS
GNB,Guinea-Bissau,175,2007,0.0,17.0,13.0,0.0,-4.0,FBS
GNB,Guinea-Bissau,175,2008,0.0,18.0,14.0,0.0,-4.0,FBS
GNB,Guinea-Bissau,175,2009,0.0,16.0,7.0,0.0,-10.0,FBS
GNB,Guinea-Bissau,175,2010,0.0,17.0,9.0,0.0,-8.0,FBS
GNB,Guinea-Bissau,175,2011,0.0,19.0,12.0,0.0,-7.0,FBS
GNQ,Equatorial Guinea,61,2006,0.0,14.511,14.511,0.0,0.0,QCL+TCL
GNQ,Equatorial Guinea,61,2007,0.0,13.023,13.023,0.0,0.0,QCL+TCL
GNQ,Equatorial Guinea,61,2008,0.0,16.204,16.204,0.0,0.0,QCL+TCL
GNQ,Equatorial Guinea,61,2009,0.0,16.545,16.545,0.0,0.0,QCL+TCL
GNQ,Equatorial Guinea,61,2010,0.0,16.812,16.812,0.0,0.0,QCL+TCL
GNQ,Equatorial Guinea,61,2011,0.0,19.215,19.215,0.0,0.0,QCL+TCL
GRC,Greece,84,2006,1778.0,2424.0,1180.0,495.0,39.0,FBS
GRC,Greece,84,2007,1629.0,2321.0,1270.0,332.0,246.0,FBS
GRC,Greece,84,2008,1939.0,2478.0,989.0,439.0,12.0,FBS
GRC,Greece,84,2009,1830.0,2189.0,1021.0,794.0,-133.0,FBS
GRC,Greece,84,2010,1663.0,2146.0,964.0,643.0,-162.0,FBS
GRC,Greece,84,2011,1858.0,2145.0,1058.0,484.0,286.0,FBS
GRD,Grenada,86,2006,0.0,9.0,19.0,12.0,-1.0,FBS
GRD,Grenada,86,2007,0.0,11.0,20.0,9.0,-1.0,FBS
GRD,Grenada,86,2008,0.0,21.0,28.0,7.0,1.0,FBS
GRD,Grenada,86,2009,0.0,17.0,19.0,0.0,2.0,FBS
GRD,Grenada,86,2010,0.0,18.0,22.0,0.0,4.0,FBS
GRD,Grenada,86,2011,0.0,19.0,24.0,1.0,3.0,FBS
GTM,Guatemala,89,2006,2.0,451.0,519.0,138.0,-68.0,FBS
GTM,Guatemala,89,2007,2.0,432.0,594.0,154.0,8.0,FBS
GTM,Guatemala,89,2008,2.0,467.0,574.0,116.0,-8.0,FBS
GTM,Guatemala,89,2009,2.0,474.0,545.0,108.0,-36.0,FBS
GTM,Guatemala,89,2010,1.0,507.0,628.0,124.0,-2.0,FBS
GTM,Guatemala,89,2011,1.0,519.0,656.0,131.0,7.0,FBS
GUY,Guyana,91,2006,0.0,50.0,46.0,0.0,-4.0,FBS
GUY,Guyana,91,2007,0.0,54.0,55.0,1.0,0.0,FBS
GUY,Guyana,91,2008,0.0,55.0,63.0,2.0,5.0,FBS
GUY,Guyana,91,2009,0.0,56.0,61.0,2.0,2.0,FBS
GUY,Guyana,91,2010,0.0,56.0,53.0,6.0,-10.0,FBS
GUY,Guyana,91,2011,0.0,56.0,47.0,4.0,-13.0,FBS
HKG,"China, Hong Kong SAR",96,2006,0.0,370.0,443.0,73.0,0.0,FBS
HKG,"China, Hong Kong SAR",96,2007,0.0,377.0,462.0,86.0,0.0,FBS
HKG,"China, Hong Kong SAR",96,2008,0.0,385.0,456.0,71.0,0.0,FBS
HKG,"China, Hong Kong SAR",96,2009,0.0,369.0,437.0,67.0,0.0,FBS
HKG,"China, Hong Kong SAR",96,2010,0.0,392.0,456.0,64.0,0.0,FBS
HKG,"China, Hong Kong SAR",96,2011,0.0,392.0,467.0,75.0,0.0,FBS
HND,Honduras,95,2006,1.0,266.0,266.0,15.0,-14.0,FBS
HND,Honduras,95,2007,1.0,259.0,239.0,20.0,-39.0,FBS
HND,Honduras,95,2008,1.0,259.0,263.0,16.0,-11.0,FBS
HND,Honduras,95,2009,1.0,277.0,312.0,15.0,21.0,FBS
HND,Honduras,95,2010,1.0,282.0,267.0,18.0,-31.0,FBS
HND,Honduras,95,2011,1.0,295.0,326.0,46.0,-14.0,FBS
HRV,Croatia,98,2006,805.0,726.0,96.0,104.0,70.0,FBS
HRV,Croatia,98,2007,812.0,697.0,90.0,456.0,-250.0,FBS
HRV,Croatia,98,2008,858.0,686.0,134.0,77.0,230.0,FBS
HRV,Croatia,98,2009,936.0,691.0,94.0,338.0,0.0,FBS
HRV,Croatia,98,2010,681.0,670.0,103.0,345.0,-230.0,FBS
HRV,Croatia,98,2011,782.0,730.0,106.0,158.0,0.0,FBS
HTI,Haiti,93,2006,0.0,275.0,295.0,0.0,20.0,FBS
HTI,Haiti,93,2007,0.0,273.0,253.0,0.0,-20.0,FBS
HTI,Haiti,93,2008,0.0,278.0,283.0,0.0,5.0,FBS
HTI,Haiti,93,2009,0.0,285.0,310.0,0.0,25.0,FBS
HTI,Haiti,93,2010,0.0,217.0,227.0,0.0,10.0,FBS
HTI,Haiti,93,2011,0.0,167.0,122.0,0.0,-45.0,FBS
HUN,Hungary,97,2006,4376.0,2748.0,139.0,2183.0,-415.0,FBS
HUN,Hungary,97,2007,3987.0,2594.0,206.0,1753.0,-154.0,FBS
HUN,Hungary,97,2008,5631.0,2425.0,156.0,2318.0,1043.0,FBS
HUN,Hungary,97,2009,4419.0,2703.0,203.0,1900.0,20.0,FBS
HUN,Hungary,97,2010,3745.0,2671.0,230.0,2332.0,-1028.0,FBS
HUN,Hungary,97,2011,4107.0,2546.0,276.0,1530.0,307.0,FBS
IDN,Indonesia,101,2006,0.0,5205.0,5376.0,171.0,0.0,FBS
IDN,Indonesia,101,2007,0.0,5318.0,5499.0,181.0,0.0,FBS
IDN,Indonesia,101,2008,0.0,5107.0,5280.0,174.0,0.0,FBS
IDN,Indonesia,101,2009,0.0,5444.0,5575.0,130.0,0.0,FBS
IDN,Indonesia,101,2010,0.0,5712.0,5924.0,212.0,0.0,FBS
IDN,Indonesia,101,2011,0.0,6102.0,6590.0,188.0,300.0,FBS
IND,India,100,2006,69354.0,74147.0,6093.0,162.0,1138.0,FBS
IND,India,100,2007,75807.0,77373.0,2690.0,128.0,996.0,FBS
IND,India,100,2008,78570.0,80421.0,14.0,163.0,-2000.0,FBS
IND,India,100,2009,80679.0,79214.0,180.0,146.0,1500.0,FBS
IND,India,100,2010,80804.0,82394.0,199.0,158.0,-1550.0,FBS
IND,India,100,2011,86874.0,81976.0,17.0,784.0,4130.0,FBS
IRL,Ireland,104,2006,801.0,1452.0,841.0,164.0,27.0,FBS
IRL,Ireland,104,2007,713.0,1186.0,759.0,185.0,102.0,FBS
IRL,Ireland,104,2008,993.0,1581.0,723.0,209.0,-74.0,FBS
IRL,Ireland,104,2009,690.0,1351.0,857.0,176.0,20.0,FBS
IRL,Ireland,104,2010,669.0,1343.0,754.0,176.0,-96.0,FBS
IRL,Ireland,104,2011,929.0,1310.0,643.0,237.0,25.0,FBS
IRN,Iran (Islamic Republic of),102,2006,14664.0,14543.0,1100.0,142.0,1079.0,FBS
IRN,Iran (Islamic Republic of),102,2007,15887.0,13750.0,251.0,666.0,1722.0,FBS
IRN,Iran (Islamic Republic of),102,2008,7957.0,13176.0,3734.0,319.0,-1805.0,FBS
IRN,Iran (Islamic Republic of),102,2009,13484.0,14189.0,5462.0,132.0,4625.0,FBS
IRN,Iran (Islamic Republic of),102,2010,13500.0,13840.0,1408.0,836.0,232.0,FBS
IRN,Iran (Islamic Republic of),102,2011,8678.0,13266.0,75.0,350.0,-4863.0,FBS
IRQ,Iraq,103,2006,2086.0,5757.0,4076.0,5.0,400.0,FBS
IRQ,Iraq,103,2007,2203.0,5669.0,3167.0,1.0,-300.0,FBS
IRQ,Iraq,103,2008,1255.0,5304.0,3649.0,0.0,-400.0,FBS
IRQ,Iraq,103,2009,1700.0,5776.0,4176.0,0.0,100.0,FBS
IRQ,Iraq,103,2010,2749.0,6199.0,3250.0,0.0,-200.0,FBS
IRQ,Iraq,103,2011,2809.0,6494.0,4087.0,2.0,400.0,FBS
ISL,Iceland,99,2006,0.0,49.0,50.0,0.0,0.0,FBS
ISL,Iceland,99,2007,0.0,55.0,56.0,0.0,0.0,FBS
ISL,Iceland,99,2008,0.0,53.0,53.0,0.0,0.0,FBS
ISL,Iceland,99,2009,0.0,55.0,55.0,0.0,0.0,FBS
ISL,Iceland,99,2010,0.0,55.0,56.0,0.0,0.0,FBS
ISL,Iceland,99,2011,0.0,54.0,54.0,0.0,0.0,FBS
ISR,Israel,105,2006,131.0,1650.0,1377.0,25.0,-166.0,FBS
ISR,Israel,105,2007,159.0,1566.0,1300.0,24.0,-131.0,FBS
ISR,Israel,105,2008,76.0,1597.0,1744.0,28.0,194.0,FBS
ISR,Israel,105,2009,133.0,1797.0,1885.0,32.0,189.0,FBS
ISR,Israel,105,2010,112.0,1852.0,1810.0,21.0,50.0,FBS
ISR,Israel,105,2011,122.0,1755.0,1661.0,27.0,1.0,FBS
ITA,Italy,106,2006,7182.0,10780.0,7498.0,3533.0,366.0,FBS
ITA,Italy,106,2007,7170.0,10792.0,6623.0,3173.0,-173.0,FBS
ITA,Italy,106,2008,8855.0,11042.0,5885.0,3268.0,431.0,FBS
ITA,Italy,106,2009,6535.0,10820.0,6853.0,3152.0,-585.0,FBS
ITA,Italy,106,2010,6850.0,10910.0,7951.0,3508.0,382.0,FBS
ITA,Italy,106,2011,6642.0,10869.0,7816.0,3821.0,-233.0,FBS
JAM,Jamaica,109,2006,0.0,182.0,173.0,6.0,-15.0,FBS
JAM,Jamaica,109,2007,0.0,184.0,188.0,8.0,-5.0,FBS
JAM,Jamaica,109,2008,0.0,186.0,204.0,13.0,5.0,FBS
JAM,Jamaica,109,2009,0.0,187.0,213.0,12.0,13.0,FBS
JAM,Jamaica,109,2010,0.0,189.0,184.0,14.0,-19.0,FBS
JAM,Jamaica,109,2011,0.0,191.0,207.0,12.0,5.0,FBS
JOR,Jordan,112,2006,23.0,784.0,633.0,22.0,-150.0,FBS
JOR,Jordan,112,2007,21.0,819.0,1108.0,30.0,280.0,FBS
JOR,Jordan,112,2008,8.0,891.0,1014.0,41.0,90.0,FBS
JOR,Jordan,112,2009,12.0,985.0,669.0,46.0,-350.0,FBS
JOR,Jordan,112,2010,22.0,930.0,850.0,42.0,-100.0,FBS
JOR,Jordan,112,2011,20.0,1020.0,1143.0,42.0,100.0,FBS
JPN,Japan,110,2006,837.0,6143.0,5639.0,385.0,-51.0,FBS
JPN,Japan,110,2007,910.0,6589.0,5574.0,349.0,-453.0,FBS
JPN,Japan,110,2008,881.0,6375.0,6086.0,266.0,326.0,FBS
JPN,Japan,110,2009,674.0,6547.0,4982.0,259.0,-1150.0,FBS
JPN,Japan,110,2010,571.0,6626.0,5770.0,275.0,-560.0,FBS
JPN,Japan,110,2011,746.0,6972.0,6541.0,265.0,50.0,FBS
KAZ,Kazakhstan,108,2006,13461.0,7201.0,155.0,5655.0,760.0,FBS
KAZ,Kazakhstan,108,2007,16467.0,7416.0,149.0,8080.0,1120.0,FBS
KAZ,Kazakhstan,108,2008,12538.0,6380.0,147.0,7270.0,-964.0,FBS
KAZ,Kazakhstan,108,2009,17052.0,7857.0,192.0,6119.0,3268.0,FBS
KAZ,Kazakhstan,108,2010,9638.0,7205.0,75.0,8026.0,-5517.0,FBS
KAZ,Kazakhstan,108,2011,22732.0,8844.0,164.0,5363.0,8690.0,FBS
KEN,Kenya,114,2006,329.0,986.0,663.0,7.0,0.0,FBS
KEN,Kenya,114,2007,322.0,1043.0,726.0,6.0,0.0,FBS
KEN,Kenya,114,2008,337.0,909.0,580.0,7.0,0.0,FBS
KEN,Kenya,114,2009,219.0,1033.0,822.0,8.0,0.0,FBS
KEN,Kenya,114,2010,512.0,1389.0,888.0,10.0,0.0,FBS
KEN,Kenya,114,2011,268.0,1524.0,1561.0,5.0,300.0,FBS
KGZ,Kyrgyzstan,113,2006,840.0,1158.0,320.0,3.0,0.0,FBS
KGZ,Kyrgyzstan,113,2007,709.0,1218.0,514.0,4.0,0.0,FBS
KGZ,Kyrgyzstan,113,2008,746.0,1204.0,462.0,4.0,0.0,FBS
KGZ,Kyrgyzstan,113,2009,1057.0,1506.0,453.0,4.0,0.0,FBS
KGZ,Kyrgyzstan,113,2010,813.0,1247.0,436.0,2.0,0.0,FBS
KGZ,Kyrgyzstan,113,2011,800.0,1280.0,483.0,3.0,0.0,FBS
KHM,Cambodia,115,2006,0.0,43.0,43.0,0.0,0.0,FBS
KHM,Cambodia,115,2007,0.0,43.0,43.0,0.0,0.0,FBS
KHM,Cambodia,115,2008,0.0,31.0,31.0,0.0,0.0,FBS
KHM,Cambodia,115,2009,0.0,36.0,36.0,0.0,0.0,FBS
KHM,Cambodia,115,2010,0.0,29.0,29.0,0.0,0.0,FBS
KHM,Cambodia,115,2011,0.0,35.0,36.0,1.0,0.0,FBS
KIR,Kiribati,83,2006,0.0,6.0,5.0,0.0,0.0,FBS
KIR,Kiribati,83,2007,0.0,6.0,5.0,0.0,0.0,FBS
KIR,Kiribati,83,2008,0.0,6.0,5.0,0.0,-1.0,FBS
KIR,Kiribati,83,2009,0.0,7.0,7.0,0.0,0.0,FBS
KIR,Kiribati,83,2010,0.0,7.0,7.0,0.0,0.0,FBS
KIR,Kiribati,83,2011,0.0,6.0,6.0,0.0,0.0,FBS
KNA,Saint Kitts and Nevis,188,2006,0.0,4.0,5.0,0.0,0.0,FBS
KNA,Saint Kitts and Nevis,188,2007,0.0,4.0,3.0,0.0,0.0,FBS
KNA,Saint Kitts and Nevis,188,2008,0.0,5.0,8.0,0.0,2.0,FBS
KNA,Saint Kitts and Nevis,188,2009,0.0,4.0,4.0,0.0,0.0,FBS
KNA,Saint Kitts and Nevis,188,2010,0.0,4.0,4.0,0.0,-1.0,FBS
KNA,Saint Kitts and Nevis,188,2011,0.0,6.0,10.0,0.0,4.0,FBS
KOR,Republic of Korea,117,2006,6.0,3426.0,3704.0,62.0,222.0,FBS
KOR,Republic of Korea,117,2007,7.0,3161.0,3420.0,66.0,201.0,FBS
KOR,Republic of Korea,117,2008,10.0,3287.0,2892.0,64.0,-449.0,FBS
KOR,Republic of Korea,117,2009,19.0,4714.0,4046.0,80.0,-729.0,FBS
KOR,Republic of Korea,117,2010,39.0,4523.0,4634.0,85.0,65.0,FBS
KOR,Republic of Korea,117,2011,44.0,5325.0,4875.0,90.0,-497.0,FBS
KWT,Kuwait,118,2006,1.0,264.0,357.0,13.0,80.0,FBS
KWT,Kuwait,118,2007,0.0,286.0,287.0,12.0,-11.0,FBS
KWT,Kuwait,118,2008,0.0,291.0,336.0,3.0,42.0,FBS
KWT,Kuwait,118,2009,0.0,290.0,394.0,54.0,50.0,FBS
KWT,Kuwait,118,2010,0.0,313.0,315.0,52.0,-50.0,FBS
KWT,Kuwait,118,2011,0.0,343.0,388.0,56.0,-12.0,FBS
LAO,Lao People's Democratic Republic,120,2006,0.0,13.0,13.0,0.0,0.0,FBS
LAO,Lao People's Democratic Republic,120,2007,0.0,9.0,9.0,0.0,0.0,FBS
LAO,Lao People's Democratic Republic,120,2008,0.0,8.0,8.0,0.0,0.0,FBS
LAO,Lao People's Democratic Republic,120,2009,0.0,10.0,10.0,0.0,0.0,FBS
LAO,Lao People's Democratic Republic,120,2010,0.0,12.0,12.0,0.0,0.0,FBS
LAO,Lao People's Democratic Republic,120,2011,0.0,13.0,13.0,0.0,0.0,FBS
LBN,Lebanon,121,2006,153.0,583.0,362.0,10.0,-78.0,FBS
LBN,Lebanon,121,2007,116.0,552.0,451.0,25.0,-10.0,FBS
LBN,Lebanon,121,2008,144.0,548.0,473.0,59.0,10.0,FBS
LBN,Lebanon,121,2009,111.0,565.0,596.0,33.0,110.0,FBS
LBN,Lebanon,121,2010,83.0,616.0,573.0,50.0,-10.0,FBS
LBN,Lebanon,121,2011,125.0,632.0,515.0,22.0,-15.0,FBS
LBR,Liberia,123,2006,0.0,83.0,101.0,0.0,18.0,FBS
LBR,Liberia,123,2007,0.0,76.0,86.0,0.0,10.0,FBS
LBR,Liberia,123,2008,0.0,68.0,72.0,0.0,4.0,FBS
LBR,Liberia,123,2009,0.0,75.0,72.0,0.0,-4.0,FBS
LBR,Liberia,123,2010,0.0,67.0,57.0,0.0,-10.0,FBS
LBR,Liberia,123,2011,0.0,69.0,47.0,0.0,-22.0,FBS
LBY,Libya,124,2006,104.0,1306.348,1203.006,0.657,0.0,QCL+TCL
LBY,Libya,124,2007,104.0,1570.908,1467.6,0.691,0.0,QCL+TCL
LBY,Libya,124,2008,104.0,1427.334,1323.336,0.003,0.0,QCL+TCL
LBY,Libya,124,2009,105.0,2185.31,2083.277,2.967,0.0,QCL+TCL
LBY,Libya,124,2010,132.239,1919.993,1787.823,0.069,0.0,QCL+TCL
LBY,Libya,124,2011,166.0,1367.497,1201.514,0.016,0.0,QCL+TCL
LCA,Saint Lucia,189,2006,0.0,17.0,20.0,0.0,3.0,FBS
LCA,Saint Lucia,189,2007,0.0,17.0,17.0,0.0,0.0,FBS
LCA,Saint Lucia,189,2008,0.0,18.0,14.0,0.0,-5.0,FBS
LCA,Saint Lucia,189,2009,0.0,18.0,16.0,0.0,-2.0,FBS
LCA,Saint Lucia,189,2010,0.0,18.0,15.0,0.0,-3.0,FBS
LCA,Saint Lucia,189,2011,0.0,18.0,17.0,0.0,-1.0,FBS
LKA,Sri Lanka,38,2006,0.0,890.0,1193.0,223.0,80.0,FBS
LKA,Sri Lanka,38,2007,0.0,881.0,986.0,185.0,-80.0,FBS
LKA,Sri Lanka,38,2008,0.0,819.0,960.0,151.0,-10.0,FBS
LKA,Sri Lanka,38,2009,0.0,874.0,1069.0,135.0,60.0,FBS
LKA,Sri Lanka,38,2010,0.0,690.0,974.0,394.0,-110.0,FBS
LKA,Sri Lanka,38,2011,0.0,830.0,1383.0,432.0,120.0,FBS
LSO,Lesotho,122,2006,6.0,105.0,71.0,0.0,-28.0,FBS
LSO,Lesotho,122,2007,4.0,104.0,96.0,0.0,-5.0,FBS
LSO,Lesotho,122,2008,4.0,104.0,100.0,0.0,0.0,FBS
LSO,Lesotho,122,2009,7.0,104.0,97.0,0.0,0.0,FBS
LSO,Lesotho,122,2010,20.0,106.0,86.0,0.0,0.0,FBS
LSO,Lesotho,122,2011,20.0,101.0,86.0,0.0,5.0,FBS
LTU,Lithuania,126,2006,810.0,672.0,140.0,466.0,-188.0,FBS
LTU,Lithuania,126,2007,1391.0,911.0,105.0,545.0,40.0,FBS
LTU,Lithuania,126,2008,1723.0,674.0,173.0,1267.0,-45.0,FBS
LTU,Lithuania,126,2009,2100.0,781.0,109.0,1472.0,-44.0,FBS
LTU,Lithuania,126,2010,1710.0,866.0,180.0,1340.0,-315.0,FBS
LTU,Lithuania,126,2011,1869.0,921.0,151.0,1058.0,40.0,FBS
LUX,Luxembourg,256,2006,76.0,81.0,61.0,90.0,-35.0,FBS
LUX,Luxembourg,256,2007,70.0,96.0,74.0,58.0,-9.0,FBS
LUX,Luxembourg,256,2008,98.0,105.0,86.0,61.0,17.0,FBS
LUX,Luxembourg,256,2009,91.0,99.0,97.0,58.0,31.0,FBS
LUX,Luxembourg,256,2010,83.0,104.0,112.0,101.0,-10.0,FBS
LUX,Luxembourg,256,2011,77.0,97.0,123.0,96.0,7.0,FBS
LVA,Latvia,119,2006,598.0,483.0,83.0,225.0,-26.0,FBS
LVA,Latvia,119,2007,807.0,431.0,109.0,309.0,176.0,FBS
LVA,Latvia,119,2008,990.0,374.0,299.0,913.0,1.0,FBS
LVA,Latvia,119,2009,1036.0,413.0,526.0,1145.0,4.0,FBS
LVA,Latvia,119,2010,1035.0,485.0,390.0,1108.0,-167.0,FBS
LVA,Latvia,119,2011,937.0,490.0,202.0,530.0,119.0,FBS
MAC,"China, Macao SAR",128,2006,0.0,27.0,28.0,1.0,0.0,FBS
MAC,"China, Macao SAR",128,2007,0.0,33.0,33.0,1.0,0.0,FBS
MAC,"China, Macao SAR",128,2008,0.0,26.0,27.0,1.0,0.0,FBS
MAC,"China, Macao SAR",128,2009,0.0,27.0,28.0,1.0,0.0,FBS
MAC,"China, Macao SAR",128,2010,0.0,30.0,30.0,0.0,0.0,FBS
MAC,"China, Macao SAR",128,2011,0.0,34.0,34.0,0.0,0.0,FBS
MAR,Morocco,143,2006,6327.0,6881.0,1860.0,105.0,1200.0,FBS
MAR,Morocco,143,2007,1583.0,6670.0,3721.0,134.0,-1500.0,FBS
MAR,Morocco,143,2008,3769.0,7293.0,4109.0,86.0,500.0,FBS
MAR,Morocco,143,2009,6371.0,7903.0,2419.0,87.0,800.0,FBS
MAR,Morocco,143,2010,4876.0,7832.0,3269.0,113.0,200.0,FBS
MAR,Morocco,143,2011,6018.0,8584.0,3683.0,17.0,1100.0,FBS
MDA,Republic of Moldova,146,2006,691.0,701.0,65.0,185.0,-130.0,FBS
MDA,Republic of Moldova,146,2007,406.0,643.0,144.0,47.0,-140.0,FBS
MDA,Republic of Moldova,146,2008,1286.0,734.0,138.0,61.0,630.0,FBS
MDA,Republic of Moldova,146,2009,737.0,587.0,116.0,345.0,-80.0,FBS
