area_code,area,item_code,item,element_code,element,year,unit,value,flag,field
35,Cabo Verde,2511,Wheat and products,5142,Food,2009,1000 t,19.0,I,food
35,Cabo Verde,2511,Wheat and products,5142,Food,2010,1000 t,18.0,I,food
35,Cabo Verde,2511,Wheat and products,5142,Food,2011,1000 t,18.0,I,food
115,Cambodia,2511,Wheat and products,5611,Import Quantity,2006,1000 t,43.0,I,imports
115,Cambodia,2511,Wheat and products,5611,Import Quantity,2007,1000 t,43.0,I,imports
115,Cambodia,2511,Wheat and products,5611,Import Quantity,2008,1000 t,31.0,I,imports
115,Cambodia,2511,Wheat and products,5611,Import Quantity,2009,1000 t,36.0,I,imports
115,Cambodia,2511,Wheat and products,5611,Import Quantity,2010,1000 t,29.0,I,imports
115,Cambodia,2511,Wheat and products,5611,Import Quantity,2011,1000 t,36.0,I,imports
115,Cambodia,2511,Wheat and products,5074,Stock Variation,2006,1000 t,0.0,I,stock_variation
115,Cambodia,2511,Wheat and products,5074,Stock Variation,2007,1000 t,0.0,I,stock_variation
115,Cambodia,2511,Wheat and products,5074,Stock Variation,2008,1000 t,0.0,I,stock_variation
115,Cambodia,2511,Wheat and products,5074,Stock Variation,2009,1000 t,0.0,I,stock_variation
115,Cambodia,2511,Wheat and products,5074,Stock Variation,2010,1000 t,0.0,I,stock_variation
115,Cambodia,2511,Wheat and products,5074,Stock Variation,2011,1000 t,0.0,I,stock_variation
115,Cambodia,2511,Wheat and products,5911,Export Quantity,2006,1000 t,0.0,I,exports
115,Cambodia,2511,Wheat and products,5911,Export Quantity,2007,1000 t,0.0,I,exports
115,Cambodia,2511,Wheat and products,5911,Export Quantity,2008,1000 t,0.0,I,exports
115,Cambodia,2511,Wheat and products,5911,Export Quantity,2009,1000 t,0.0,I,exports
115,Cambodia,2511,Wheat and products,5911,Export Quantity,2010,1000 t,0.0,I,exports
115,Cambodia,2511,Wheat and products,5911,Export Quantity,2011,1000 t,1.0,I,exports
115,Cambodia,2511,Wheat and products,5301,Domestic supply quantity,2006,1000 t,43.0,I,domestic_supply
115,Cambodia,2511,Wheat and products,5301,Domestic supply quantity,2007,1000 t,43.0,I,domestic_supply
115,Cambodia,2511,Wheat and products,5301,Domestic supply quantity,2008,1000 t,31.0,I,domestic_supply
115,Cambodia,2511,Wheat and products,5301,Domestic supply quantity,2009,1000 t,36.0,I,domestic_supply
115,Cambodia,2511,Wheat and products,5301,Domestic supply quantity,2010,1000 t,29.0,I,domestic_supply
115,Cambodia,2511,Wheat and products,5301,Domestic supply quantity,2011,1000 t,35.0,I,domestic_supply
115,Cambodia,2511,Wheat and products,5123,Losses,2006,1000 t,0.0,I,losses
115,Cambodia,2511,Wheat and products,5123,Losses,2007,1000 t,0.0,I,losses
115,Cambodia,2511,Wheat and products,5123,Losses,2008,1000 t,0.0,I,losses
115,Cambodia,2511,Wheat and products,5123,Losses,2009,1000 t,0.0,I,losses
115,Cambodia,2511,Wheat and products,5123,Losses,2010,1000 t,0.0,I,losses
115,Cambodia,2511,Wheat and products,5123,Losses,2011,1000 t,0.0,I,losses
115,Cambodia,2511,Wheat and products,5142,Food,2006,1000 t,43.0,I,food
115,Cambodia,2511,Wheat and products,5142,Food,2007,1000 t,43.0,I,food
115,Cambodia,2511,Wheat and products,5142,Food,2008,1000 t,30.0,I,food
115,Cambodia,2511,Wheat and products,5142,Food,2009,1000 t,36.0,I,food
115,Cambodia,2511,Wheat and products,5142,Food,2010,1000 t,29.0,I,food
115,Cambodia,2511,Wheat and products,5142,Food,2011,1000 t,35.0,I,food
32,Cameroon,2511,Wheat and products,5511,Production,2006,1000 t,1.0,I,production
32,Cameroon,2511,Wheat and products,5511,Production,2007,1000 t,1.0,I,production
32,Cameroon,2511,Wheat and products,5511,Production,2008,1000 t,1.0,I,production
32,Cameroon,2511,Wheat and products,5511,Production,2009,1000 t,1.0,I,production
32,Cameroon,2511,Wheat and products,5511,Production,2010,1000 t,1.0,I,production
32,Cameroon,2511,Wheat and products,5511,Production,2011,1000 t,1.0,I,production
32,Cameroon,2511,Wheat and products,5611,Import Quantity,2006,1000 t,386.0,I,imports
32,Cameroon,2511,Wheat and products,5611,Import Quantity,2007,1000 t,248.0,I,imports
32,Cameroon,2511,Wheat and products,5611,Import Quantity,2008,1000 t,437.0,I,imports
32,Cameroon,2511,Wheat and products,5611,Import Quantity,2009,1000 t,427.0,I,imports
32,Cameroon,2511,Wheat and products,5611,Import Quantity,2010,1000 t,408.0,I,imports
32,Cameroon,2511,Wheat and products,5611,Import Quantity,2011,1000 t,459.0,I,imports
32,Cameroon,2511,Wheat and products,5074,Stock Variation,2006,1000 t,-60.0,I,stock_variation
32,Cameroon,2511,Wheat and products,5074,Stock Variation,2007,1000 t,80.0,I,stock_variation
32,Cameroon,2511,Wheat and products,5074,Stock Variation,2008,1000 t,-80.0,I,stock_variation
32,Cameroon,2511,Wheat and products,5074,Stock Variation,2009,1000 t,-50.0,I,stock_variation
32,Cameroon,2511,Wheat and products,5074,Stock Variation,2010,1000 t,0.0,I,stock_variation
32,Cameroon,2511,Wheat and products,5074,Stock Variation,2011,1000 t,0.0,I,stock_variation
32,Cameroon,2511,Wheat and products,5911,Export Quantity,2006,1000 t,2.0,I,exports
32,Cameroon,2511,Wheat and products,5911,Export Quantity,2007,1000 t,4.0,I,exports
32,Cameroon,2511,Wheat and products,5911,Export Quantity,2008,1000 t,4.0,I,exports
32,Cameroon,2511,Wheat and products,5911,Export Quantity,2009,1000 t,4.0,I,exports
32,Cameroon,2511,Wheat and products,5911,Export Quantity,2010,1000 t,5.0,I,exports
32,Cameroon,2511,Wheat and products,5911,Export Quantity,2011,1000 t,4.0,I,exports
32,Cameroon,2511,Wheat and products,5301,Domestic supply quantity,2006,1000 t,325.0,I,domestic_supply
32,Cameroon,2511,Wheat and products,5301,Domestic supply quantity,2007,1000 t,325.0,I,domestic_supply
32,Cameroon,2511,Wheat and products,5301,Domestic supply quantity,2008,1000 t,353.0,I,domestic_supply
32,Cameroon,2511,Wheat and products,5301,Domestic supply quantity,2009,1000 t,374.0,I,domestic_supply
32,Cameroon,2511,Wheat and products,5301,Domestic supply quantity,2010,1000 t,404.0,I,domestic_supply
32,Cameroon,2511,Wheat and products,5301,Domestic supply quantity,2011,1000 t,456.0,I,domestic_supply
32,Cameroon,2511,Wheat and products,5527,Seed,2006,1000 t,0.0,I,seed
32,Cameroon,2511,Wheat and products,5527,Seed,2007,1000 t,0.0,I,seed
32,Cameroon,2511,Wheat and products,5527,Seed,2008,1000 t,0.0,I,seed
32,Cameroon,2511,Wheat and products,5527,Seed,2009,1000 t,0.0,I,seed
32,Cameroon,2511,Wheat and products,5527,Seed,2010,1000 t,0.0,I,seed
32,Cameroon,2511,Wheat and products,5527,Seed,2011,1000 t,0.0,I,seed
32,Cameroon,2511,Wheat and products,5123,Losses,2006,1000 t,13.0,I,losses
32,Cameroon,2511,Wheat and products,5123,Losses,2007,1000 t,12.0,I,losses
32,Cameroon,2511,Wheat and products,5123,Losses,2008,1000 t,15.0,I,losses
32,Cameroon,2511,Wheat and products,5123,Losses,2009,1000 t,15.0,I,losses
32,Cameroon,2511,Wheat and products,5123,Losses,2010,1000 t,23.0,I,losses
32,Cameroon,2511,Wheat and products,5123,Losses,2011,1000 t,25.0,I,losses
32,Cameroon,2511,Wheat and products,5142,Food,2006,1000 t,311.0,I,food
32,Cameroon,2511,Wheat and products,5142,Food,2007,1000 t,312.0,I,food
32,Cameroon,2511,Wheat and products,5142,Food,2008,1000 t,338.0,I,food
32,Cameroon,2511,Wheat and products,5142,Food,2009,1000 t,359.0,I,food
32,Cameroon,2511,Wheat and products,5142,Food,2010,1000 t,381.0,I,food
32,Cameroon,2511,Wheat and products,5142,Food,2011,1000 t,431.0,I,food
33,Canada,2511,Wheat and products,5511,Production,2006,1000 t,25265.0,I,production
33,Canada,2511,Wheat and products,5511,Production,2007,1000 t,20090.0,I,production
33,Canada,2511,Wheat and products,5511,Production,2008,1000 t,28619.0,I,production
33,Canada,2511,Wheat and products,5511,Production,2009,1000 t,26950.0,I,production
33,Canada,2511,Wheat and products,5511,Production,2010,1000 t,23300.0,I,production
33,Canada,2511,Wheat and products,5511,Production,2011,1000 t,25288.0,I,production
33,Canada,2511,Wheat and products,5611,Import Quantity,2006,1000 t,548.0,I,imports
33,Canada,2511,Wheat and products,5611,Import Quantity,2007,1000 t,696.0,I,imports
33,Canada,2511,Wheat and products,5611,Import Quantity,2008,1000 t,820.0,I,imports
33,Canada,2511,Wheat and products,5611,Import Quantity,2009,1000 t,934.0,I,imports
33,Canada,2511,Wheat and products,5611,Import Quantity,2010,1000 t,990.0,I,imports
33,Canada,2511,Wheat and products,5611,Import Quantity,2011,1000 t,931.0,I,imports
33,Canada,2511,Wheat and products,5074,Stock Variation,2006,1000 t,1450.0,I,stock_variation
33,Canada,2511,Wheat and products,5074,Stock Variation,2007,1000 t,3915.0,I,stock_variation
33,Canada,2511,Wheat and products,5074,Stock Variation,2008,1000 t,-6338.0,I,stock_variation
33,Canada,2511,Wheat and products,5074,Stock Variation,2009,1000 t,-450.0,I,stock_variation
33,Canada,2511,Wheat and products,5074,Stock Variation,2010,1000 t,1390.0,I,stock_variation
33,Canada,2511,Wheat and products,5074,Stock Variation,2011,1000 t,-1316.0,I,stock_variation
33,Canada,2511,Wheat and products,5911,Export Quantity,2006,1000 t,19318.0,I,exports
33,Canada,2511,Wheat and products,5911,Export Quantity,2007,1000 t,18377.0,I,exports
33,Canada,2511,Wheat and products,5911,Export Quantity,2008,1000 t,16638.0,I,exports
33,Canada,2511,Wheat and products,5911,Export Quantity,2009,1000 t,20224.0,I,exports
33,Canada,2511,Wheat and products,5911,Export Quantity,2010,1000 t,19404.0,I,exports
33,Canada,2511,Wheat and products,5911,Export Quantity,2011,1000 t,17345.0,I,exports
33,Canada,2511,Wheat and products,5301,Domestic supply quantity,2006,1000 t,7945.0,I,domestic_supply
33,Canada,2511,Wheat and products,5301,Domestic supply quantity,2007,1000 t,6325.0,I,domestic_supply
33,Canada,2511,Wheat and products,5301,Domestic supply quantity,2008,1000 t,6463.0,I,domestic_supply
33,Canada,2511,Wheat and products,5301,Domestic supply quantity,2009,1000 t,7210.0,I,domestic_supply
33,Canada,2511,Wheat and products,5301,Domestic supply quantity,2010,1000 t,6276.0,I,domestic_supply
33,Canada,2511,Wheat and products,5301,Domestic supply quantity,2011,1000 t,7557.0,I,domestic_supply
33,Canada,2511,Wheat and products,5521,Feed,2006,1000 t,4150.0,I,feed
33,Canada,2511,Wheat and products,5521,Feed,2007,1000 t,2199.0,I,feed
33,Canada,2511,Wheat and products,5521,Feed,2008,1000 t,2197.0,I,feed
33,Canada,2511,Wheat and products,5521,Feed,2009,1000 t,2629.0,I,feed
33,Canada,2511,Wheat and products,5521,Feed,2010,1000 t,1725.0,I,feed
33,Canada,2511,Wheat and products,5521,Feed,2011,1000 t,3338.0,I,feed
33,Canada,2511,Wheat and products,5527,Seed,2006,1000 t,869.0,I,seed
33,Canada,2511,Wheat and products,5527,Seed,2007,1000 t,919.0,I,seed
33,Canada,2511,Wheat and products,5527,Seed,2008,1000 t,985.0,I,seed
33,Canada,2511,Wheat and products,5527,Seed,2009,1000 t,961.0,I,seed
33,Canada,2511,Wheat and products,5527,Seed,2010,1000 t,861.0,I,seed
33,Canada,2511,Wheat and products,5527,Seed,2011,1000 t,874.0,I,seed
33,Canada,2511,Wheat and products,5123,Losses,2006,1000 t,12.0,I,losses
33,Canada,2511,Wheat and products,5123,Losses,2007,1000 t,16.0,I,losses
33,Canada,2511,Wheat and products,5123,Losses,2008,1000 t,27.0,I,losses
33,Canada,2511,Wheat and products,5123,Losses,2009,1000 t,23.0,I,losses
33,Canada,2511,Wheat and products,5123,Losses,2010,1000 t,23.0,I,losses
33,Canada,2511,Wheat and products,5123,Losses,2011,1000 t,22.0,I,losses
33,Canada,2511,Wheat and products,5142,Food,2006,1000 t,2854.0,I,food
33,Canada,2511,Wheat and products,5142,Food,2007,1000 t,2908.0,I,food
33,Canada,2511,Wheat and products,5142,Food,2008,1000 t,2897.0,I,food
33,Canada,2511,Wheat and products,5142,Food,2009,1000 t,2895.0,I,food
33,Canada,2511,Wheat and products,5142,Food,2010,1000 t,2889.0,I,food
33,Canada,2511,Wheat and products,5142,Food,2011,1000 t,2724.0,I,food
37,Central African Republic,2511,Wheat and products,5611,Import Quantity,2006,1000 t,43.0,I,imports
37,Central African Republic,2511,Wheat and products,5611,Import Quantity,2007,1000 t,26.0,I,imports
37,Central African Republic,2511,Wheat and products,5611,Import Quantity,2008,1000 t,29.0,I,imports
37,Central African Republic,2511,Wheat and products,5611,Import Quantity,2009,1000 t,32.0,I,imports
37,Central African Republic,2511,Wheat and products,5611,Import Quantity,2010,1000 t,37.0,I,imports
37,Central African Republic,2511,Wheat and products,5611,Import Quantity,2011,1000 t,44.0,I,imports
37,Central African Republic,2511,Wheat and products,5074,Stock Variation,2006,1000 t,0.0,I,stock_variation
37,Central African Republic,2511,Wheat and products,5074,Stock Variation,2007,1000 t,0.0,I,stock_variation
37,Central African Republic,2511,Wheat and products,5074,Stock Variation,2008,1000 t,0.0,I,stock_variation
37,Central African Republic,2511,Wheat and products,5074,Stock Variation,2009,1000 t,0.0,I,stock_variation
37,Central African Republic,2511,Wheat and products,5074,Stock Variation,2010,1000 t,0.0,I,stock_variation
37,Central African Republic,2511,Wheat and products,5074,Stock Variation,2011,1000 t,0.0,I,stock_variation
37,Central African Republic,2511,Wheat and products,5911,Export Quantity,2006,1000 t,0.0,I,exports
37,Central African Republic,2511,Wheat and products,5911,Export Quantity,2007,1000 t,0.0,I,exports
37,Central African Republic,2511,Wheat and products,5911,Export Quantity,2008,1000 t,0.0,I,exports
37,Central African Republic,2511,Wheat and products,5911,Export Quantity,2009,1000 t,0.0,I,exports
37,Central African Republic,2511,Wheat and products,5911,Export Quantity,2010,1000 t,0.0,I,exports
37,Central African Republic,2511,Wheat and products,5911,Export Quantity,2011,1000 t,0.0,I,exports
37,Central African Republic,2511,Wheat and products,5301,Domestic supply quantity,2006,1000 t,43.0,I,domestic_supply
37,Central African Republic,2511,Wheat and products,5301,Domestic supply quantity,2007,1000 t,26.0,I,domestic_supply
37,Central African Republic,2511,Wheat and products,5301,Domestic supply quantity,2008,1000 t,29.0,I,domestic_supply
37,Central African Republic,2511,Wheat and products,5301,Domestic supply quantity,2009,1000 t,32.0,I,domestic_supply
37,Central African Republic,2511,Wheat and products,5301,Domestic supply quantity,2010,1000 t,37.0,I,domestic_supply
37,Central African Republic,2511,Wheat and products,5301,Domestic supply quantity,2011,1000 t,44.0,I,domestic_supply
37,Central African Republic,2511,Wheat and products,5123,Losses,2006,1000 t,1.0,I,losses
37,Central African Republic,2511,Wheat and products,5123,Losses,2007,1000 t,1.0,I,losses
37,Central African Republic,2511,Wheat and products,5123,Losses,2008,1000 t,1.0,I,losses
37,Central African Republic,2511,Wheat and products,5123,Losses,2009,1000 t,1.0,I,losses
37,Central African Republic,2511,Wheat and products,5123,Losses,2010,1000 t,1.0,I,losses
37,Central African Republic,2511,Wheat and products,5123,Losses,2011,1000 t,1.0,I,losses
37,Central African Republic,2511,Wheat and products,5142,Food,2006,1000 t,42.0,I,food
37,Central African Republic,2511,Wheat and products,5142,Food,2007,1000 t,25.0,I,food
37,Central African Republic,2511,Wheat and products,5142,Food,2008,1000 t,28.0,I,food
37,Central African Republic,2511,Wheat and products,5142,Food,2009,1000 t,31.0,I,food
37,Central African Republic,2511,Wheat and products,5142,Food,2010,1000 t,36.0,I,food
37,Central African Republic,2511,Wheat and products,5142,Food,2011,1000 t,42.0,I,food
39,Chad,2511,Wheat and products,5511,Production,2006,1000 t,2.0,I,production
39,Chad,2511,Wheat and products,5511,Production,2007,1000 t,8.0,I,production
39,Chad,2511,Wheat and products,5511,Production,2008,1000 t,8.0,I,production
39,Chad,2511,Wheat and products,5511,Production,2009,1000 t,11.0,I,production
39,Chad,2511,Wheat and products,5511,Production,2010,1000 t,10.0,I,production
39,Chad,2511,Wheat and products,5511,Production,2011,1000 t,2.0,I,production
39,Chad,2511,Wheat and products,5611,Import Quantity,2006,1000 t,89.0,I,imports
39,Chad,2511,Wheat and products,5611,Import Quantity,2007,1000 t,95.0,I,imports
39,Chad,2511,Wheat and products,5611,Import Quantity,2008,1000 t,99.0,I,imports
39,Chad,2511,Wheat and products,5611,Import Quantity,2009,1000 t,113.0,I,imports
39,Chad,2511,Wheat and products,5611,Import Quantity,2010,1000 t,117.0,I,imports
39,Chad,2511,Wheat and products,5611,Import Quantity,2011,1000 t,105.0,I,imports
39,Chad,2511,Wheat and products,5074,Stock Variation,2006,1000 t,-10.0,I,stock_variation
39,Chad,2511,Wheat and products,5074,Stock Variation,2007,1000 t,0.0,I,stock_variation
39,Chad,2511,Wheat and products,5074,Stock Variation,2008,1000 t,0.0,I,stock_variation
39,Chad,2511,Wheat and products,5074,Stock Variation,2009,1000 t,0.0,I,stock_variation
39,Chad,2511,Wheat and products,5074,Stock Variation,2010,1000 t,0.0,I,stock_variation
39,Chad,2511,Wheat and products,5074,Stock Variation,2011,1000 t,10.0,I,stock_variation
39,Chad,2511,Wheat and products,5911,Export Quantity,2006,1000 t,0.0,I,exports
39,Chad,2511,Wheat and products,5911,Export Quantity,2007,1000 t,0.0,I,exports
39,Chad,2511,Wheat and products,5911,Export Quantity,2008,1000 t,0.0,I,exports
39,Chad,2511,Wheat and products,5911,Export Quantity,2009,1000 t,0.0,I,exports
39,Chad,2511,Wheat and products,5911,Export Quantity,2010,1000 t,0.0,I,exports
39,Chad,2511,Wheat and products,5911,Export Quantity,2011,1000 t,0.0,I,exports
39,Chad,2511,Wheat and products,5301,Domestic supply quantity,2006,1000 t,81.0,I,domestic_supply
39,Chad,2511,Wheat and products,5301,Domestic supply quantity,2007,1000 t,104.0,I,domestic_supply
39,Chad,2511,Wheat and products,5301,Domestic supply quantity,2008,1000 t,107.0,I,domestic_supply
39,Chad,2511,Wheat and products,5301,Domestic supply quantity,2009,1000 t,123.0,I,domestic_supply
39,Chad,2511,Wheat and products,5301,Domestic supply quantity,2010,1000 t,126.0,I,domestic_supply
39,Chad,2511,Wheat and products,5301,Domestic supply quantity,2011,1000 t,116.0,I,domestic_supply
39,Chad,2511,Wheat and products,5527,Seed,2006,1000 t,0.0,I,seed
39,Chad,2511,Wheat and products,5527,Seed,2007,1000 t,0.0,I,seed
39,Chad,2511,Wheat and products,5527,Seed,2008,1000 t,0.0,I,seed
39,Chad,2511,Wheat and products,5527,Seed,2009,1000 t,0.0,I,seed
39,Chad,2511,Wheat and products,5527,Seed,2010,1000 t,0.0,I,seed
39,Chad,2511,Wheat and products,5527,Seed,2011,1000 t,1.0,I,seed
39,Chad,2511,Wheat and products,5123,Losses,2006,1000 t,2.0,I,losses
39,Chad,2511,Wheat and products,5123,Losses,2007,1000 t,3.0,I,losses
39,Chad,2511,Wheat and products,5123,Losses,2008,1000 t,3.0,I,losses
39,Chad,2511,Wheat and products,5123,Losses,2009,1000 t,3.0,I,losses
39,Chad,2511,Wheat and products,5123,Losses,2010,1000 t,3.0,I,losses
39,Chad,2511,Wheat and products,5123,Losses,2011,1000 t,3.0,I,losses
39,Chad,2511,Wheat and products,5142,Food,2006,1000 t,79.0,I,food
39,Chad,2511,Wheat and products,5142,Food,2007,1000 t,101.0,I,food
39,Chad,2511,Wheat and products,5142,Food,2008,1000 t,104.0,I,food
39,Chad,2511,Wheat and products,5142,Food,2009,1000 t,120.0,I,food
39,Chad,2511,Wheat and products,5142,Food,2010,1000 t,123.0,I,food
39,Chad,2511,Wheat and products,5142,Food,2011,1000 t,113.0,I,food
40,Chile,2511,Wheat and products,5511,Production,2006,1000 t,1404.0,I,production
40,Chile,2511,Wheat and products,5511,Production,2007,1000 t,1096.0,I,production
40,Chile,2511,Wheat and products,5511,Production,2008,1000 t,1238.0,I,production
40,Chile,2511,Wheat and products,5511,Production,2009,1000 t,1145.0,I,production
40,Chile,2511,Wheat and products,5511,Production,2010,1000 t,1524.0,I,production
40,Chile,2511,Wheat and products,5511,Production,2011,1000 t,1576.0,I,production
40,Chile,2511,Wheat and products,5611,Import Quantity,2006,1000 t,1085.0,I,imports
40,Chile,2511,Wheat and products,5611,Import Quantity,2007,1000 t,1145.0,I,imports
40,Chile,2511,Wheat and products,5611,Import Quantity,2008,1000 t,853.0,I,imports
40,Chile,2511,Wheat and products,5611,Import Quantity,2009,1000 t,742.0,I,imports
40,Chile,2511,Wheat and products,5611,Import Quantity,2010,1000 t,747.0,I,imports
40,Chile,2511,Wheat and products,5611,Import Quantity,2011,1000 t,780.0,I,imports
40,Chile,2511,Wheat and products,5074,Stock Variation,2006,1000 t,-322.0,I,stock_variation
40,Chile,2511,Wheat and products,5074,Stock Variation,2007,1000 t,-95.0,I,stock_variation
40,Chile,2511,Wheat and products,5074,Stock Variation,2008,1000 t,40.0,I,stock_variation
40,Chile,2511,Wheat and products,5074,Stock Variation,2009,1000 t,260.0,I,stock_variation
40,Chile,2511,Wheat and products,5074,Stock Variation,2010,1000 t,-25.0,I,stock_variation
40,Chile,2511,Wheat and products,5074,Stock Variation,2011,1000 t,-29.0,I,stock_variation
40,Chile,2511,Wheat and products,5911,Export Quantity,2006,1000 t,61.0,I,exports
40,Chile,2511,Wheat and products,5911,Export Quantity,2007,1000 t,136.0,I,exports
40,Chile,2511,Wheat and products,5911,Export Quantity,2008,1000 t,145.0,I,exports
40,Chile,2511,Wheat and products,5911,Export Quantity,2009,1000 t,146.0,I,exports
40,Chile,2511,Wheat and products,5911,Export Quantity,2010,1000 t,176.0,I,exports
40,Chile,2511,Wheat and products,5911,Export Quantity,2011,1000 t,215.0,I,exports
40,Chile,2511,Wheat and products,5301,Domestic supply quantity,2006,1000 t,2106.0,I,domestic_supply
40,Chile,2511,Wheat and products,5301,Domestic supply quantity,2007,1000 t,2010.0,I,domestic_supply
40,Chile,2511,Wheat and products,5301,Domestic supply quantity,2008,1000 t,1985.0,I,domestic_supply
40,Chile,2511,Wheat and products,5301,Domestic supply quantity,2009,1000 t,2002.0,I,domestic_supply
40,Chile,2511,Wheat and products,5301,Domestic supply quantity,2010,1000 t,2070.0,I,domestic_supply
40,Chile,2511,Wheat and products,5301,Domestic supply quantity,2011,1000 t,2112.0,I,domestic_supply
40,Chile,2511,Wheat and products,5521,Feed,2006,1000 t,170.0,I,feed
40,Chile,2511,Wheat and products,5521,Feed,2007,1000 t,160.0,I,feed
40,Chile,2511,Wheat and products,5521,Feed,2008,1000 t,145.0,I,feed
40,Chile,2511,Wheat and products,5521,Feed,2009,1000 t,145.0,I,feed
40,Chile,2511,Wheat and products,5521,Feed,2010,1000 t,150.0,I,feed
40,Chile,2511,Wheat and products,5521,Feed,2011,1000 t,150.0,I,feed
40,Chile,2511,Wheat and products,5527,Seed,2006,1000 t,37.0,I,seed
40,Chile,2511,Wheat and products,5527,Seed,2007,1000 t,43.0,I,seed
40,Chile,2511,Wheat and products,5527,Seed,2008,1000 t,45.0,I,seed
40,Chile,2511,Wheat and products,5527,Seed,2009,1000 t,42.0,I,seed
40,Chile,2511,Wheat and products,5527,Seed,2010,1000 t,43.0,I,seed
40,Chile,2511,Wheat and products,5527,Seed,2011,1000 t,39.0,I,seed
40,Chile,2511,Wheat and products,5123,Losses,2006,1000 t,64.0,I,losses
40,Chile,2511,Wheat and products,5123,Losses,2007,1000 t,58.0,I,losses
40,Chile,2511,Wheat and products,5123,Losses,2008,1000 t,55.0,I,losses
40,Chile,2511,Wheat and products,5123,Losses,2009,1000 t,52.0,I,losses
40,Chile,2511,Wheat and products,5123,Losses,2010,1000 t,58.0,I,losses
40,Chile,2511,Wheat and products,5123,Losses,2011,1000 t,60.0,I,losses
40,Chile,2511,Wheat and products,5142,Food,2006,1000 t,1834.0,I,food
40,Chile,2511,Wheat and products,5142,Food,2007,1000 t,1746.0,I,food
40,Chile,2511,Wheat and products,5142,Food,2008,1000 t,1738.0,I,food
40,Chile,2511,Wheat and products,5142,Food,2009,1000 t,1760.0,I,food
40,Chile,2511,Wheat and products,5142,Food,2010,1000 t,1814.0,I,food
40,Chile,2511,Wheat and products,5142,Food,2011,1000 t,1861.0,I,food
351,China,2511,Wheat and products,5511,Production,2006,1000 t,108466.0,E,production
351,China,2511,Wheat and products,5511,Production,2007,1000 t,109298.0,E,production
351,China,2511,Wheat and products,5511,Production,2008,1000 t,112464.0,E,production
351,China,2511,Wheat and products,5511,Production,2009,1000 t,115115.0,E,production
351,China,2511,Wheat and products,5511,Production,2010,1000 t,115186.0,E,production
351,China,2511,Wheat and products,5511,Production,2011,1000 t,117414.0,E,production
351,China,2511,Wheat and products,5611,Import Quantity,2006,1000 t,2187.0,E,imports
351,China,2511,Wheat and products,5611,Import Quantity,2007,1000 t,2060.0,E,imports
351,China,2511,Wheat and products,5611,Import Quantity,2008,1000 t,1664.0,E,imports
351,China,2511,Wheat and products,5611,Import Quantity,2009,1000 t,2712.0,E,imports
351,China,2511,Wheat and products,5611,Import Quantity,2010,1000 t,2991.0,E,imports
351,China,2511,Wheat and products,5611,Import Quantity,2011,1000 t,3280.0,E,imports
351,China,2511,Wheat and products,5074,Stock Variation,2006,1000 t,-2686.0,E,stock_variation
351,China,2511,Wheat and products,5074,Stock Variation,2007,1000 t,-1338.0,E,stock_variation
351,China,2511,Wheat and products,5074,Stock Variation,2008,1000 t,-7713.0,E,stock_variation
351,China,2511,Wheat and products,5074,Stock Variation,2009,1000 t,-9922.0,E,stock_variation
351,China,2511,Wheat and products,5074,Stock Variation,2010,1000 t,-6108.0,E,stock_variation
351,China,2511,Wheat and products,5074,Stock Variation,2011,1000 t,5723.0,E,stock_variation
351,China,2511,Wheat and products,5911,Export Quantity,2006,1000 t,2046.0,E,exports
351,China,2511,Wheat and products,5911,Export Quantity,2007,1000 t,3759.0,E,exports
351,China,2511,Wheat and products,5911,Export Quantity,2008,1000 t,774.0,E,exports
351,China,2511,Wheat and products,5911,Export Quantity,2009,1000 t,672.0,E,exports
351,China,2511,Wheat and products,5911,Export Quantity,2010,1000 t,725.0,E,exports
351,China,2511,Wheat and products,5911,Export Quantity,2011,1000 t,822.0,E,exports
351,China,2511,Wheat and products,5301,Domestic supply quantity,2006,1000 t,105921.0,E,domestic_supply
351,China,2511,Wheat and products,5301,Domestic supply quantity,2007,1000 t,106261.0,E,domestic_supply
351,China,2511,Wheat and products,5301,Domestic supply quantity,2008,1000 t,105641.0,E,domestic_supply
351,China,2511,Wheat and products,5301,Domestic supply quantity,2009,1000 t,107233.0,E,domestic_supply
351,China,2511,Wheat and products,5301,Domestic supply quantity,2010,1000 t,111344.0,E,domestic_supply
351,China,2511,Wheat and products,5301,Domestic supply quantity,2011,1000 t,125596.0,E,domestic_supply
351,China,2511,Wheat and products,5521,Feed,2006,1000 t,5649.0,E,feed
351,China,2511,Wheat and products,5521,Feed,2007,1000 t,6917.0,E,feed
351,China,2511,Wheat and products,5521,Feed,2008,1000 t,7249.0,E,feed
351,China,2511,Wheat and products,5521,Feed,2009,1000 t,11041.0,E,feed
351,China,2511,Wheat and products,5521,Feed,2010,1000 t,14002.0,E,feed
351,China,2511,Wheat and products,5521,Feed,2011,1000 t,26778.0,E,feed
351,China,2511,Wheat and products,5527,Seed,2006,1000 t,4130.0,E,seed
351,China,2511,Wheat and products,5527,Seed,2007,1000 t,4100.0,E,seed
351,China,2511,Wheat and products,5527,Seed,2008,1000 t,4400.0,E,seed
351,China,2511,Wheat and products,5527,Seed,2009,1000 t,4690.0,E,seed
351,China,2511,Wheat and products,5527,Seed,2010,1000 t,4690.0,E,seed
351,China,2511,Wheat and products,5527,Seed,2011,1000 t,4690.0,E,seed
