area_code,area,year,unit,domestic_supply,exports,feed,food,imports,losses,production,seed,stock_variation
150,Netherlands (Kingdom of the),2007,1000 t,5073.0,1166.0,3090.0,1151.0,5752.0,25.0,1018.0,121.0,-531.0
150,Netherlands (Kingdom of the),2008,1000 t,6027.0,1222.0,4138.0,1158.0,5273.0,28.0,1366.0,99.0,610.0
150,Netherlands (Kingdom of the),2009,1000 t,6077.0,1554.0,4050.0,1156.0,6088.0,29.0,1402.0,110.0,140.0
150,Netherlands (Kingdom of the),2010,1000 t,6072.0,1214.0,4130.0,1234.0,6446.0,28.0,1370.0,94.0,-529.0
150,Netherlands (Kingdom of the),2011,1000 t,5432.0,1271.0,3362.0,1219.0,5150.0,27.0,1175.0,95.0,377.0
151,Netherlands Antilles (former),2006,1000 t,18.0,0.0,,17.0,17.0,1.0,,,1.0
151,Netherlands Antilles (former),2007,1000 t,19.0,0.0,,19.0,23.0,1.0,,,-3.0
151,Netherlands Antilles (former),2008,1000 t,19.0,0.0,,19.0,20.0,1.0,,,0.0
151,Netherlands Antilles (former),2009,1000 t,19.0,0.0,,19.0,20.0,1.0,,,-1.0
151,Netherlands Antilles (former),2010,1000 t,20.0,0.0,,19.0,21.0,1.0,,,-1.0
153,New Caledonia,2006,1000 t,40.0,0.0,3.0,17.0,40.0,0.0,0.0,0.0,
153,New Caledonia,2007,1000 t,37.0,0.0,3.0,17.0,38.0,0.0,0.0,0.0,
153,New Caledonia,2008,1000 t,35.0,0.0,3.0,18.0,35.0,0.0,0.0,0.0,
153,New Caledonia,2009,1000 t,36.0,0.0,3.0,19.0,36.0,0.0,0.0,0.0,
153,New Caledonia,2010,1000 t,41.0,0.0,3.0,19.0,41.0,0.0,0.0,0.0,
153,New Caledonia,2011,1000 t,43.0,0.0,3.0,20.0,43.0,0.0,0.0,0.0,
154,North Macedonia,2006,1000 t,310.0,12.0,19.0,223.0,56.0,32.0,293.0,24.0,-28.0
154,North Macedonia,2007,1000 t,296.0,13.0,15.0,218.0,91.0,28.0,218.0,24.0,0.0
154,North Macedonia,2008,1000 t,413.0,19.0,21.0,216.0,144.0,35.0,292.0,24.0,-3.0
154,North Macedonia,2009,1000 t,404.0,18.0,20.0,231.0,152.0,32.0,271.0,22.0,-1.0
154,North Macedonia,2010,1000 t,363.0,25.0,15.0,219.0,145.0,30.0,243.0,22.0,0.0
154,North Macedonia,2011,1000 t,373.0,29.0,20.0,223.0,144.0,33.0,256.0,22.0,1.0
155,Vanuatu,2006,1000 t,9.0,0.0,,8.0,10.0,0.0,,,-1.0
155,Vanuatu,2007,1000 t,9.0,0.0,,8.0,9.0,0.0,,,-1.0
155,Vanuatu,2008,1000 t,10.0,0.0,,10.0,9.0,0.0,,,1.0
155,Vanuatu,2009,1000 t,11.0,0.0,,11.0,10.0,0.0,,,1.0
155,Vanuatu,2010,1000 t,11.0,0.0,,11.0,12.0,0.0,,,0.0
155,Vanuatu,2011,1000 t,12.0,0.0,,11.0,12.0,0.0,,,0.0
156,New Zealand,2006,1000 t,651.0,29.0,220.0,319.0,426.0,31.0,262.0,9.0,-7.0
156,New Zealand,2007,1000 t,670.0,53.0,240.0,314.0,427.0,34.0,344.0,9.0,-49.0
156,New Zealand,2008,1000 t,707.0,35.0,270.0,322.0,379.0,32.0,343.0,10.0,20.0
156,New Zealand,2009,1000 t,734.0,43.0,290.0,327.0,335.0,33.0,403.0,10.0,39.0
156,New Zealand,2010,1000 t,764.0,57.0,310.0,333.0,386.0,37.0,445.0,10.0,-10.0
156,New Zealand,2011,1000 t,772.0,26.0,315.0,334.0,369.0,35.0,383.0,10.0,45.0
157,Nicaragua,2006,1000 t,162.0,36.0,,159.0,198.0,3.0,,,0.0
157,Nicaragua,2007,1000 t,149.0,24.0,,146.0,173.0,2.0,,,0.0
157,Nicaragua,2008,1000 t,128.0,27.0,,126.0,155.0,2.0,,,0.0
157,Nicaragua,2009,1000 t,148.0,29.0,,145.0,177.0,2.0,,,0.0
157,Nicaragua,2010,1000 t,154.0,32.0,,152.0,187.0,2.0,,,0.0
157,Nicaragua,2011,1000 t,164.0,37.0,,161.0,209.0,3.0,,,-8.0
158,Niger,2006,1000 t,66.0,0.0,,64.0,58.0,1.0,8.0,0.0,0.0
158,Niger,2007,1000 t,71.0,0.0,,69.0,64.0,2.0,7.0,0.0,0.0
158,Niger,2008,1000 t,64.0,1.0,,62.0,55.0,1.0,9.0,0.0,0.0
158,Niger,2009,1000 t,80.0,1.0,,79.0,72.0,1.0,9.0,0.0,0.0
158,Niger,2010,1000 t,102.0,7.0,,100.0,101.0,2.0,9.0,0.0,0.0
158,Niger,2011,1000 t,61.0,5.0,,60.0,64.0,1.0,3.0,0.0,0.0
159,Nigeria,2006,1000 t,3315.0,5.0,30.0,3153.0,3248.0,131.0,71.0,1.0,1.0
159,Nigeria,2007,1000 t,3049.0,5.0,20.0,2907.0,3008.0,120.0,44.0,2.0,2.0
159,Nigeria,2008,1000 t,3133.0,6.0,20.0,2986.0,3083.0,124.0,53.0,2.0,3.0
159,Nigeria,2009,1000 t,3888.0,2.0,30.0,3701.0,3809.0,153.0,80.0,3.0,1.0
159,Nigeria,2010,1000 t,4089.0,2.0,30.0,3893.0,3980.0,161.0,110.0,5.0,0.0
159,Nigeria,2011,1000 t,4216.0,3.0,30.0,4016.0,4054.0,166.0,165.0,5.0,0.0
16,Bangladesh,2006,1000 t,3280.0,3.0,,2641.0,2152.0,169.0,735.0,40.0,395.0
16,Bangladesh,2007,1000 t,2971.0,3.0,,2317.0,2721.0,185.0,737.0,39.0,-484.0
16,Bangladesh,2008,1000 t,2958.0,5.0,,2354.0,1337.0,135.0,844.0,39.0,781.0
16,Bangladesh,2009,1000 t,3094.0,6.0,,2447.0,2415.0,180.0,849.0,38.0,-164.0
16,Bangladesh,2010,1000 t,3227.0,8.0,,2544.0,3213.0,216.0,901.0,37.0,-880.0
16,Bangladesh,2011,1000 t,3394.0,11.0,,2643.0,3118.0,217.0,972.0,36.0,-685.0
162,Norway,2006,1000 t,664.0,11.0,80.0,476.0,363.0,30.0,357.0,19.0,-45.0
162,Norway,2007,1000 t,675.0,12.0,78.0,484.0,423.0,30.0,401.0,19.0,-137.0
162,Norway,2008,1000 t,920.0,12.0,305.0,481.0,456.0,38.0,453.0,20.0,22.0
162,Norway,2009,1000 t,776.0,9.0,178.0,502.0,451.0,30.0,278.0,14.0,56.0
162,Norway,2010,1000 t,759.0,11.0,128.0,489.0,542.0,35.0,331.0,19.0,-104.0
162,Norway,2011,1000 t,866.0,11.0,231.0,491.0,572.0,30.0,285.0,14.0,21.0
165,Pakistan,2006,1000 t,22137.0,567.0,426.0,18881.0,873.0,552.0,21277.0,1170.0,554.0
165,Pakistan,2007,1000 t,21361.0,1079.0,466.0,17853.0,139.0,586.0,23295.0,1281.0,-993.0
165,Pakistan,2008,1000 t,21978.0,346.0,419.0,18694.0,1835.0,569.0,20959.0,1153.0,-469.0
165,Pakistan,2009,1000 t,23227.0,160.0,481.0,19388.0,3104.0,678.0,24033.0,1322.0,-3750.0
165,Pakistan,2010,1000 t,23189.0,28.0,466.0,19681.0,203.0,585.0,23311.0,1282.0,-296.0
165,Pakistan,2011,1000 t,23849.0,3577.0,505.0,20048.0,63.0,631.0,25214.0,1400.0,2149.0
166,Panama,2006,1000 t,134.0,2.0,,129.0,126.0,1.0,,,10.0
166,Panama,2007,1000 t,144.0,2.0,,121.0,148.0,1.0,,,-2.0
166,Panama,2008,1000 t,154.0,2.0,,129.0,150.0,1.0,,,7.0
166,Panama,2009,1000 t,138.0,3.0,,127.0,148.0,1.0,,,-7.0
166,Panama,2010,1000 t,162.0,1.0,,136.0,175.0,1.0,,,-12.0
166,Panama,2011,1000 t,191.0,1.0,,141.0,190.0,1.0,,,2.0
167,Czechia,2006,1000 t,2636.0,1121.0,1100.0,1143.0,250.0,43.0,3506.0,175.0,0.0
167,Czechia,2007,1000 t,2961.0,965.0,1500.0,1070.0,287.0,47.0,3939.0,188.0,-300.0
167,Czechia,2008,1000 t,3849.0,1094.0,1450.0,1025.0,312.0,41.0,4632.0,192.0,0.0
167,Czechia,2009,1000 t,2728.0,1948.0,1350.0,1035.0,318.0,39.0,4358.0,195.0,0.0
167,Czechia,2010,1000 t,2970.0,1509.0,1500.0,1047.0,317.0,37.0,4162.0,200.0,0.0
167,Czechia,2011,1000 t,2926.0,1650.0,1400.0,1079.0,364.0,57.0,4913.0,200.0,-700.0
169,Paraguay,2006,1000 t,401.0,256.0,120.0,164.0,27.0,82.0,800.0,35.0,-170.0
169,Paraguay,2007,1000 t,413.0,276.0,120.0,181.0,50.0,82.0,800.0,30.0,-160.0
169,Paraguay,2008,1000 t,424.0,584.0,120.0,191.0,39.0,82.0,800.0,32.0,170.0
169,Paraguay,2009,1000 t,465.0,875.0,160.0,193.0,33.0,80.0,1067.0,32.0,240.0
169,Paraguay,2010,1000 t,411.0,1115.0,150.0,200.0,35.0,30.0,1402.0,32.0,90.0
169,Paraguay,2011,1000 t,504.0,666.0,180.0,207.0,35.0,82.0,1464.0,35.0,-330.0
17,Bermuda,2006,1000 t,5.0,,,4.0,6.0,,,,-1.0
17,Bermuda,2007,1000 t,5.0,,,4.0,6.0,,,,-1.0
17,Bermuda,2008,1000 t,6.0,,,4.0,7.0,,,,-1.0
17,Bermuda,2009,1000 t,6.0,,,4.0,7.0,,,,-1.0
17,Bermuda,2010,1000 t,7.0,,,4.0,6.0,,,,0.0
17,Bermuda,2011,1000 t,6.0,,,4.0,6.0,,,,0.0
170,Peru,2006,1000 t,1576.0,94.0,,1493.0,1479.0,61.0,191.0,22.0,0.0
170,Peru,2007,1000 t,1633.0,89.0,,1538.0,1541.0,74.0,182.0,22.0,0.0
170,Peru,2008,1000 t,1622.0,108.0,,1482.0,1524.0,119.0,207.0,22.0,0.0
170,Peru,2009,1000 t,1677.0,93.0,,1531.0,1543.0,122.0,226.0,23.0,0.0
170,Peru,2010,1000 t,1831.0,123.0,,1670.0,1735.0,134.0,219.0,25.0,0.0
170,Peru,2011,1000 t,1804.0,151.0,,1608.0,1741.0,133.0,214.0,25.0,0.0
171,Philippines,2006,1000 t,2331.0,43.0,500.0,1827.0,2886.0,,,,-512.0
171,Philippines,2007,1000 t,1733.0,37.0,400.0,1330.0,1987.0,,,,-217.0
171,Philippines,2008,1000 t,1662.0,43.0,600.0,1060.0,1818.0,,,,-112.0
171,Philippines,2009,1000 t,2586.0,42.0,900.0,1681.0,3252.0,,,,-624.0
171,Philippines,2010,1000 t,3126.0,52.0,900.0,2221.0,2075.0,,,,1103.0
171,Philippines,2011,1000 t,2964.0,58.0,950.0,2011.0,3014.0,,,,8.0
173,Poland,2006,1000 t,7048.0,893.0,1500.0,4084.0,761.0,338.0,7060.0,570.0,121.0
173,Poland,2007,1000 t,9101.0,622.0,3494.0,4043.0,1384.0,388.0,8317.0,585.0,21.0
173,Poland,2008,1000 t,9238.0,657.0,3486.0,4139.0,1403.0,418.0,9275.0,585.0,-783.0
173,Poland,2009,1000 t,9192.0,2419.0,3324.0,4182.0,920.0,450.0,9790.0,610.0,901.0
173,Poland,2010,1000 t,9926.0,1330.0,3877.0,4197.0,1018.0,607.0,9488.0,605.0,750.0
173,Poland,2011,1000 t,9486.0,1263.0,3600.0,4181.0,1183.0,430.0,9339.0,638.0,227.0
174,Portugal,2006,1000 t,1633.0,234.0,520.0,995.0,1693.0,6.0,250.0,12.0,-75.0
174,Portugal,2007,1000 t,1595.0,181.0,475.0,1002.0,1490.0,5.0,136.0,16.0,150.0
174,Portugal,2008,1000 t,1536.0,160.0,450.0,976.0,1593.0,5.0,203.0,11.0,-100.0
174,Portugal,2009,1000 t,1583.0,188.0,500.0,970.0,1847.0,6.0,124.0,12.0,-200.0
174,Portugal,2010,1000 t,1517.0,179.0,425.0,978.0,1763.0,6.0,83.0,12.0,-150.0
174,Portugal,2011,1000 t,1493.0,184.0,400.0,980.0,1526.0,5.0,51.0,11.0,100.0
175,Guinea-Bissau,2006,1000 t,16.0,0.0,,16.0,23.0,,,,-7.0
175,Guinea-Bissau,2007,1000 t,17.0,0.0,,17.0,13.0,,,,4.0
175,Guinea-Bissau,2008,1000 t,18.0,0.0,,18.0,14.0,,,,4.0
175,Guinea-Bissau,2009,1000 t,16.0,0.0,,16.0,7.0,,,,10.0
175,Guinea-Bissau,2010,1000 t,17.0,0.0,,17.0,9.0,,,,8.0
175,Guinea-Bissau,2011,1000 t,19.0,0.0,,19.0,12.0,,,,7.0
176,Timor-Leste,2006,1000 t,8.0,,,8.0,8.0,0.0,,,
176,Timor-Leste,2007,1000 t,6.0,,,5.0,6.0,0.0,,,
176,Timor-Leste,2008,1000 t,17.0,,,17.0,17.0,0.0,,,
176,Timor-Leste,2009,1000 t,13.0,,,12.0,13.0,0.0,,,
176,Timor-Leste,2010,1000 t,14.0,,,14.0,14.0,0.0,,,
176,Timor-Leste,2011,1000 t,12.0,,,12.0,12.0,0.0,,,
181,Zimbabwe,2006,1000 t,344.0,2.0,,329.0,150.0,10.0,242.0,5.0,-45.0
181,Zimbabwe,2007,1000 t,374.0,3.0,,364.0,195.0,8.0,149.0,1.0,33.0
181,Zimbabwe,2008,1000 t,383.0,2.0,,371.0,151.0,9.0,31.0,0.0,203.0
181,Zimbabwe,2009,1000 t,420.0,1.0,,411.0,456.0,8.0,12.0,1.0,-47.0
181,Zimbabwe,2010,1000 t,393.0,1.0,,380.0,528.0,11.0,18.0,1.0,-153.0
181,Zimbabwe,2011,1000 t,406.0,1.0,,395.0,548.0,9.0,23.0,1.0,-163.0
183,Romania,2006,1000 t,5410.0,938.0,1140.0,3014.0,151.0,57.0,5526.0,571.0,672.0
183,Romania,2007,1000 t,5262.0,236.0,1000.0,2972.0,729.0,43.0,3044.0,546.0,1725.0
183,Romania,2008,1000 t,5157.0,2028.0,850.0,2885.0,619.0,49.0,7181.0,592.0,-616.0
183,Romania,2009,1000 t,5045.0,2384.0,808.0,2896.0,808.0,39.0,5203.0,603.0,1418.0
183,Romania,2010,1000 t,4893.0,2554.0,711.0,2899.0,914.0,39.0,5812.0,607.0,721.0
183,Romania,2011,1000 t,4964.0,1621.0,647.0,2903.0,852.0,50.0,7132.0,546.0,-1399.0
184,Rwanda,2006,1000 t,69.0,0.0,,63.0,49.0,3.0,20.0,2.0,0.0
184,Rwanda,2007,1000 t,75.0,1.0,,67.0,52.0,3.0,25.0,4.0,0.0
184,Rwanda,2008,1000 t,99.0,5.0,,90.0,36.0,5.0,68.0,3.0,0.0
184,Rwanda,2009,1000 t,116.0,0.0,,105.0,43.0,6.0,72.0,4.0,0.0
184,Rwanda,2010,1000 t,137.0,0.0,,126.0,60.0,8.0,77.0,4.0,0.0
184,Rwanda,2011,1000 t,167.0,14.0,,154.0,91.0,10.0,91.0,3.0,0.0
185,Russian Federation,2006,1000 t,36536.0,10068.0,10335.0,18988.0,1652.0,299.0,44927.0,6345.0,26.0
185,Russian Federation,2007,1000 t,34564.0,14941.0,7445.0,18884.0,723.0,322.0,49368.0,6920.0,-586.0
185,Russian Federation,2008,1000 t,51606.0,12473.0,24274.0,18734.0,438.0,408.0,63765.0,7461.0,-124.0
185,Russian Federation,2009,1000 t,44423.0,17461.0,17562.0,18590.0,300.0,383.0,61740.0,6920.0,-156.0
185,Russian Federation,2010,1000 t,30086.0,12160.0,3531.0,19043.0,328.0,268.0,41508.0,6643.0,410.0
185,Russian Federation,2011,1000 t,32922.0,16209.0,6711.0,18680.0,450.0,378.0,56240.0,6417.0,-7559.0
188,Saint Kitts and Nevis,2006,1000 t,4.0,0.0,,3.0,5.0,0.0,,,0.0
188,Saint Kitts and Nevis,2007,1000 t,4.0,0.0,,3.0,3.0,0.0,,,0.0
188,Saint Kitts and Nevis,2008,1000 t,5.0,0.0,,3.0,8.0,0.0,,,-2.0
188,Saint Kitts and Nevis,2009,1000 t,4.0,0.0,,3.0,4.0,0.0,,,0.0
188,Saint Kitts and Nevis,2010,1000 t,4.0,0.0,,3.0,4.0,0.0,,,1.0
188,Saint Kitts and Nevis,2011,1000 t,6.0,0.0,,3.0,10.0,0.0,,,-4.0
189,Saint Lucia,2006,1000 t,17.0,0.0,,15.0,20.0,1.0,,,-3.0
189,Saint Lucia,2007,1000 t,17.0,0.0,,15.0,17.0,1.0,,,0.0
189,Saint Lucia,2008,1000 t,18.0,0.0,,16.0,14.0,1.0,,,5.0
189,Saint Lucia,2009,1000 t,18.0,0.0,,16.0,16.0,1.0,,,2.0
189,Saint Lucia,2010,1000 t,18.0,0.0,,16.0,15.0,1.0,,,3.0
189,Saint Lucia,2011,1000 t,18.0,0.0,,16.0,17.0,1.0,,,1.0
19,Bolivia (Plurinational State of),2006,1000 t,536.0,4.0,,458.0,363.0,25.0,144.0,10.0,33.0
19,Bolivia (Plurinational State of),2007,1000 t,612.0,11.0,,503.0,446.0,26.0,167.0,13.0,11.0
19,Bolivia (Plurinational State of),2008,1000 t,628.0,3.0,,517.0,432.0,26.0,200.0,13.0,-1.0
19,Bolivia (Plurinational State of),2009,1000 t,569.0,1.0,,531.0,494.0,25.0,202.0,13.0,-125.0
19,Bolivia (Plurinational State of),2010,1000 t,581.0,4.0,,543.0,352.0,25.0,241.0,13.0,-8.0
19,Bolivia (Plurinational State of),2011,1000 t,565.0,6.0,,527.0,360.0,24.0,183.0,14.0,27.0
191,Saint Vincent and the Grenadines,2006,1000 t,9.0,15.0,1.0,7.0,19.0,1.0,,,4.0
191,Saint Vincent and the Grenadines,2007,1000 t,9.0,16.0,1.0,7.0,26.0,1.0,,,-1.0
191,Saint Vincent and the Grenadines,2008,1000 t,9.0,14.0,1.0,7.0,35.0,1.0,,,-12.0
191,Saint Vincent and the Grenadines,2009,1000 t,10.0,15.0,2.0,7.0,24.0,1.0,,,1.0
191,Saint Vincent and the Grenadines,2010,1000 t,11.0,17.0,2.0,7.0,23.0,1.0,,,5.0
191,Saint Vincent and the Grenadines,2011,1000 t,12.0,13.0,2.0,8.0,19.0,1.0,,,6.0
193,Sao Tome and Principe,2006,1000 t,8.0,,,8.0,10.0,0.0,,,-1.0
193,Sao Tome and Principe,2007,1000 t,9.0,,,8.0,12.0,0.0,,,-4.0
193,Sao Tome and Principe,2008,1000 t,9.0,,,9.0,9.0,0.0,,,0.0
193,Sao Tome and Principe,2009,1000 t,9.0,,,9.0,9.0,0.0,,,1.0
193,Sao Tome and Principe,2010,1000 t,10.0,,,10.0,11.0,0.0,,,-1.0
193,Sao Tome and Principe,2011,1000 t,10.0,,,10.0,10.0,0.0,,,0.0
194,Saudi Arabia,2006,1000 t,2442.0,76.0,132.0,2190.0,178.0,53.0,2630.0,67.0,-290.0
194,Saudi Arabia,2007,1000 t,2636.0,111.0,128.0,2408.0,206.0,52.0,2558.0,49.0,-17.0
194,Saudi Arabia,2008,1000 t,2562.0,73.0,112.0,2376.0,416.0,45.0,1986.0,29.0,233.0
194,Saudi Arabia,2009,1000 t,2601.0,48.0,123.0,2395.0,1417.0,50.0,1152.0,33.0,80.0
194,Saudi Arabia,2010,1000 t,2691.0,227.0,148.0,2454.0,1899.0,59.0,1349.0,29.0,-330.0
194,Saudi Arabia,2011,1000 t,2651.0,237.0,163.0,2402.0,2364.0,65.0,1184.0,22.0,-660.0
195,Senegal,2006,1000 t,363.0,31.0,,356.0,394.0,7.0,,,0.0
195,Senegal,2007,1000 t,404.0,29.0,,396.0,436.0,8.0,,,-2.0
195,Senegal,2008,1000 t,364.0,27.0,,357.0,392.0,7.0,,,-1.0
195,Senegal,2009,1000 t,436.0,20.0,,427.0,455.0,9.0,,,1.0
195,Senegal,2010,1000 t,437.0,29.0,,429.0,466.0,9.0,,,1.0
195,Senegal,2011,1000 t,447.0,23.0,,438.0,470.0,9.0,,,0.0
197,Sierra Leone,2006,1000 t,80.0,0.0,,77.0,91.0,3.0,,,-11.0
197,Sierra Leone,2007,1000 t,73.0,0.0,,70.0,55.0,4.0,,,18.0
197,Sierra Leone,2008,1000 t,74.0,0.0,,70.0,72.0,4.0,,,2.0
197,Sierra Leone,2009,1000 t,66.0,0.0,,62.0,45.0,4.0,,,21.0
197,Sierra Leone,2010,1000 t,68.0,0.0,,65.0,57.0,3.0,,,12.0
197,Sierra Leone,2011,1000 t,73.0,0.0,,70.0,66.0,3.0,,,7.0
198,Slovenia,2006,1000 t,316.0,15.0,69.0,178.0,216.0,47.0,134.0,8.0,-20.0
198,Slovenia,2007,1000 t,317.0,28.0,68.0,182.0,212.0,45.0,133.0,9.0,0.0
198,Slovenia,2008,1000 t,360.0,29.0,102.0,186.0,226.0,50.0,160.0,9.0,3.0
198,Slovenia,2009,1000 t,288.0,55.0,33.0,191.0,206.0,43.0,137.0,8.0,0.0
198,Slovenia,2010,1000 t,269.0,85.0,8.0,196.0,196.0,44.0,153.0,7.0,4.0
198,Slovenia,2011,1000 t,283.0,53.0,10.0,200.0,247.0,51.0,154.0,9.0,-65.0
199,Slovakia,2006,1000 t,1174.0,481.0,461.0,568.0,148.0,44.0,1343.0,100.0,165.0
199,Slovakia,2007,1000 t,1117.0,226.0,374.0,591.0,156.0,40.0,1380.0,100.0,-193.0
199,Slovakia,2008,1000 t,1106.0,258.0,340.0,599.0,267.0,49.0,1819.0,110.0,-724.0
199,Slovakia,2009,1000 t,1497.0,508.0,769.0,578.0,194.0,38.0,1538.0,99.0,273.0
199,Slovakia,2010,1000 t,1571.0,478.0,695.0,601.0,240.0,29.0,1185.0,125.0,624.0
199,Slovakia,2011,1000 t,1648.0,481.0,704.0,650.0,352.0,33.0,1631.0,100.0,146.0
2,Afghanistan,2006,1000 t,4519.0,,,3704.0,1006.0,505.0,3363.0,311.0,150.0
2,Afghanistan,2007,1000 t,5140.0,,,4164.0,1056.0,673.0,4484.0,303.0,-400.0
2,Afghanistan,2008,1000 t,4905.0,,,4252.0,1732.0,397.0,2623.0,256.0,550.0
2,Afghanistan,2009,1000 t,5625.0,,,4538.0,1861.0,768.0,5064.0,319.0,-1300.0
2,Afghanistan,2010,1000 t,5596.0,,,4605.0,1264.0,678.0,4532.0,313.0,-200.0
2,Afghanistan,2011,1000 t,5547.0,,,4711.0,1759.0,508.0,3388.0,328.0,400.0
20,Botswana,2006,1000 t,69.0,0.0,,66.0,58.0,3.0,0.0,0.0,11.0
20,Botswana,2007,1000 t,64.0,7.0,,59.0,68.0,4.0,0.0,0.0,2.0
20,Botswana,2008,1000 t,73.0,5.0,,67.0,97.0,5.0,0.0,0.0,-20.0
20,Botswana,2009,1000 t,74.0,5.0,,68.0,107.0,6.0,0.0,0.0,-28.0
20,Botswana,2010,1000 t,82.0,6.0,,70.0,208.0,11.0,0.0,0.0,-120.0
20,Botswana,2011,1000 t,76.0,2.0,,71.0,97.0,5.0,0.0,0.0,-19.0
202,South Africa,2006,1000 t,3073.0,55.0,31.0,2953.0,1022.0,46.0,2105.0,41.0,0.0
202,South Africa,2007,1000 t,3121.0,88.0,32.0,2992.0,1153.0,47.0,1905.0,49.0,150.0
202,South Africa,2008,1000 t,3154.0,197.0,36.0,3023.0,1472.0,53.0,2130.0,42.0,-250.0
202,South Africa,2009,1000 t,3148.0,162.0,33.0,3029.0,1351.0,49.0,1958.0,36.0,0.0
202,South Africa,2010,1000 t,3140.0,142.0,32.0,3019.0,1302.0,49.0,1430.0,39.0,550.0
202,South Africa,2011,1000 t,3271.0,143.0,39.0,3141.0,1909.0,58.0,2005.0,33.0,-500.0
203,Spain,2006,1000 t,10022.0,1203.0,5700.0,3749.0,5833.0,48.0,5522.0,424.0,-130.0
203,Spain,2007,1000 t,9735.0,1183.0,5400.0,3846.0,4125.0,51.0,6436.0,352.0,357.0
203,Spain,2008,1000 t,10283.0,1125.0,5500.0,4055.0,5338.0,238.0,6714.0,408.0,-644.0
203,Spain,2009,1000 t,10115.0,1081.0,5200.0,4195.0,7163.0,277.0,4805.0,337.0,-771.0
203,Spain,2010,1000 t,9869.0,962.0,5000.0,4256.0,5037.0,147.0,5941.0,365.0,-147.0
203,Spain,2011,1000 t,10401.0,1308.0,5500.0,4324.0,4796.0,135.0,6877.0,339.0,36.0
206,Sudan (former),2006,1000 t,1563.0,0.0,131.0,1289.0,1544.0,115.0,669.0,29.0,-650.0
206,Sudan (former),2007,1000 t,1639.0,0.0,119.0,1386.0,1206.0,104.0,803.0,30.0,-370.0
206,Sudan (former),2008,1000 t,1702.0,1.0,106.0,1454.0,1306.0,94.0,587.0,48.0,-190.0
206,Sudan (former),2009,1000 t,1792.0,0.0,145.0,1493.0,1883.0,127.0,642.0,27.0,-733.0
206,Sudan (former),2010,1000 t,1844.0,0.0,135.0,1541.0,1916.0,118.0,403.0,50.0,-475.0
206,Sudan (former),2011,1000 t,1794.0,0.0,115.0,1557.0,1662.0,102.0,292.0,20.0,-160.0
207,Suriname,2006,1000 t,31.0,0.0,,30.0,32.0,1.0,,,-1.0
207,Suriname,2007,1000 t,32.0,0.0,,31.0,33.0,2.0,,,-1.0
207,Suriname,2008,1000 t,33.0,0.0,,31.0,29.0,2.0,,,4.0
207,Suriname,2009,1000 t,34.0,0.0,,33.0,34.0,2.0,,,1.0
207,Suriname,2010,1000 t,36.0,0.0,,33.0,44.0,3.0,,,-9.0
207,Suriname,2011,1000 t,34.0,1.0,,32.0,33.0,2.0,,,2.0
208,Tajikistan,2006,1000 t,1446.0,0.0,417.0,940.0,805.0,56.0,640.0,28.0,0.0
208,Tajikistan,2007,1000 t,1596.0,0.0,511.0,990.0,948.0,57.0,649.0,33.0,-1.0
208,Tajikistan,2008,1000 t,1644.0,0.0,584.0,963.0,984.0,55.0,659.0,36.0,1.0
208,Tajikistan,2009,1000 t,1822.0,3.0,702.0,996.0,938.0,85.0,1089.0,34.0,-201.0
208,Tajikistan,2010,1000 t,1972.0,1.0,831.0,1021.0,940.0,84.0,1033.0,31.0,0.0
208,Tajikistan,2011,1000 t,1845.0,1.0,765.0,966.0,963.0,79.0,727.0,30.0,156.0
209,Eswatini,2006,1000 t,56.0,2.0,,44.0,38.0,1.0,0.0,0.0,20.0
209,Eswatini,2007,1000 t,61.0,0.0,,50.0,66.0,1.0,0.0,0.0,-5.0
209,Eswatini,2008,1000 t,59.0,0.0,,53.0,67.0,1.0,0.0,0.0,-8.0
209,Eswatini,2009,1000 t,58.0,0.0,,51.0,44.0,1.0,0.0,0.0,13.0
209,Eswatini,2010,1000 t,60.0,0.0,,53.0,60.0,1.0,0.0,0.0,0.0
209,Eswatini,2011,1000 t,61.0,0.0,,55.0,59.0,1.0,1.0,0.0,1.0
21,Brazil,2006,1000 t,10824.0,726.0,300.0,9823.0,6765.0,541.0,2485.0,158.0,2300.0
21,Brazil,2007,1000 t,11005.0,175.0,100.0,10169.0,7566.0,531.0,4114.0,203.0,-500.0
21,Brazil,2008,1000 t,11268.0,746.0,200.0,10285.0,7036.0,573.0,6027.0,207.0,-1050.0
21,Brazil,2009,1000 t,11464.0,473.0,400.0,10335.0,6381.0,542.0,5056.0,186.0,500.0
21,Brazil,2010,1000 t,11494.0,1397.0,200.0,10517.0,7270.0,590.0,6171.0,185.0,-550.0
21,Brazil,2011,1000 t,11806.0,2424.0,500.0,10528.0,6790.0,611.0,5690.0,165.0,1750.0
210,Sweden,2006,1000 t,1633.0,754.0,520.0,724.0,317.0,60.0,1967.0,110.0,103.0
210,Sweden,2007,1000 t,1923.0,732.0,780.0,735.0,312.0,70.0,2256.0,80.0,88.0
210,Sweden,2008,1000 t,1894.0,776.0,800.0,734.0,377.0,70.0,2202.0,75.0,90.0
210,Sweden,2009,1000 t,2058.0,673.0,980.0,740.0,358.0,70.0,2278.0,75.0,96.0
210,Sweden,2010,1000 t,1990.0,589.0,850.0,752.0,427.0,70.0,2143.0,75.0,10.0
