period,grain,country,region,price,consumption,net_export,availability,export_tax,mkt_stock,gov_stock,prod_shock,exporter_price,importer_price,n_restricting,total_trade,substitution,scenario
0,wheat,USA,N.America,208.4721649213257,30.255233623700928,15.330480662013361,45.58571428571429,0.0,6.164285714285711,0.0,1.0,213.63200294200004,238.89652248747905,0,145.93866488561295,True,shock
0,wheat,Russia,FSU,216.82319728129582,46.373812918379606,44.01666327209659,90.39047619047619,0.0,13.109523809523807,0.0,1.0,213.63200294200004,238.89652248747905,0,145.93866488561295,True,shock
0,wheat,EU,Europe,226.90155637337685,122.5128921520421,8.07282213367219,130.5857142857143,0.0,18.91428571428571,0.0,1.0,213.63200294200004,238.89652248747905,0,145.93866488561295,True,shock
0,wheat,Ukraine,FSU,227.0352964259766,9.162642809818161,16.032595285419937,25.195238095238096,0.0,3.5547619047619037,0.0,1.0,213.63200294200004,238.89652248747905,0,145.93866488561295,True,shock
0,wheat,Canada,N.America,210.10688574099106,10.314409513406954,24.07606667706924,34.39047619047619,0.0,4.709523809523807,0.0,1.0,213.63200294200004,238.89652248747905,0,145.93866488561295,True,shock
0,wheat,Australia,Oceania,202.58475790086493,8.371105992262487,22.019370198213707,30.390476190476193,0.0,4.109523809523807,0.0,1.0,213.63200294200004,238.89652248747905,0,145.93866488561295,True,shock
0,wheat,Argentina,S.America,208.58900015313623,6.14418803365096,14.051050061587137,20.195238095238096,0.0,2.8047619047619037,0.0,1.0,213.63200294200004,238.89652248747905,0,145.93866488561295,True,shock
0,wheat,Brazil,S.America,223.8874524765503,12.988680805435143,-4.988680805435143,8.0,0.0,1.2,0.0,1.0,213.63200294200004,238.89652248747905,0,145.93866488561295,True,shock
0,wheat,India,S.Asia,220.30362096623085,107.5604527778921,2.3395472221079103,109.9,0.0,16.5,20.1,1.0,213.63200294200004,238.89652248747905,0,145.93866488561295,True,shock
0,wheat,Thailand,SE.Asia,224.6860988006157,2.025578448823584,-2.025578448823584,0.0,0.0,0.0,0.0,1.0,213.63200294200004,238.89652248747905,0,145.93866488561295,True,shock
0,wheat,Vietnam,SE.Asia,223.3700463074056,2.53237123889898,-2.53237123889898,0.0,0.0,0.0,0.0,1.0,213.63200294200004,238.89652248747905,0,145.93866488561295,True,shock
0,wheat,China,E.Asia,228.92877105715706,147.3152562323241,-2.3152562323240886,145.0,0.0,0.0,93.0,1.0,213.63200294200004,238.89652248747905,0,145.93866488561295,True,shock
0,wheat,Egypt,MENA,240.5307076903064,20.146296493564076,-8.896296493564076,11.25,0.0,0.0,2.25,1.0,213.63200294200004,238.89652248747905,0,145.93866488561295,True,shock
0,wheat,Indonesia,SE.Asia,218.1381480372974,11.313249044563431,-11.313249044563431,0.0,0.0,0.0,0.0,1.0,213.63200294200004,238.89652248747905,0,145.93866488561295,True,shock
0,wheat,Mexico,N.America,221.01956949699607,8.100253125285635,-5.100253125285635,3.0,0.0,0.0,0.0,1.0,213.63200294200004,238.89652248747905,0,145.93866488561295,True,shock
0,wheat,Nigeria,Africa,239.0955298905037,6.036801417700991,-5.936801417700991,0.1,0.0,0.0,0.0,1.0,213.63200294200004,238.89652248747905,0,145.93866488561295,True,shock
0,wheat,RestOfWorld,RoW,243.52900294996803,240.7301087055841,-102.83010870558411,137.89999999999998,0.0,0.0,0.0,1.0,213.63200294200004,238.89652248747905,0,145.93866488561295,True,shock
0,rice,USA,N.America,367.01418406654466,3.940129180840506,3.059870819159494,7.0,0.0,1.05,0.0,1.0,367.11115274922423,394.9698592973834,0,49.64330159740962,True,shock
0,rice,Russia,FSU,386.20367209014415,1.4796255778396254,-0.47962557783962545,1.0,0.0,0.15,0.0,1.0,367.11115274922423,394.9698592973834,0,49.64330159740962,True,shock
0,rice,EU,Europe,397.485080511767,3.9483098967672947,-1.9483098967672947,2.0,0.0,0.3,0.0,1.0,367.11115274922423,394.9698592973834,0,49.64330159740962,True,shock
0,rice,Ukraine,FSU,393.1997831010384,0.2956799649450844,-0.2956799649450844,0.0,0.0,0.0,0.0,1.0,367.11115274922423,394.9698592973834,0,49.64330159740962,True,shock
0,rice,Canada,N.America,381.2602301441577,0.3928309759468666,-0.3928309759468666,0.0,0.0,0.0,0.0,1.0,367.11115274922423,394.9698592973834,0,49.64330159740962,True,shock
0,rice,Australia,Oceania,360.3478831399782,0.499545732111015,0.0004542678889850049,0.5,0.0,0.075,0.0,1.0,367.11115274922423,394.9698592973834,0,49.64330159740962,True,shock
0,rice,Argentina,S.America,359.13398937751185,0.9979060503132386,0.5020939496867614,1.5,0.0,0.22499999999999998,0.0,1.0,367.11115274922423,394.9698592973834,0,49.64330159740962,True,shock
0,rice,Brazil,S.America,364.6623708247255,11.058022733218172,0.49435821916278044,11.552380952380952,0.0,1.0976190476190482,0.0,1.0,367.11115274922423,394.9698592973834,0,49.64330159740962,True,shock
0,rice,India,S.Asia,371.65474782739824,111.09128169204816,19.4610992603328,130.55238095238096,0.0,18.94761904761905,25.0,1.0,367.11115274922423,394.9698592973834,0,49.64330159740962,True,shock
0,rice,Thailand,SE.Asia,364.9572165480359,20.333583013544427,13.218797938836524,33.55238095238095,0.0,4.397619047619048,0.0,1.0,367.11115274922423,394.9698592973834,0,49.64330159740962,True,shock
0,rice,Vietnam,SE.Asia,362.89351282978106,30.535335324129466,12.906569437775293,43.44190476190476,0.0,6.008095238095239,0.0,1.0,367.11115274922423,394.9698592973834,0,49.64330159740962,True,shock
0,rice,China,E.Asia,378.2090159728124,213.73112941846023,-1.7311294184602275,212.0,0.0,0.0,98.0,1.0,367.11115274922423,394.9698592973834,0,49.64330159740962,True,shock
0,rice,Egypt,MENA,392.0335274300013,4.00003521278266,-3.521278266038763e-05,4.0,0.0,0.0,0.0,1.0,367.11115274922423,394.9698592973834,0,49.64330159740962,True,shock
0,rice,Indonesia,SE.Asia,377.44878458265225,56.55791158824146,-2.55791158824146,54.0,0.0,0.0,0.0,1.0,367.11115274922423,394.9698592973834,0,49.64330159740962,True,shock
0,rice,Mexico,N.America,380.81631722187075,0.9905222153238785,-0.7905222153238785,0.2,0.0,0.0,0.0,1.0,367.11115274922423,394.9698592973834,0,49.64330159740962,True,shock
0,rice,Nigeria,Africa,392.6911619220275,8.511900581649787,-0.5119005816497868,8.0,0.0,0.0,0.0,1.0,367.11115274922423,394.9698592973834,0,49.64330159740962,True,shock
0,rice,RestOfWorld,RoW,397.2026708824372,55.73529846088459,-40.93529846088458,14.800000000000011,0.0,0.0,0.0,1.0,367.11115274922423,394.9698592973834,0,49.64330159740962,True,shock
0,maize,USA,N.America,165.12815449174056,314.46776398730543,35.76080744126597,350.2285714285714,0.0,52.27142857142857,0.0,1.0,168.13274554437098,192.84109423805114,0,148.26732886868487,True,shock
