crop,ablation,corr,hike_2007_08,err_2007_08_pct,hike_2010_11,err_2010_11_pct
wheat,baseline,0.7198612368258547,2.2673764846341906,24.816777848541417,1.447267690925332,24.869199143718944
wheat,trade_w=1.0,0.1881563066695866,1.414475375163737,-22.13456394625688,1.843991759238249,59.098261950751386
wheat,trade_w=0.0,0.5618128611605904,1.4297444898942355,-21.2940146531967,1.0291038470951674,-11.209671833181577
wheat,ask_rival=0.0,0.6851645834191433,1.526464631364933,-15.969668875933674,1.520828077195657,31.215935535246665
wheat,block_kappa=0.0,0.6896854096395911,1.9205255690350216,5.722986423828225,1.366772416629285,17.924125679268933
wheat,unmet_kappa=0.0,0.6839631157978171,2.240701549377304,23.348349693514404,1.446674667216764,24.818033491347634
wheat,foresight_phi=0.0,0.7240241431171899,2.2766036739501656,25.324725270076186,1.4577151216615414,25.770595835788978
wheat,foresight_phi=1.0,0.7211708282757121,2.272860358413522,25.11865954304735,1.4321817574592894,23.567595824546018
wheat,ask_alpha=0.0,0.5156038150879391,2.288650984068912,25.98791748405325,0.984009898024272,-15.100344817880218
wheat,rebuild_lambda=0.0,0.6420386879813637,2.129357215808928,17.21895696059996,1.4925308171018845,28.77446860550976
maize,baseline,0.7115343015231028,1.9716551959162116,7.373423514212729,1.698938753871961,17.826993932612023
maize,trade_w=1.0,0.4544805019614071,0.9072773219325332,-50.59102000467504,1.2284218087698129,-14.804904721410972
maize,trade_w=0.0,0.4226734328856742,1.5701715036642838,-14.490784087352138,1.6664301669369812,15.572416440153258
maize,ask_rival=0.0,0.4142311902200062,1.425011609818163,-22.395977039700398,1.1056374373192008,-23.32040497529544
maize,block_kappa=0.0,0.5718287128139442,1.6666409707752494,-9.237199703150145,1.3796732665805502,-4.315118340855206
maize,unmet_kappa=0.0,0.7803752325658119,2.048848126566062,11.577236255982747,1.4937539121885348,3.5967498811428023
maize,foresight_phi=0.0,0.7813865896555319,2.275305865534506,23.909789516153857,1.625627954241324,12.742648706165438
maize,foresight_phi=1.0,0.7648541782637341,2.2247452503791068,21.15633325490476,1.5956045707357005,10.660428250547893
maize,ask_alpha=0.0,0.599940962474573,2.424409478504091,32.0297515744502,1.0067375819536448,-30.179435432712264
maize,rebuild_lambda=0.0,0.5583814193862524,1.5988078600772575,-12.931290504801385,1.5884239746751694,10.162430281799173
rice,baseline,0.6777409747204022,1.7218949303223503,-6.2734090365549005,0.8204584882401206,3.4409178991592126
rice,trade_w=1.0,0.7506335470357091,2.326750607735307,26.65023785413474,0.9998549480409024,26.058679474710722
rice,trade_w=0.0,0.2486508063888256,0.8382818872969193,-54.37044259835619,0.4065598575608796,-48.742166179234225
rice,ask_rival=0.0,0.3418512244659977,1.0139820556042696,-44.80668959742913,0.9109607989970506,14.851174762699593
rice,block_kappa=0.0,0.6883795886715365,1.3773978709208867,-25.025154224971246,0.8308121042114173,4.746270400226749
rice,unmet_kappa=0.0,0.6771744825194739,1.7283987169276092,-5.919393390112104,0.8204634566767923,3.4415443045864524
rice,foresight_phi=0.0,0.6777655685314068,1.7272805095288242,-5.980259918976671,0.8200327360065492,3.3872403487779534
rice,foresight_phi=1.0,0.6773216090162648,1.7163488694771534,-6.575293528542359,0.8204901308840465,3.4449073077391423
rice,ask_alpha=0.0,0.6438849394566021,1.8666894946481285,1.608082839230951,0.8129261333706872,2.4912614414538847
rice,rebuild_lambda=0.0,0.6768288342573217,1.4943219148666325,-18.6607170878904,0.7982855735558453,0.6454240620963336
