crop,window,model_hike,obs_hike,ratio,log_ratio,pct_error,corr_full
wheat,2007/08,2.2673764846341906,1.8165638656251262,1.2481677784854144,0.2216766988002266,24.816777848541438,0.7198612368258545
wheat,2010/11,1.4472676909253321,1.1590269664976314,1.2486919914371897,0.22209659659808628,24.869199143718966,0.7198612368258545
maize,2007/08,2.2165966895143696,1.836259971402727,1.2071257469175793,0.18824211806219723,20.712574691757936,0.7812815602497439
maize,2010/11,1.6149916286354158,1.4418926403601735,1.1200498452034566,0.11337318896264421,12.004984520345662,0.7812815602497439
rice,2007/08,1.721894930322351,1.83714665456457,0.9372659096344513,-0.06478824870682368,-6.273409036554867,0.6777409747204022
rice,2010/11,0.8204584882401206,0.7931662874839874,1.0344091789915921,0.033830422171243844,3.4409178991592126,0.6777409747204022
