year,sheaf_model,sheaf_obs,sheaf_ratio,agri_model,agri_obs,agri_ratio
2006,210.67753061287763,213.5463324652778,0.9865659043670693,109.09815871455051,94.30748303215115,1.1568345926203645
2007,320.6889769066121,267.39126828631134,1.199324790827619,122.3870015386084,119.96196359599986,1.0202150570890571
2008,449.2795451770135,317.1324233128835,1.4166938229893744,136.54066922656767,154.01464123340085,0.8865434359558562
2009,308.7867481024652,232.27408522980815,1.3294067988555704,112.45897579855755,104.64511374111181,1.0746701090772086
2010,271.8873201033826,223.58333333333334,1.216044666880578,109.88734190158239,100.1789287400487,1.0969107304663415
2011,461.3923244444552,284.7624828749078,1.6202707596391426,119.98725623152437,142.0826175590531,0.8444893421368357
