crop,corr_modelcons_psdcons,corr_modelcons_modelprice,corr_psdcons_year,corr_modelprice_year,psd_cons_2006,psd_cons_2011,psd_trend_pct,model_cons_2006,model_cons_2011,model_trend_pct
wheat,-0.1706641538794785,-0.8712290374214836,0.9400083223141484,0.5201591936110956,619.099,690.8340000000002,11.586999817476705,618.3949746989133,573.251369913475,-7.300124779865502
maize,-0.6695033082531827,-0.8890508182139438,0.9890461493581082,0.9349434908237955,726.8649999999999,886.0479999999998,21.899940153948805,798.4448302864453,718.0264536072938,-10.07187643137486
rice,-0.7498424485105005,-0.9695474598935857,0.9766125195608135,0.8468315826200911,418.299,455.213,8.824788010490114,397.94185708795186,372.4259419376104,-6.411970667539513
