n_cells,n_overshoot,mean_log_ratio,geometric_mean_amplification,median_pct_error,sd_log_ratio,t_stat,sign_test_p_one_sided,wheat_mean_pct_error,maize_mean_pct_error,rice_mean_pct_error
6,5,0.05230367735957655,1.0536956774535335,9.131532715812297,0.11638538603117946,1.1008024767628564,0.109375,14.12435360209232,8.435304193940652,-4.7522238204884495
