crop,world_my_end_stock_ratio,world_my_end_stock_corr,world_dec_stock_ratio,world_cons_ratio,world_cons_corr,country_stock_ratio_median,country_dstock_sign_agree,country_dstock_n
wheat,1.022154417479786,0.9838553634934649,1.8414682583099256,0.9240955774208013,-0.17039733034946414,0.4601271828121532,39,90
maize,1.04474016118404,0.28823242295630047,4.632999240452235,0.9281189221379688,-0.6553403303638493,1.632111189721691,41,80
rice,1.0479560263664742,0.9173759840350184,1.6315410596519853,0.8622389899916193,-0.7360137212637461,1.0638987883107625,36,65
