crop,ablation,corr,hike_2007/08,err_2007/08_pct,hike_2010/11,err_2010/11_pct
wheat,baseline,0.6871963698005545,2.086534098791583,14.861587763310101,1.3141872908546142,13.387119440874539
wheat,trade_w=1.0,0.1762965483114091,1.1766576859942013,-35.22618674409868,1.8138830141203914,56.50050141642657
wheat,trade_w=0.0,0.5495786063611917,1.412175145512272,-22.261189257647906,1.0233567460037516,-11.70552751709052
wheat,ask_rival=0.0,0.7001633893460002,1.4613655420249343,-19.55330777638027,1.467106765698792,26.58090002272524
wheat,block_kappa=0.0,0.6707307702753582,1.7533676339247555,-3.4788885156329608,1.2639877521352836,9.055939910943112
wheat,unmet_kappa=0.0,0.6415614382891075,2.0267089650042363,11.56827477170992,1.3283916537857055,14.612661498279312
wheat,ask_comp_elast=0.0,0.6799353163943785,2.0781932381641433,14.402431837924045,1.311579483499702,13.162119727296485
wheat,foresight_phi=0.0,0.6941322278839921,2.1005683898852983,15.634161266465508,1.3257333789281156,14.383307485436747
wheat,foresight_phi=1.0,0.6875265353680001,2.0890062551413493,14.997677465221892,1.3050628012141814,12.599865140139377
wheat,ask_alpha=0.0,0.4922351475412108,2.2928786436434225,26.220645859559923,0.9899621654841148,-14.586787529577471
wheat,rebuild_lambda=0.0,0.6393293050836767,2.028356230998684,11.658955095458445,1.4940756927634076,28.907759349054007
maize,baseline,0.7921112767257182,2.052576960050763,11.780303008118764,1.5152893790028277,5.090305379762539
maize,trade_w=1.0,0.3353829638097477,0.7437478232492173,-59.49659444566201,1.197732814061764,-16.93328750449966
maize,trade_w=0.0,0.40795714556631313,1.5754727709769258,-14.20208491647208,1.6579273093889013,14.982715285568272
maize,ask_rival=0.0,0.5511939613428386,1.5446459130800732,-15.880869967441956,1.1668435223865308,-19.0755615414569
maize,block_kappa=0.0,0.6806970688427675,1.7676752512278295,-3.7350223412268457,1.3870354664555995,-3.804525549896076
maize,unmet_kappa=0.0,0.7112218035245605,1.864389419127896,1.5318880857420725,1.267473098284859,-12.096569272435287
maize,ask_comp_elast=0.0,0.7873238695095672,2.0382472546031773,10.999928460355823,1.5460795266690484,7.2257034534034315
maize,foresight_phi=0.0,0.7944534297863115,2.118568368553265,15.374097434301826,1.5165581064074463,5.178295800762389
maize,foresight_phi=1.0,0.7740690299085417,2.065367630498493,12.476863987878017,1.503688515783588,4.285747336083112
maize,ask_alpha=0.0,0.6031537606604009,2.3708430333043817,29.112602258234954,1.0027046922942522,-30.459129603173206
maize,rebuild_lambda=0.0,0.7151963199901586,1.7679540786068941,-3.7198378148848743,1.5428696737467429,7.003089589343214
rice,baseline,0.6757655371214287,1.5434381597067155,-15.987210064482726,0.8445853735249156,6.482762423505828
rice,trade_w=1.0,0.7310711947106582,1.9624889660798748,6.8226622629107725,1.0000934782693267,26.088752642492597
rice,trade_w=0.0,0.24854995870294538,0.838971373097275,-54.33291234465312,0.4072262425102106,-48.65815038584431
rice,ask_rival=0.0,0.33441786114361916,1.013055780644814,-44.85710881448806,0.9018705209520885,13.705100075915123
rice,block_kappa=0.0,0.5788535914611667,1.1095811264554858,-39.603018425414035,0.870202333796665,9.712471083087081
rice,unmet_kappa=0.0,0.6752165333613934,1.5491651048450485,-15.675479635988953,0.8445796036440293,6.482034974422657
rice,ask_comp_elast=0.0,0.6749590231144451,1.5459410994725797,-15.850969456818365,0.8443610728614044,6.454483276112577
rice,foresight_phi=0.0,0.6767696627907587,1.5494436227896207,-15.66031928154038,0.8440643088411899,6.417068168474072
rice,foresight_phi=1.0,0.6750856127991173,1.537078286649024,-16.333392174761705,0.8452589610800694,6.567686299593722
rice,ask_alpha=0.0,0.6577796016982614,1.721959885023998,-6.2698734069149715,0.8344575580542155,5.205878164742561
rice,rebuild_lambda=0.0,0.64373960140492,1.326125638660571,-27.816016464135696,0.844053179929444,6.415665069033061
