crop,kind,p0,max_jump,step,ratio,y1_min,y1_max,scored_from,corr_2011,corr_2012,corr_2013,spread
wheat,transient,211.44496765129992,19.130573039705695,19.0,1.087307535655656,185.02450057112765,256.53272283913464,,,,,
maize,transient,134.43504026267473,298.44696049989943,21.0,4.125129218051384,91.58123122684347,393.94603899432104,,,,,
rice,transient,342.43573145591,10.754848577207326,19.0,0.966911155219038,307.0592422195837,369.5514755973853,,,,,
wheat,stability,,,,,,,2006.0,0.7198612368258547,0.7193251294849982,0.7142699166013157,0.005591320224539009
wheat,stability,,,,,,,2007.0,0.6891173041520676,0.687164186299544,0.6839669781256331,0.005150326026434504
maize,stability,,,,,,,2006.0,0.7115343015231028,0.2755776215147246,0.8324447706673131,0.5568671491525885
maize,stability,,,,,,,2007.0,0.6524098730439284,0.07931973710527603,0.8138091834161844,0.7344894463109083
rice,stability,,,,,,,2006.0,0.6777409747204022,0.6775903385536837,0.6780424972459914,0.00045215869230774697
rice,stability,,,,,,,2007.0,0.542489890720031,0.5422957773854358,0.5430277449853541,0.0007319675999183373
