year,scenario,region,production,consumption,exports,S_producer,S_consumer
2007,harvest_amis,Australia,9.1924734,3.4889452,3.6531407,3.5851504,3.7342671000000003
2008,harvest_amis,Australia,13.9628685,3.6387055999999993,7.005177099999999,6.878897,3.7127695
2009,harvest_amis,Australia,15.2713501,3.8683553,10.9189008,7.335699300000001,3.7675927000000002
2010,harvest_amis,Australia,18.5777888,4.422995299999999,10.427634300000001,10.9251557,4.0216795
2011,harvest_amis,Australia,20.945409400000003,5.6624159,14.458735399999998,11.757399600000001,3.9119827000000003
2012,harvest_amis,Australia,17.5334134,6.416209800000001,14.168199000000001,8.7513854,3.8451474
2000,harvest_amis,Turkey,16.9250919,18.251914299999996,1.4585098,6.378768,1.2154498
2001,harvest_amis,Turkey,16.9250919,18.2164981,1.6395809,6.2987641000000005,1.2158642
2002,harvest_amis,Turkey,16.9250919,18.160532200000002,1.9139271999999998,6.1684825000000005,1.2167226
2003,harvest_amis,Turkey,16.9250919,18.142838400000002,1.8451203,6.297516300000001,1.2167102
2004,harvest_amis,Turkey,16.9250919,18.1416999,2.0124676999999997,6.087250500000001,1.2165174
2005,harvest_amis,Turkey,18.387366300000004,18.1229295,1.8988297,7.623869300000001,1.2182689
2006,harvest_amis,Turkey,17.0411061,18.1989852,2.8744099,5.876311800000001,1.2168141000000001
2007,harvest_amis,Turkey,14.6097194,17.731097000000002,4.3313299,2.6617925000000002,1.2097102
2008,harvest_amis,Turkey,15.0026875,16.141693,3.7955146,2.1953229999999997,1.1521566
2009,harvest_amis,Turkey,17.302092700000003,17.768287400000002,2.077529,5.7568209,1.1771257000000002
2010,harvest_amis,Turkey,16.458305499999998,18.1685495,2.7937725,4.5670639,1.2077916
2011,harvest_amis,Turkey,18.183717,16.839137299999997,2.4818563,6.6932275,1.2169399
2012,harvest_amis,Turkey,16.7305703,18.256494200000002,1.9064423,6.4474925,1.2192611
2000,harvest_amis,Rest of Oceania,0.2617847,0.8810396,0.0,0.112248,0.2309243
2001,harvest_amis,Rest of Oceania,0.26178440000000003,0.8769758999999999,0.0,0.11313110000000001,0.2325181
2002,harvest_amis,Rest of Oceania,0.26178440000000003,0.8693827,0.0,0.0995964,0.20095310000000002
2003,harvest_amis,Rest of Oceania,0.26178440000000003,0.8701093,0.0,0.1094679,0.2261979
2004,harvest_amis,Rest of Oceania,0.2617625,0.8671831,0.0,0.09716419999999999,0.193373
2005,harvest_amis,Rest of Oceania,0.24582659999999998,0.8667633000000001,0.0,0.0992537,0.21470720000000001
2006,harvest_amis,Rest of Oceania,0.2130541,0.7880986000000001,0.0,0.016295999999999998,0.0793116
2007,harvest_amis,Rest of Oceania,0.2300947,0.6364347,0.0,0.048283,0.1214713
2008,harvest_amis,Rest of Oceania,0.2460458,0.6656011,0.0,0.0649293,0.1438588
2009,harvest_amis,Rest of Oceania,0.26637400000000006,0.7584601000000001,0.0,0.0769128,0.1408669
2010,harvest_amis,Rest of Oceania,0.2937096,0.8688111000000001,0.0,0.1356734,0.2371674
2011,harvest_amis,Rest of Oceania,0.2719067,0.8569516,0.0,0.1126488,0.2279794
2012,harvest_amis,Rest of Oceania,0.2953005,0.8730704000000001,0.0,0.1330395,0.2272298
