"","ARM","AFG","ALB","DZA","ATG","ARG","AUS","AUT","BHS","BHR","BRB","BGD","BMU","BTN","BOL","BWA","BRA","ARB","BLZ","SLB","BRN","BGR","MMR","BDI","CMR","CAN","CPV","CAF","LKA","TCD","CHL","CHN","COL","COM","COG","COK","CRI","CUB","CYP","AZE","BEN","DNK","DMA","DOM","BLR","ECU","EGY","SLV","GNQ","EST","FRO","FJI","FIN","FRA","PYF","DJI","GEO","GAB","GMB","DEU","BIH","GHA","KIR","GRC","GRL","GRD","GTM","GIN","GUY","HTI","HND","HKG","HUN","HRV","ISL","IND","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","KAZ","JAM","JPN","JOR","KGZ","KEN","KHM","PRK","KOR","KWT","LVA","LAO","LBN","LSO","LBR","LBY","LTU","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MAR","MOZ","MDA","NAM","NPL","NLD","ANT","NCL","MKD","VUT","NZL","NIC","NER","NGA","NOR","PAK","PAN","CZE","PNG","PRY","PER","PHL","POL","PRT","GNB","TLS","ERI","QAT","ZWE","ROU","RWA","RUS","KNA","LCA","VCT","STP","SAU","SEN","SYC","SLE","SVN","SVK","SGP","SOM","ZAF","ESP","SUR","TJK","SWZ","SWE","CHE","SYR","TKM","TWN","TZA","THA","TGO","TON","TTO","OMN","TUN","TUR","ARE","UGA","TUV","GBR","UKR","USA","BFA","URY","UZB","VEN","VNM","ETH","YEM","COD","ZMB","BEL","LUX","SRB","MNE","SDN","SSD","PSE"
"ARM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560880000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14160000,0,0,0,0,1845000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AFG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7470000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14560000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3045500000,0,0,0,0
"DZA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14760000,190355000,74715000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296710000,0,0,0,0,0,0,0,0,0,1845000,0,0,0,191100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83025000,0,0,0,22140000,0,0,0,0,0,0,0,0,0,0,0,64575000,0,0,0,0,0,0,11070000,0,174935000,0,0,0,16605000,0,0,0,0,0,0,0,0,0,0,0,9087985000,0,0,0,4335000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337635000,0,0,0,0,0,0,0,14220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18420830000,0,0,0,0,6225000,0,0,0,0,0,0,0,0,0,244185000,0,80550000,0,0,0,0,0,0
"ATG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARG",0,0,24075000,481955320000,4335000,0,102765000,1245000,18450000,16537335000,36900000,271882680000,0,0,589453095000,5535000,20976434910000,0,12845000,0,0,932160000,0,0,218400000,2285935000,0,0,0,141295000,1762703340000,27675000,1009274350000,0,222780235000,0,256455000,305735675000,39480000,0,0,5535000,33300000,1054725000,12845000,217050780000,96442500000,439055000,161980000,114450000,0,1845000,0,225335000,0,12915000,0,69920000,4701485000,5510000,0,0,0,45615000,0,39060000,94100000,0,26475000,63031620000,535050000,37125000,0,0,0,496656275000,404460000,0,0,0,2036340000,413445000,35093660000,0,151175000,35055000,88560000,0,414260455000,0,0,12865000,48882570000,23655000,0,46125000,0,0,32700000,8715000,0,44583455000,94881050000,310364490000,0,0,0,5.344e+10,3022155000,1314390000,38745000,80552625000,507704330000,0,728480000,0,789910000,0,0,0,0,17895000,35745000,0,625830830000,2279550000,0,1628900000,29880000,0,52896020000,1740713840000,1303870000,0,78915000,0,0,7280000,0,0,0,5.01e+09,76740000,12845000,42435000,16605000,0,3.7575e+10,55303295000,0,22167245000,0,0,22140000,0,1454030940000,1242460000,499680000,0,0,0,0,0,0,0,445834890000,1245000,1845000,0,564375000,201730990000,0,0,230373940000,50016500000,0,19604370000,0,13327130000,0,107972160000,0,178279230000,222907180000,0,375709920000,425087160000,0,4871010000,0,0,0,0,0,0
"AUS",0,0,0,0,0,0,0,0,0,9339225000,0,98371130000,0,0,0,0,181665000,0,0,36654095000,452955000,0,266124295000,0,0,1042285000,0,0,2196620000,0,16605000,539618175000,0,0,0,990095000,0,0,49815000,0,0,0,0,0,0,0,2470886870000,0,0,0,0,468433645000,0,32760000,6599630000,0,0,0,5535000,80570000,0,0,8684295000,0,0,0,0,0,0,0,0,27908440000,0,0,0,2828073840000,8149937825000,777056010000,773126500000,105165000,536010000,645115540000,0,0,0,3451530290000,0,0,0,89403625000,0,3117433070000,907204060000,0,0,48517005000,0,0,0,0,0,0,0,2079800950000,399905000,38220000,47970000,80160000,64727335000,0,0,0,0,0,9225000,0,416235000,0,108612805000,0,2902945000,1216110825000,0,0,107234040000,31255000,162043670000,0,0,495545395000,0,0,296990640000,3690000,0,0,59040000,0,212598470000,0,0,0,99460000,0,0,0,0,485190000,0,123580000,0,0,0,200105380000,0,5053010000,11030000,0,0,0,3321005000,31365000,0,0,378587500000,0,914868325000,0,1891355000,0,86260510000,0,7380000,767379110000,0,906360000,27014395000,7340000,8167050000,0,0,0,1.67e+09,1681917940000,0,1379779050000,0,0,9520485000,0,0,0,0,0,0
"AUT",11070000,7380000,309950000,65876490000,0,0,197415000,0,0,16580000,0,0,0,0,0,0,1845000,0,0,0,0,450220000,0,0,0,903390000,0,0,0,0,0,49715000,0,0,0,0,0,0,73845000,182655000,0,15329840000,0,20295000,62400000,0,129150000,5535000,0,118080000,0,0,959110000,28636525000,0,0,154380000,0,18440000,459188865000,23132830000,0,0,18154715000,0,0,7380000,0,0,0,0,40165000,57022110000,17548950000,5505000,0,0,9225000,0,5793790000,54286690000,1473132760000,0,3690000,0,348705000,11070000,0,0,0,0,0,20295000,6780000,0,12915000,0,0,197415000,199020000,0,0,0,47470000,0,0,212785000,0,0,105165000,0,0,0,40140000,0,0,30133615000,0,0,9279960000,0,5535000,0,0,0,3331665000,0,0,51860815000,0,0,25830000,1845000,25472735000,2917905000,0,0,0,0,0,9073295000,0,2474470000,0,0,0,0,0,0,0,0,84723690000,10476335000,49815000,0,346735000,3927800000,0,0,0,3053425000,137210645000,12790000,0,53505000,0,0,0,0,0,0,0,3690000,726580000,0,0,17885970000,134550000,4014275000,0,7380000,0,0,0,0,19225390000,0,0,4931165000,64330000,8213215000,142065000,0,0,0
"BHS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429770000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BHR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25690000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16605000,0,0,0,0,0,0,0,0,0,0,0,101620000,0,0,0,0,0,0,0,0,9347795000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245000,0,0,3690000,0,0,0,0,5505000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
