crop,country,exports_MMT,revenue_at_world_p,revenue_at_own_q,rel_err,mean_q_over_p
wheat,USA,131.67399747314377,44795.47288518914,49091.19751336917,-0.08750498756951608,1.1198978185260071
wheat,Russia,59.70433962927826,19233.00969990598,19966.98783674911,-0.03675958250909783,1.0459771864321685
wheat,EU,56.870971147328824,19763.852870270137,21062.10241516395,-0.061639124115127286,1.0449538787794297
wheat,Ukraine,16.606127399707688,5277.843627764405,5414.351684661723,-0.025212262676624908,1.0180069569925445
wheat,Kazakhstan,30.81103690699895,9782.839595245794,9705.466579742257,0.007972106736736873,1.0075104334538658
wheat,Canada,70.39496777050118,22659.070269063614,23122.46024868591,-0.02004068661545788,1.0450292550800226
wheat,Australia,60.02030914211648,19844.182671680115,22047.140398471325,-0.09992033828314328,1.1011470740055076
wheat,Argentina,50.98298435154476,16370.469361610763,17679.169244391785,-0.07402496490021271,1.127830566248613
wheat,India,15.259861696409729,4049.1083608374342,3749.664209264536,0.07985892465598443,0.9934226574217194
wheat,China,29.56140896448616,10618.320428244104,10808.10141988945,-0.01755914237593148,1.0153516769887165
wheat,Egypt,0.03750205035765623,13.665059952915662,13.002451382282526,0.05096028057724733,0.9623003596628419
wheat,Mexico,1.0673831740863717,388.4021155681255,375.4814705008571,0.03441087265913145,0.9888442237378621
wheat,RestOfWorld,0.3915974871337813,143.4958874874564,144.32475400231687,-0.0057430654955223925,1.000700851176192
wheat,__WORLD_q_dispersion__,523.3824871930935,172939.73283281998,183179.45022627467,-0.0558999242590037,0.06050343767878237
maize,USA,265.64477758244664,52390.048136394464,46090.80846907677,0.13667019252968782,0.9462739928423605
maize,Russia,0.3822387328679343,75.64781702243188,61.409647637326465,0.23185557860864625,0.8384589526861536
maize,EU,1.1238830460363312,276.6771238095657,252.62454369635606,0.09521078103210678,0.924725888857958
maize,Ukraine,6.71380556423901,1349.7787157172265,1030.652053683159,0.3096356921752885,0.8309626949381422
maize,Kazakhstan,0.0259879687794059,5.632187366850807,4.636681978250128,0.21470210665092448,0.841931332158912
maize,Canada,0.5581388409051973,151.37998638922673,151.98357286313296,-0.003971392845526722,0.9474810649521548
maize,Australia,0.040582550162556214,8.199200207097777,6.92211008438637,0.18449433874101961,0.8626161202736414
maize,Argentina,53.398447374800796,10562.511821899743,9809.857731775834,0.07672426152378664,0.9569605638045647
maize,Brazil,41.13827440600811,7837.107757796655,6399.055992615623,0.22472873605739885,0.8556181633693416
maize,India,8.322782742460156,1657.8325197159506,1571.0282466515375,0.0552531587190912,0.9785926392595363
maize,Thailand,0.9446015057008458,205.631064057306,183.0302005451303,0.12348160819833076,0.8972408445328309
maize,Vietnam,0.0004916658726981418,0.142656272858433,0.13703775255680534,0.040999798937148,0.9439901538572468
maize,China,20.815308783849563,4334.038845903682,3570.199286335141,0.21394871779066227,0.8540011455485148
maize,Egypt,0.0003417099020762432,0.04238556330489614,0.04070692405868933,0.041237192075398,0.937183701781321
maize,Indonesia,0.4573232916172189,82.82115063474582,69.83729205831177,0.18591583656469624,0.8661245548117464
maize,Mexico,5.02549184515665e-06,0.0004602618622740053,0.0004347712839629044,0.05862985724070002,0.94461347867856
maize,Nigeria,0.05638450857514615,14.090293863598065,11.827097370693362,0.19135688343217083,0.8636547857193682
maize,RestOfWorld,0.0057339507006766354,0.9522440720632266,0.94566857488303,0.00695327872242113,0.9774237105859603
maize,__WORLD_q_dispersion__,399.62910925041626,78952.53436694863,69214.99677439444,0.14068537233763934,0.06202938351508232
rice,USA,6.11235073578829,4231.985323874895,4793.927148422376,-0.11721951693246113,1.079975741917799
rice,Russia,0.004541020619855044,2.6918650246707796,2.7152369575984654,-0.008607695494966094,1.0239327534235811
rice,EU,0.03053520595984131,18.283401532451492,18.615767382960634,-0.017853996758326662,1.0273999926319046
rice,Ukraine,0.00032348685978868073,0.1808285936530093,0.18063215826660617,0.0010874884532641182,1.0184937064486865
rice,Kazakhstan,0.010684405479054623,7.10841623812296,7.749962768575871,-0.08278059516030445,1.03341108760696
rice,Australia,0.21216896125292445,143.34264183052855,198.9742128541075,-0.27959186381789736,1.32594602164031
rice,Argentina,3.093664105954889,1818.5827965080757,2338.75936633975,-0.2224156009028715,1.2926515992830427
rice,Brazil,18.26853938516682,10288.80651164215,14089.429238417422,-0.2697499424896628,1.3459171233272151
rice,India,10.44556951809165,7067.034429243238,8136.321471326688,-0.1314214348402699,1.1248262222928658
rice,Thailand,45.26336584937339,29567.672719397186,34361.3641485393,-0.13950818158498213,1.1029698115513409
rice,Vietnam,5.039603878568118,3379.8928852215386,3684.5457531028414,-0.08268396928569766,1.0595327002420327
rice,China,2.3142771056711218,1328.849061122855,1329.6850663321009,-0.000628724222309307,1.0248872428421476
rice,Egypt,0.6098142070193703,329.56966445782996,334.7799414476674,-0.015563289028927452,1.0375544381410475
rice,Indonesia,28.53352626920598,16330.225002450228,19110.167980370894,-0.1454693114563984,1.1554975976935051
rice,Nigeria,0.002090611930625495,1.156161940285918,1.1763601904311205,-0.017170123835795637,1.0078745695154212
rice,RestOfWorld,5.014434765279423,3554.0357471857365,3748.806539329537,-0.051955413036233855,1.0515641520143593
rice,__WORLD_q_dispersion__,124.95548951222113,78069.41745626344,92157.1988259405,-0.15286685738229733,0.02224441014836957
