crop,floor,floor_frac,s,resp_shortfall_pct,resp_surplus_pct,asym_ratio,frac_exporter_steps_at_floor_surplus
wheat,shipped_0.45,0.45,0.02,10.374474459593985,-8.898361043970981,1.0591700884628128,0.0
wheat,shipped_0.45,0.45,0.05,28.77855617520433,-20.385034942965994,1.1094715273301798,0.0
wheat,shipped_0.45,0.45,0.1,70.15555862517988,-33.33954575571033,1.3106448197115574,0.14660493827160495
wheat,shipped_0.45,0.45,0.2,231.9608460246321,-44.370577250000466,2.045921392554283,0.36689814814814814
wheat,logsym_0.357,0.35714285714285715,0.02,10.374474459593985,-8.898361043970981,1.0591700884628128,0.0
wheat,logsym_0.357,0.35714285714285715,0.05,28.77855617520433,-20.385034942965994,1.1094715273301798,0.0
wheat,logsym_0.357,0.35714285714285715,0.1,70.15555862517988,-34.279228843725505,1.2663164992674183,0.0
wheat,logsym_0.357,0.35714285714285715,0.2,231.9608460246321,-49.576805497344026,1.7523202990515154,0.24305555555555555
wheat,wide_0.20,0.2,0.02,10.374474459593985,-8.898361043970981,1.0591700884628128,0.0
wheat,wide_0.20,0.2,0.05,28.77855617520433,-20.385034942965994,1.1094715273301798,0.0
wheat,wide_0.20,0.2,0.1,70.15555862517988,-34.279228843725505,1.2663164992674183,0.0
wheat,wide_0.20,0.2,0.2,231.9608460246321,-52.27200522187694,1.6221773653198017,0.0
wheat,none_0.01,0.01,0.02,10.374474459593985,-8.898361043970981,1.0591700884628128,0.0
wheat,none_0.01,0.01,0.05,28.77855617520433,-20.385034942965994,1.1094715273301798,0.0
wheat,none_0.01,0.01,0.1,70.15555862517988,-34.279228843725505,1.2663164992674183,0.0
wheat,none_0.01,0.01,0.2,231.9608460246321,-52.27200522187694,1.6221773653198017,0.0
maize,shipped_0.45,0.45,0.02,5.848716713225199,-5.443420443240954,1.0155235782855692,0.019675925925925927
maize,shipped_0.45,0.45,0.05,16.5318806480524,-13.001390404258872,1.0984839619742977,0.036265432098765434
maize,shipped_0.45,0.45,0.1,38.8112084247106,-21.551282246932125,1.351095030589283,0.279320987654321
maize,shipped_0.45,0.45,0.2,107.92449202541445,-30.24929816717643,2.0319767816490026,0.4652777777777778
maize,logsym_0.357,0.35714285714285715,0.02,5.848661107625341,-5.414142343084716,1.0211623840473674,0.0
maize,logsym_0.357,0.35714285714285715,0.05,16.53181943025659,-12.821184295370724,1.1150462025323553,0.0
maize,logsym_0.357,0.35714285714285715,0.1,38.81113550289585,-23.20972423871921,1.2417788983174758,0.0
maize,logsym_0.357,0.35714285714285715,0.2,107.9243827962574,-37.07832203435041,1.5800491459376216,0.27044753086419754
maize,wide_0.20,0.2,0.02,5.848661107625341,-5.414142343084716,1.0211623840473674,0.0
maize,wide_0.20,0.2,0.05,16.53181943025659,-12.821184295370724,1.1150462025323553,0.0
maize,wide_0.20,0.2,0.1,38.81113550289585,-23.20972423871921,1.2417788983174758,0.0
maize,wide_0.20,0.2,0.2,107.9243827962574,-38.555184369986264,1.5029940660121521,0.0
maize,none_0.01,0.01,0.02,5.848661107625341,-5.414142343084716,1.0211623840473674,0.0
maize,none_0.01,0.01,0.05,16.53181943025659,-12.821184295370724,1.1150462025323553,0.0
maize,none_0.01,0.01,0.1,38.81113550289585,-23.20972423871921,1.2417788983174758,0.0
maize,none_0.01,0.01,0.2,107.9243827962574,-38.555184369986264,1.5029940660121521,0.0
rice,shipped_0.45,0.45,0.02,10.826426971977,-9.420422888489243,1.038948845216135,0.0
rice,shipped_0.45,0.45,0.05,30.50236404481992,-20.962422849898175,1.1316675559140674,0.0
rice,shipped_0.45,0.45,0.1,72.76170836910778,-35.15950049432579,1.2619871698258915,0.0
rice,shipped_0.45,0.45,0.2,171.35813154264815,-51.74948146131653,1.3698121935855545,0.33719135802469136
rice,logsym_0.357,0.35714285714285715,0.02,10.826426971977,-9.420422888489243,1.038948845216135,0.0
rice,logsym_0.357,0.35714285714285715,0.05,30.50236404481992,-20.962422849898175,1.1316675559140674,0.0
rice,logsym_0.357,0.35714285714285715,0.1,72.76170836910778,-35.15950049432579,1.2619871698258915,0.0
rice,logsym_0.357,0.35714285714285715,0.2,171.35813154264815,-53.743381342735894,1.294829817546099,0.005787037037037037
rice,wide_0.20,0.2,0.02,10.826426971977,-9.420422888489243,1.038948845216135,0.0
rice,wide_0.20,0.2,0.05,30.50236404481992,-20.962422849898175,1.1316675559140674,0.0
rice,wide_0.20,0.2,0.1,72.76170836910778,-35.15950049432579,1.2619871698258915,0.0
rice,wide_0.20,0.2,0.2,171.35813154264815,-53.74636822604108,1.2947213750020958,0.0
rice,none_0.01,0.01,0.02,10.826426971977,-9.420422888489243,1.038948845216135,0.0
rice,none_0.01,0.01,0.05,30.50236404481992,-20.962422849898175,1.1316675559140674,0.0
rice,none_0.01,0.01,0.1,72.76170836910778,-35.15950049432579,1.2619871698258915,0.0
rice,none_0.01,0.01,0.2,171.35813154264815,-53.74636822604108,1.2947213750020958,0.0
