crop,leg,p0,ask_floor,frac_exporter_steps_at_floor,mean_ask,mean_p_trade
wheat,surplus,213.5463324652778,96.09584960937501,0.14660493827160495,123.71774885413156,101.17597574894098
wheat,base,213.5463324652778,96.09584960937501,0.0,175.9776166249138,154.56489961383087
wheat,shortfall,213.5463324652778,96.09584960937501,0.0,314.50281040795306,279.74039184558495
maize,surplus,135.44442165709597,60.94998974569319,0.279320987654321,73.41261125953949,61.77010418235281
maize,base,135.44442165709597,60.94998974569319,0.0007716049382716049,88.66673340562448,76.6272160918417
maize,shortfall,135.44442165709597,60.94998974569319,0.0,122.75371538693608,110.0900057191996
rice,surplus,338.990734667104,152.5458306001968,0.0,220.55543519451155,196.01583970556143
rice,base,338.990734667104,152.5458306001968,0.0,324.60038635229444,322.242193750547
rice,shortfall,338.990734667104,152.5458306001968,0.0,559.0959595123051,600.3836286746312
