crop,mode,s,log_p,mean_p,mean_drawdown,mean_u_anom,mean_ratio,mean_p_trade,mean_free,mean_excess_cap
maize,twosided,0.01,4.62479541416905,102.07860153452718,1.8726332001246295,0.07533373450629217,1.3739988446761509,74.3263161144791,209.98326509062358,23.40791500155787
maize,twosided,-0.01,4.6811510392938445,108.01407977310042,1.6918780826675441,0.08211544750623295,1.4275710547536944,79.01053323630977,202.58645884721602,21.1484760333443
maize,twosided,0.02,4.596485684661944,99.22533608233765,1.969375586760756,0.07182337188214422,1.3477472313392536,72.08866614461523,213.82576783520935,24.61719483450945
maize,twosided,-0.02,4.7098502970646825,111.17494922550958,1.6090601218974843,0.08553620657709127,1.4545422059026063,81.52382079586992,199.0742890234329,20.11325152371855
maize,twosided,0.05,4.512281883626723,91.21239077433154,2.269938826931377,0.061550589260808,1.2772075031261998,65.71280986302426,225.12037902909398,28.374235336642204
maize,twosided,-0.05,4.806004371871102,122.44218542015683,1.3746650154991322,0.10572390251877746,1.5393797159155784,90.10079568442781,188.97463673042844,17.183312693739154
maize,twosided,0.1,4.40832369071343,82.19414570507196,3.008075678959267,0.03685105077643047,1.1285374799794763,61.71712560468753,252.07225549459858,37.60094598699083
maize,twosided,-0.1,4.980954198924322,146.0702275303979,0.9753130373528928,0.123422694186919,1.721826385862178,110.0900057191996,171.56969448177577,12.191412966911159
maize,twosided,0.2,4.2819677236926745,72.40207095191677,5.028302781343987,-0.013823004122048196,0.8930848808351984,60.99529529910351,313.4060485649223,62.85378476679983
maize,twosided,-0.2,5.385014396457845,220.41924393164763,0.41210322092261653,0.18222610833218833,2.3016496233701513,168.8708051169717,140.56123180020742,5.151290261532707
rice,onesided,0.0,5.817149429244064,336.8710893912282,1.637139325038424,0.0006604716078649035,1.100224341733903,322.242193750547,25.30872533445235,20.464241562980302
rice,onesided,0.005,5.79171195110068,328.43027981017656,1.6537166670501708,0.0002577348108451771,1.087223702418907,312.6020884543739,25.53991760740907,20.671458338127138
rice,onesided,-0.005,5.842835516736723,345.65071899522974,1.621010897121223,0.0012447188416761779,1.1133579750484308,332.2462905935962,25.08350192283152,20.262636214015284
rice,onesided,0.01,5.766764761412837,320.38973965463646,1.670673286823564,0.00034263347937103783,1.0732779790048383,303.4298236284141,25.783417102099705,20.883416085294556
rice,onesided,-0.01,5.8686924291661,354.74214085250486,1.6054978370527972,0.002163498850196503,1.1264597772787597,342.5643055224359,24.865990303876217,20.068722963159964
rice,onesided,0.02,5.718208012699161,305.37204754027226,1.7060704110930185,0.0009034808531930121,1.0453693601232554,286.37391588469063,26.314745283798583,21.32588013866273
rice,onesided,-0.02,5.91994449970744,373.5329427951592,1.5775582565492716,0.004695805689969118,1.149205006733909,364.0847010727892,24.50038031688078,19.719478206865897
rice,onesided,0.05,5.581902642760447,267.0036455399821,1.8223968181226802,0.002279049542355483,0.9549237894932808,244.8115004464032,28.250165229894947,22.7799602265335
rice,onesided,-0.05,6.083370585140617,440.7358914315202,1.508987387036855,0.018250549849055126,1.212682236278287,439.93132597951984,23.705724418251407,18.862342337960683
rice,onesided,0.1,5.383909643759324,219.84407530848353,2.03547758453027,0.004490093126417057,0.8230236284411122,196.01583970556143,31.838044192732426,25.443469806628375
rice,onesided,-0.1,6.363892479983927,586.5307016323086,1.3772396112303718,0.031254251416986074,1.4323279327813303,600.3836286746312,21.725720424893336,17.215495140379645
rice,onesided,0.2,5.088385817898939,164.24416313027018,2.637253313236648,0.00023379724063851635,0.5606419557001154,153.86607687276705,43.201204413509764,32.965666415458095
rice,onesided,-0.2,6.8154187103060595,932.3492025702999,0.9738419604199162,0.07321418285350616,2.838816604716898,926.8830776447494,12.14851739242882,12.173024505248952
rice,twosided,0.0,5.816858133721623,336.79519662307234,1.6364266609224793,-0.0002848000780741247,1.1015177618511196,322.265048403651,25.299705260545384,20.455333261530992
rice,twosided,0.005,5.791347447254864,328.33375023479226,1.6528360047084414,-0.0009266534343121852,1.088998480194797,312.6203844748811,25.527747549345275,20.66045005885552
rice,twosided,-0.005,5.842579988629875,345.587699733077,1.6203563730133588,0.00033875161978786744,1.1145854583470607,332.2782376306473,25.07564847472325,20.254454662666987
rice,twosided,0.01,5.766141917492244,320.2342619106259,1.6693656471638239,-0.0017854840448138932,1.0779098063817572,303.34679534525645,25.758099419268166,20.867070589547797
rice,twosided,-0.01,5.868420144973736,354.67867638443204,1.6047306662697236,0.0011177362094239127,1.127877121095585,342.61098385565265,24.857189412924075,20.059133328371548
rice,twosided,0.02,5.717006784497193,305.11878969272,1.7035118936968228,-0.00387813572560373,1.056438650611223,286.1339701344834,26.259161785585018,21.293898671210282
rice,twosided,-0.02,5.919525114534241,373.4393481731354,1.5765408558006433,0.0030830449307794796,1.1512639353519123,364.1678830080248,24.49045287816648,19.70676069750804
rice,twosided,0.05,5.578814458539796,266.48921709744246,1.8163613803397425,-0.010259357407080937,0.9803183629476863,244.10465372269095,28.10259583993319,22.70451725424678
rice,twosided,-0.05,6.081100899714869,440.11631048969394,1.5039819597628103,0.010951291706519805,1.223821830915668,439.83864912225243,23.636577112174024,18.799774497035134
rice,twosided,0.1,5.378869661545618,219.2814767109468,2.0266125455210506,-0.01998346099309251,0.8622068079489354,194.84884377342516,31.55161585549426,25.33265681901314
rice,twosided,-0.1,6.361242741002506,585.7636061189891,1.3717995389843607,0.01911739828354939,1.4500146486292713,600.6663816316226,21.621353726098743,17.14749423730451
rice,twosided,0.2,5.05489912465796,158.82039125985182,2.5788923541373983,-0.06440242242924475,0.587128672358231,152.69581670518534,41.76950273041428,32.23615442671748
rice,twosided,-0.2,6.814228833025591,931.5683932743668,0.9727913850811563,0.0697775657330451,2.843124875956008,926.548200727726,12.121816383613321,12.159892313514455
