crop,mode,s,log_p,mean_p,mean_drawdown,mean_u_anom,mean_ratio,mean_p_trade,mean_free,mean_excess_cap
wheat,onesided,0.0,5.24320902825611,189.61812518795534,0.9064670230454671,0.03824139943959056,1.1469939612757132,154.56489961383087,118.43849229070814,11.330837788068338
wheat,onesided,0.005,5.2194129009521575,185.12332181818462,0.9317094817071473,0.03502544326707958,1.1335938201977982,150.50652451865497,119.49486073672308,11.646368521339346
wheat,onesided,-0.005,5.267566316543813,194.33822406235603,0.8815115946729373,0.04150108455960357,1.161063821684067,158.82404545635742,117.36741219436463,11.018894933411715
wheat,onesided,0.01,5.19614038442331,180.83673772574366,0.9579412345089384,0.031726958209412945,1.120488092771407,146.70466747685248,120.56018720270329,11.97426543136173
wheat,onesided,-0.01,5.29212813875984,199.22102091064542,0.8566681570449548,0.04468035871948392,1.1762969583930263,163.19833537764518,116.25934882644556,10.708351963061936
wheat,onesided,0.02,5.150014637107874,172.65312130339075,1.011171589823106,0.02507877299145758,1.0969453384990737,139.34968033019973,122.58518137466642,12.639644872788823
wheat,onesided,-0.02,5.341917739772825,209.4992291755785,0.8087116468952478,0.05072752643526002,1.2073694738975773,172.6263911080041,114.10652675344438,10.108895586190597
wheat,onesided,0.05,5.015240920677034,150.8514667623099,1.197276999373677,0.011772103603250999,1.0118800923510542,120.11087279870588,130.52446830340241,14.965962492170958
wheat,onesided,-0.05,5.496133152754438,244.96434769748456,0.674371554662382,0.07077196682907409,1.3121380198801063,204.6406350827618,107.88240789527809,8.429644433279774
wheat,onesided,0.1,4.837650729470174,126.32862158525116,1.6103929816187283,0.005908324213183319,0.8562798900542724,101.17597574894098,149.07316553140697,20.1299122702341
wheat,onesided,-0.1,5.774751911650928,326.15690301609135,0.4942059779491097,0.10051272643510724,1.54018696866086,279.74039184558495,98.65610878079836,6.177574724363871
wheat,onesided,0.2,4.656751089706012,105.50710924424709,3.0276931170880874,0.0015245547782403888,0.5965828046200418,96.35314580065328,204.33971501366457,37.84616396360108
wheat,onesided,-0.2,6.443055870569039,682.255743731687,0.21315378075004243,0.15439202200019211,3.408839668577958,515.5698489645614,78.54205897630774,2.6644222593755305
wheat,twosided,0.0,5.242977811637936,189.58099294158703,0.9062432805414149,0.03790754487263987,1.147389707439168,154.54309539592023,118.41738964025372,11.328041006767686
wheat,twosided,0.005,5.219269734183622,185.10039535785336,0.9315775094661634,0.03483434108233312,1.1338183301607823,150.4919540050115,119.48266315205778,11.644718868327042
wheat,twosided,-0.005,5.2671966354584745,194.27709789893765,0.8811693627982692,0.040995005433861205,1.1616359334121207,158.78751023413454,117.33710522538642,11.014617034978365
wheat,twosided,0.01,5.196063419112774,180.82436905920008,0.9578766729168381,0.031635133760914966,1.120586308214475,146.69644711600753,120.55459503660984,11.973458411460477
wheat,twosided,-0.01,5.291658608549236,199.14250109299678,0.856253713915922,0.044003576432082005,1.1770581543004688,163.15497177093917,116.22060015501386,10.703171423949025
wheat,twosided,0.02,5.150058484108272,172.66112337818177,1.0111804887981457,0.025064933656340712,1.096970602399968,139.3594366863908,122.5844387367877,12.639756109976823
wheat,twosided,-0.02,5.341199369135467,209.3748248407327,0.8081282597921401,0.04968878843670363,1.2084897820210552,172.55820775851157,114.0537075370943,10.101603247401751
wheat,twosided,0.05,5.0134182449185625,150.61755336007906,1.1919802206783114,0.008939108309064728,1.0183423592674574,119.86990948115131,130.04519594989424,14.899752758478892
wheat,twosided,-0.05,5.494739949839527,244.69380317547083,0.6734718162034673,0.06895243456314208,1.3142715478178706,204.4163016048722,107.79851478760934,8.418397702543343
wheat,twosided,0.1,4.8170130771270125,123.95478336837142,1.5612040359845756,-0.02400890877465955,0.8911376536575965,100.66239793928064,144.97931167151458,19.515050449807195
wheat,twosided,-0.1,5.77279359532708,325.75371553006727,0.4930923110446193,0.09674358420723221,1.544783138210347,279.4872532559762,98.5661453014502,6.163653888057741
wheat,twosided,0.2,4.551689544697516,95.68162912270697,2.719857457303769,-0.13103319802289867,0.6457640382834958,96.19824895349787,191.04011223797352,33.99821821629711
wheat,twosided,-0.2,6.439456577723223,681.7056024352487,0.2117254715341127,0.1432438770051114,3.456554514547591,514.7898967395085,78.23754567597133,2.6465683941764087
maize,onesided,0.0,4.65300958776059,105.00672205110907,1.7817110780099454,0.07885613188445441,1.4003954013852213,76.6272160918417,206.26323077255543,22.271388475124315
maize,onesided,0.005,4.6391478762901945,103.55752708271939,1.8276849136941404,0.077262299782508,1.3868592032324372,75.48445163164145,208.1509076036914,22.846061421176753
maize,onesided,-0.005,4.66707527676622,106.4986450768716,1.7361906748720628,0.08053766282843315,1.414047881877922,77.80220683919917,204.40106888568093,21.702383435900785
maize,onesided,0.01,4.625266957031554,102.1268134193629,1.8745608926495967,0.07573297512726783,1.3732715458835463,74.35410576365443,210.08097923988808,23.43201115811996
maize,onesided,-0.01,4.681172843361763,108.01640259537908,1.6919937234132643,0.08213837931617253,1.4275204055914894,79.01182128991992,202.5924643456359,21.149921542665805
maize,onesided,0.02,4.5970377825759625,99.2806499789616,1.974006727730889,0.07242113191280845,1.345966171572887,72.12414800106924,214.0626106188818,24.675084096636112
maize,onesided,-0.02,4.709850275644786,111.17494506951107,1.6090594058079197,0.08553623817464233,1.454542701909297,81.52380507831867,199.0742381968141,20.113242572598992
maize,onesided,0.05,4.513731538641227,91.34807356392282,2.280226068622079,0.06288266087424148,1.2738871988626805,65.79168414070935,225.624283326288,28.502825857775992
maize,onesided,-0.05,4.80600429097328,122.44217462781994,1.374665148753741,0.10572394321215335,1.539379812245017,90.10077997028179,188.9746276838756,17.18331435942176
maize,onesided,0.1,4.410284536051461,82.36352769731755,3.0234579764339755,0.038783383051137946,1.1257052611982308,61.77010418235281,252.65417667018656,37.79322470542469
maize,onesided,-0.1,4.980954198924322,146.0702275303979,0.9753130373528928,0.123422694186919,1.721826385862178,110.0900057191996,171.56969448177577,12.191412966911159
maize,onesided,0.2,4.292766884542686,73.1964863173827,5.1096988839247315,0.0008700859063521162,0.8847943208868635,61.0067206747084,315.9942342882553,63.87123604905914
maize,onesided,-0.2,5.385014396457845,220.41924393164763,0.41210322092261653,0.18222610833218833,2.3016496233701513,168.8708051169717,140.56123180020742,5.151290261532707
maize,twosided,0.0,4.65289872636087,104.99510222308693,1.781094176853582,0.07874564606937699,1.4006416621477544,76.62049207982398,206.23274289403162,22.26367721066978
maize,twosided,0.005,4.638881735131376,103.52995456550225,1.826468319783661,0.07702498545555501,1.387332238216918,75.46830249062583,208.08971864549872,22.830853997295765
maize,twosided,-0.005,4.667004765565344,106.4911831585202,1.7358068386013847,0.0804659751011544,1.4142061156302212,77.79793177830794,204.38190772959038,21.697585482517308
