crop,mean_offers_MMT,mean_import_demand_MMT,offers_over_demand,min_offers_over_demand,steps_offers_below_demand,mean_trade_MMT,trade_over_offers,trade_over_demand,mean_rationing_pct_of_desired,max_rationing_pct_of_desired
wheat,75.62183575207857,6.257249760321839,12.085475032754484,0.0732647996665942,12,3.634600605507594,0.048062845464680384,0.5808623188665318,1.840843984600532,23.03900256052852
maize,124.08048062605596,3.3396401186287044,37.15384778555268,1.4690799179632528,0,2.7752021475723345,0.022366146017245223,0.8309883846741742,0.17505585528105674,24.164500075595303
rice,12.276114738148761,4.79226673232117,2.561650973088206,0.0,71,0.86774645494598,0.07068575632071977,0.18107223646244763,3.2542353638210453,30.412028023537747
