h,a,b,abs_cos,norm_a,norm_b,both_active,sign
0.1,harvest_pulse_frac,residual_subst,0.1612061572731686,1.6175649251524644,0.3767320171620617,True,-1
0.2,elast,stu_target,0.16154504352876511,1.3675664594262742,2.361982456089166,True,-1
0.2,elast,max_stu,0.21714459784766063,1.3675664594262742,2.3071692915199002,True,1
0.2,elast,rebuild_lambda,0.40358283267032086,1.3675664594262742,1.3901004040692644,True,-1
0.2,elast,warehouse_lambda,0.20733666343459337,1.3675664594262742,2.2461985699630818,True,-1
0.2,elast,inv_eta,0.1791336646511017,1.3675664594262742,4.861939764661146,True,-1
0.2,elast,smooth,0.7219497359175497,1.3675664594262742,4.69583255472427,True,1
0.2,elast,trade_w,0.12531630070772787,1.3675664594262742,7.786816964782106,True,1
0.2,elast,unmet_kappa,0.29542430478702814,1.3675664594262742,0.7765597192685504,True,-1
0.2,elast,block_kappa,0.43190437529775555,1.3675664594262742,1.4497629616551766,True,-1
0.2,elast,ask_alpha,0.07139429268098582,1.3675664594262742,4.129132089212137,True,-1
0.2,elast,ask_target_fill,0.0032286124687923544,1.3675664594262742,4.15235584713218,True,1
0.2,elast,ask_comp_elast,4.491435476748811e-16,1.3675664594262742,1.134912907874289e-14,False,-1
0.2,elast,ask_beta,0.5583573544508057,1.3675664594262742,0.8894681975957356,True,1
0.2,elast,ask_rival,0.3727752839520444,1.3675664594262742,4.428644326880065,True,-1
0.2,elast,foresight_phi,0.3718425815210225,1.3675664594262742,0.6187992344519293,True,1
0.2,elast,harvest_pulse_frac,0.03975691390802286,1.3675664594262742,3.100850291994935,True,-1
0.2,elast,residual_subst,0.3171037481337271,1.3675664594262742,0.8391153412184189,True,1
0.2,stu_target,max_stu,0.6175718970475417,2.361982456089166,2.3071692915199002,True,-1
0.2,stu_target,rebuild_lambda,0.4131754528693705,2.361982456089166,1.3901004040692644,True,1
0.2,stu_target,warehouse_lambda,0.49588136974159464,2.361982456089166,2.2461985699630818,True,1
0.2,stu_target,inv_eta,0.11280849457633302,2.361982456089166,4.861939764661146,True,1
0.2,stu_target,smooth,0.22308986141018955,2.361982456089166,4.69583255472427,True,-1
0.2,stu_target,trade_w,0.44203193289549453,2.361982456089166,7.786816964782106,True,-1
0.2,stu_target,unmet_kappa,0.005591947111359917,2.361982456089166,0.7765597192685504,True,1
0.2,stu_target,block_kappa,0.1220973604676121,2.361982456089166,1.4497629616551766,True,-1
0.2,stu_target,ask_alpha,0.12278835129588599,2.361982456089166,4.129132089212137,True,1
0.2,stu_target,ask_target_fill,0.04275592930377956,2.361982456089166,4.15235584713218,True,1
0.2,stu_target,ask_comp_elast,3.604494217958607e-15,2.361982456089166,1.134912907874289e-14,False,1
0.2,stu_target,ask_beta,0.49789231002996776,2.361982456089166,0.8894681975957356,True,-1
0.2,stu_target,ask_rival,0.11104091475174424,2.361982456089166,4.428644326880065,True,-1
0.2,stu_target,foresight_phi,0.3843455755702686,2.361982456089166,0.6187992344519293,True,-1
0.2,stu_target,harvest_pulse_frac,0.06115103278802527,2.361982456089166,3.100850291994935,True,1
0.2,stu_target,residual_subst,0.5499458958425644,2.361982456089166,0.8391153412184189,True,1
0.2,max_stu,rebuild_lambda,0.6830565774291525,2.3071692915199002,1.3901004040692644,True,-1
0.2,max_stu,warehouse_lambda,0.9776448358419723,2.3071692915199002,2.2461985699630818,True,-1
0.2,max_stu,inv_eta,0.7954251212164953,2.3071692915199002,4.861939764661146,True,-1
0.2,max_stu,smooth,0.5196397953962033,2.3071692915199002,4.69583255472427,True,1
0.2,max_stu,trade_w,0.25851211660959106,2.3071692915199002,7.786816964782106,True,1
0.2,max_stu,unmet_kappa,0.6231562710823438,2.3071692915199002,0.7765597192685504,True,-1
0.2,max_stu,block_kappa,0.619497839376079,2.3071692915199002,1.4497629616551766,True,1
0.2,max_stu,ask_alpha,0.7985986782738119,2.3071692915199002,4.129132089212137,True,-1
0.2,max_stu,ask_target_fill,0.7479017456010467,2.3071692915199002,4.15235584713218,True,-1
0.2,max_stu,ask_comp_elast,1.2631374436426306e-15,2.3071692915199002,1.134912907874289e-14,False,1
0.2,max_stu,ask_beta,0.5052563129710067,2.3071692915199002,0.8894681975957356,True,1
0.2,max_stu,ask_rival,0.6968009825591504,2.3071692915199002,4.428644326880065,True,1
0.2,max_stu,foresight_phi,0.5568362472696924,2.3071692915199002,0.6187992344519293,True,1
0.2,max_stu,harvest_pulse_frac,0.7085033887965076,2.3071692915199002,3.100850291994935,True,1
0.2,max_stu,residual_subst,0.2309482467870234,2.3071692915199002,0.8391153412184189,True,-1
0.2,rebuild_lambda,warehouse_lambda,0.7130923917834999,1.3901004040692644,2.2461985699630818,True,1
0.2,rebuild_lambda,inv_eta,0.7620711719805936,1.3901004040692644,4.861939764661146,True,1
0.2,rebuild_lambda,smooth,0.5629136779934174,1.3901004040692644,4.69583255472427,True,-1
0.2,rebuild_lambda,trade_w,0.5140356324931515,1.3901004040692644,7.786816964782106,True,-1
0.2,rebuild_lambda,unmet_kappa,0.7741659614978913,1.3901004040692644,0.7765597192685504,True,1
0.2,rebuild_lambda,block_kappa,0.46495128622706855,1.3901004040692644,1.4497629616551766,True,-1
0.2,rebuild_lambda,ask_alpha,0.61813296523431,1.3901004040692644,4.129132089212137,True,1
0.2,rebuild_lambda,ask_target_fill,0.45973706331085024,1.3901004040692644,4.15235584713218,True,1
0.2,rebuild_lambda,ask_comp_elast,4.145023504699136e-15,1.3901004040692644,1.134912907874289e-14,False,-1
0.2,rebuild_lambda,ask_beta,0.4415475325447033,1.3901004040692644,0.8894681975957356,True,-1
0.2,rebuild_lambda,ask_rival,0.48825551232236847,1.3901004040692644,4.428644326880065,True,-1
0.2,rebuild_lambda,foresight_phi,0.12652308971680876,1.3901004040692644,0.6187992344519293,True,-1
0.2,rebuild_lambda,harvest_pulse_frac,0.3607741557620463,1.3901004040692644,3.100850291994935,True,-1
0.2,rebuild_lambda,residual_subst,0.1567371265031948,1.3901004040692644,0.8391153412184189,True,1
0.2,warehouse_lambda,inv_eta,0.8787478152352289,2.2461985699630818,4.861939764661146,True,1
0.2,warehouse_lambda,smooth,0.5183743569127814,2.2461985699630818,4.69583255472427,True,-1
0.2,warehouse_lambda,trade_w,0.20386450445913226,2.2461985699630818,7.786816964782106,True,-1
0.2,warehouse_lambda,unmet_kappa,0.7066502666407368,2.2461985699630818,0.7765597192685504,True,1
0.2,warehouse_lambda,block_kappa,0.6839421686200992,2.2461985699630818,1.4497629616551766,True,-1
0.2,warehouse_lambda,ask_alpha,0.860334507102856,2.2461985699630818,4.129132089212137,True,1
0.2,warehouse_lambda,ask_target_fill,0.8241014425387967,2.2461985699630818,4.15235584713218,True,1
0.2,warehouse_lambda,ask_comp_elast,1.5714969566412974e-15,2.2461985699630818,1.134912907874289e-14,False,-1
0.2,warehouse_lambda,ask_beta,0.4709418686680725,2.2461985699630818,0.8894681975957356,True,-1
0.2,warehouse_lambda,ask_rival,0.7677884197671502,2.2461985699630818,4.428644326880065,True,-1
0.2,warehouse_lambda,foresight_phi,0.4564214689048649,2.2461985699630818,0.6187992344519293,True,-1
0.2,warehouse_lambda,harvest_pulse_frac,0.7908023617033432,2.2461985699630818,3.100850291994935,True,-1
0.2,warehouse_lambda,residual_subst,0.1357594647359659,2.2461985699630818,0.8391153412184189,True,1
0.2,inv_eta,smooth,0.5287155058822751,4.861939764661146,4.69583255472427,True,-1
0.2,inv_eta,trade_w,0.23297473902564106,4.861939764661146,7.786816964782106,True,-1
0.2,inv_eta,unmet_kappa,0.9158156898935216,4.861939764661146,0.7765597192685504,True,1
0.2,inv_eta,block_kappa,0.7574837849293501,4.861939764661146,1.4497629616551766,True,-1
0.2,inv_eta,ask_alpha,0.9510230287693258,4.861939764661146,4.129132089212137,True,1
0.2,inv_eta,ask_target_fill,0.8851708639804834,4.861939764661146,4.15235584713218,True,1
0.2,inv_eta,ask_comp_elast,3.9230860785859995e-15,4.861939764661146,1.134912907874289e-14,False,-1
0.2,inv_eta,ask_beta,0.3283306478306176,4.861939764661146,0.8894681975957356,True,-1
0.2,inv_eta,ask_rival,0.824824144614055,4.861939764661146,4.428644326880065,True,-1
0.2,inv_eta,foresight_phi,0.15981298520523135,4.861939764661146,0.6187992344519293,True,-1
0.2,inv_eta,harvest_pulse_frac,0.8498081574865108,4.861939764661146,3.100850291994935,True,-1
0.2,inv_eta,residual_subst,0.006568051392171407,4.861939764661146,0.8391153412184189,True,1
0.2,smooth,trade_w,0.4905188405961826,4.69583255472427,7.786816964782106,True,1
0.2,smooth,unmet_kappa,0.5840152536604823,4.69583255472427,0.7765597192685504,True,-1
0.2,smooth,block_kappa,0.0039255829460578375,4.69583255472427,1.4497629616551766,True,1
0.2,smooth,ask_alpha,0.5109652215921419,4.69583255472427,4.129132089212137,True,-1
0.2,smooth,ask_target_fill,0.4627928504531365,4.69583255472427,4.15235584713218,True,-1
0.2,smooth,ask_comp_elast,1.4517620574905755e-15,4.69583255472427,1.134912907874289e-14,False,-1
0.2,smooth,ask_beta,0.29004730586417593,4.69583255472427,0.8894681975957356,True,1
0.2,smooth,ask_rival,0.09578162169694775,4.69583255472427,4.428644326880065,True,1
0.2,smooth,foresight_phi,0.28024318996189335,4.69583255472427,0.6187992344519293,True,1
0.2,smooth,harvest_pulse_frac,0.24989343160232627,4.69583255472427,3.100850291994935,True,1
0.2,smooth,residual_subst,0.1747019546045275,4.69583255472427,0.8391153412184189,True,1
0.2,trade_w,unmet_kappa,0.3036924282676635,7.786816964782106,0.7765597192685504,True,-1
0.2,trade_w,block_kappa,0.051116947975143885,7.786816964782106,1.4497629616551766,True,1
0.2,trade_w,ask_alpha,0.19356339955952578,7.786816964782106,4.129132089212137,True,-1
0.2,trade_w,ask_target_fill,0.0540577723329064,7.786816964782106,4.15235584713218,True,-1
0.2,trade_w,ask_comp_elast,3.0452716581011723e-15,7.786816964782106,1.134912907874289e-14,False,-1
0.2,trade_w,ask_beta,0.08355426791089333,7.786816964782106,0.8894681975957356,True,-1
0.2,trade_w,ask_rival,0.06397685943229407,7.786816964782106,4.428644326880065,True,1
0.2,trade_w,foresight_phi,0.2062914606463301,7.786816964782106,0.6187992344519293,True,-1
0.2,trade_w,harvest_pulse_frac,0.18988132054487902,7.786816964782106,3.100850291994935,True,-1
0.2,trade_w,residual_subst,0.5970004965523212,7.786816964782106,0.8391153412184189,True,-1
0.2,unmet_kappa,block_kappa,0.636029965981499,0.7765597192685504,1.4497629616551766,True,-1
0.2,unmet_kappa,ask_alpha,0.8938531124018354,0.7765597192685504,4.129132089212137,True,1
0.2,unmet_kappa,ask_target_fill,0.8041039896269563,0.7765597192685504,4.15235584713218,True,1
0.2,unmet_kappa,ask_comp_elast,4.711310580629281e-15,0.7765597192685504,1.134912907874289e-14,False,-1
0.2,unmet_kappa,ask_beta,0.40609591303835324,0.7765597192685504,0.8894681975957356,True,-1
0.2,unmet_kappa,ask_rival,0.6651736388731708,0.7765597192685504,4.428644326880065,True,-1
0.2,unmet_kappa,foresight_phi,0.024926583409451253,0.7765597192685504,0.6187992344519293,True,1
0.2,unmet_kappa,harvest_pulse_frac,0.650185855653406,0.7765597192685504,3.100850291994935,True,-1
0.2,unmet_kappa,residual_subst,0.15871998835079054,0.7765597192685504,0.8391153412184189,True,-1
0.2,block_kappa,ask_alpha,0.8119666897286806,1.4497629616551766,4.129132089212137,True,-1
0.2,block_kappa,ask_target_fill,0.789354095075144,1.4497629616551766,4.15235584713218,True,-1
0.2,block_kappa,ask_comp_elast,4.247025923179636e-15,1.4497629616551766,1.134912907874289e-14,False,1
0.2,block_kappa,ask_beta,0.15426450436232408,1.4497629616551766,0.8894681975957356,True,1
0.2,block_kappa,ask_rival,0.974323638465653,1.4497629616551766,4.428644326880065,True,1
0.2,block_kappa,foresight_phi,0.07635189332855732,1.4497629616551766,0.6187992344519293,True,-1
0.2,block_kappa,harvest_pulse_frac,0.7412436130782432,1.4497629616551766,3.100850291994935,True,1
0.2,block_kappa,residual_subst,0.12005783222128973,1.4497629616551766,0.8391153412184189,True,-1
0.2,ask_alpha,ask_target_fill,0.9680254104918364,4.129132089212137,4.15235584713218,True,1
0.2,ask_alpha,ask_comp_elast,3.188165036238915e-15,4.129132089212137,1.134912907874289e-14,False,-1
0.2,ask_alpha,ask_beta,0.3450520630195122,4.129132089212137,0.8894681975957356,True,-1
0.2,ask_alpha,ask_rival,0.8609499130239666,4.129132089212137,4.428644326880065,True,-1
0.2,ask_alpha,foresight_phi,0.14938619795371416,4.129132089212137,0.6187992344519293,True,-1
0.2,ask_alpha,harvest_pulse_frac,0.8562664475522155,4.129132089212137,3.100850291994935,True,-1
0.2,ask_alpha,residual_subst,0.05105706587369287,4.129132089212137,0.8391153412184189,True,-1
0.2,ask_target_fill,ask_comp_elast,2.2666786948906807e-15,4.15235584713218,1.134912907874289e-14,False,-1
0.2,ask_target_fill,ask_beta,0.24883566832489584,4.15235584713218,0.8894681975957356,True,-1
0.2,ask_target_fill,ask_rival,0.8582552553353708,4.15235584713218,4.428644326880065,True,-1
