,undisturbed
2003-01,9644.458772737873
2003-02,211793.7247380364
2003-03,197725.7584587464
2003-04,109094.78915969445
2003-05,2960.875457852221
2003-06,538.086091619286
2003-07,296.70296380665957
2003-08,147.56749834078312
2003-09,160.36290653254704
2003-10,1492.5489171013392
2003-11,14.582732561385686
2003-12,19.845831857903896
2004-01,122.47136150589553
2004-02,255.33620072617362
2004-03,268.07772215504195
2004-04,526.374165872456
2004-05,817.0737917927548
2004-06,358.3232719725044
2004-07,242.48446890940176
2004-08,388.4035780237767
2004-09,560.3899855823304
2004-10,291.0668015116537
2004-11,176.380789603836
2004-12,199.76674934067205
2005-01,261.06635472853435
2005-02,169.11176866674134
2005-03,190.33815409715575
2005-04,949.5683028174875
2005-05,1675.1495923627242
2005-06,596.0536219676595
2005-07,244.3281958798997
2005-08,181.92711372191863
2005-09,197.0593260203072
2005-10,176.05038812849716
2005-11,222.31505527979425
2005-12,284.3281876772698
2006-01,690.0405738034704
2006-02,692.9462942255644
2006-03,163.985839561962
2006-04,258.2206192101331
2006-05,794.8141268504561
2006-06,495.0039067725566
2006-07,231.05281060770815
2006-08,195.4690993169287
2006-09,200.68080731632142
2006-10,178.80387013594444
2006-11,355.27559045900705
2006-12,345.99348471856143
2007-01,279.99082102774935
2007-02,227.61966370692835
2007-03,167.49090099177482
2007-04,718.1419284341662
2007-05,1133.0756350859267
2007-06,778.0848809806081
2007-07,248.17428162238656
2007-08,194.16188481886547
2007-09,211.3839027268594
2007-10,185.81505845310792
2007-11,204.0690714573579
2007-12,374.5425292905705
2008-01,674.6682837163952
2008-02,390.98774726107695
2008-03,166.57710104562193
2008-04,1203.2207050102477
2008-05,2258.635624354851
2008-06,767.3180131812628
2008-07,227.049675305156
2008-08,192.7342086324996
2008-09,199.38279559193268
2008-10,246.26296524619153
2008-11,365.96486083804626
2008-12,281.53317634590604
2009-01,538.0773154164386
2009-02,603.8296636447425
2009-03,128.0952204089861
2009-04,830.4428127607734
2009-05,1765.574189745922
2009-06,551.0720757964249
2009-07,203.64958423728007
2009-08,252.20501758427207
2009-09,228.30483921729237
2009-10,172.81024945526988
2009-11,270.4619024929762
2009-12,313.51029772625634
2010-01,357.5478494232082
2010-02,343.647457894878
2010-03,171.501334231
2010-04,1188.21978289631
2010-05,2311.0537755270952
2010-06,573.8135987136139
2010-07,226.3635790365438
2010-08,224.71563850347422
2010-09,221.88634497729694
2010-10,160.5232928563429
2010-11,253.51729387846444
2010-12,295.6429852730121
2011-01,662.30453102532
2011-02,494.2691137260283
2011-03,194.88141034733349
2011-04,1243.7644715734814
2011-05,2723.726831615422
2011-06,654.954942634422
2011-07,225.13769349463047
2011-08,213.03561951910055
2011-09,165.70480117131328
2011-10,424.00735046328043
2011-11,17.986499431827042
2011-12,4712.607796833132
