scenario,field,corr_level,corr_anomaly,mean_host,mean_usda,level_ratio
undisturbed,production,2.1252372072738197e-15,,542.2487409368015,519.3976666666666,1.0439953348592919
undisturbed,consumption,-0.46565293930043017,-0.4656529393004301,538.8037222723287,520.1186666666666,1.0359246010634664
undisturbed,ending_stocks,0.7368110088447276,0.7368110088447277,200.8760914158032,157.433,1.275946538627881
harvest,production,0.794967538278947,0.7949675382789472,541.5437132422148,519.3976666666666,1.0426379400540529
harvest,consumption,0.20385895148317923,0.20385895148317923,531.382148082229,520.1186666666666,1.0216555992649672
harvest,ending_stocks,0.8338245879100539,0.8338245879100541,245.64063941054147,157.433,1.5602868484405523
harvest_amis,production,0.794967538278947,0.7949675382789472,541.5437132422148,519.3976666666666,1.0426379400540529
harvest_amis,consumption,0.17077331362867076,0.1707733136286708,531.6403920710837,520.1186666666666,1.0221521090143861
harvest_amis,ending_stocks,0.6985936626277022,0.6985936626277024,248.08554728658888,157.433,1.5758166793911625
