hike_usda,hike_fbsh,moy_usda,moy_fbsh,last_first_usda,last_first_fbsh,mean_2006_usda,mean_2006_fbsh,pidx_max_usda,pidx_max_fbsh,failed_usda,failed_fbsh,unconverged_usda,unconverged_fbsh,n_solves,runtime_usda_s,runtime_fbsh_s,H_sum_usda,H_sum_fbsh,China_H_usda,China_H_fbsh,EA_H_usda,EA_H_fbsh,XI_world_usda,XI_world_fbsh,alpha_i,zeta_penalty,n_for_months,p_sto_annual,xmin_share
2.3127223446526437,2.1756649461406674,26.836954430908353,33.024005044808,0.6961520504255445,0.5852442134862571,270.6508281570152,274.129177268138,3.768823001634713,3.953387144603502,0,0,611,778,1944,6.772272342001088,7.438997074001236,542.2487409368017,658.0914128832005,56.364833333333344,112.29233333333335,0.3314333333333333,3.2860000000000005,125.27413129607957,163.41799446017765,3.2,0.0,3,0.1,0.2
