label,candidate,last_first,last_first_author,failed,unconverged,n_solves,floor_binds,runtime_s,zeta_penalty,replan_stride,freeze_q_oth,xi_min,xi_max,xi_mean,xi_range,xi_range_over_mean
default,host (Jacobi + rolling + xmin on),1.6304099473801796,1.0035028350367956,0,1583,5832,0,15.18017267400137,0.0,1,False,164.44970209270912,254.36007774261614,209.93566702722975,89.91037564990702,0.42827584718248557
xmin_off,xmin penalty off (ζ=1),0.547935817669315,1.0035028350367956,0,1066,5832,0,10.783702137003274,1.0,1,False,228.55367819572987,306.57897538808817,264.97505451115023,78.0252971923583,0.2944628026827143
qoth_freeze,Jacobi D.22 q_oth frozen,1.0193421719823406,1.0035028350367956,0,1555,5832,0,15.354303879001236,0.0,1,True,136.96349183691467,234.7347307174295,162.36445907148743,97.77123888051483,0.6021714323420198
calendar_replan,rolling year off (January replan),0.523293960394394,1.0035028350367956,0,42,243,0,1.4947932499999297,0.0,24,False,209.83856646662093,281.17458204299385,248.14478576549234,71.33601557637292,0.2874773908962511
