scenario,corr_index,rmse_index,corr_2006eq1,rmse_2006eq1,hike_2008_host,hike_2008_author,mean_2006_host,mean_2006_author,n_months
undisturbed,0.9116664687252011,0.8463742315120085,0.9116664687252013,1.828581508170384,4.78422641037796,1.1247896650519895,0.20200349353362476,1.1133597341514312,72
harvest,0.4032193632555846,0.8481065609294978,0.40321936325558444,1.7329613085756488,4.526184162349023,1.4399607997109936,0.3060014192852424,1.1827591458759465,72
harvest_amis,0.5770069150875642,0.8558045594813855,0.5770069150875643,1.7111439858613366,4.54344179089933,1.6176574953231886,0.3060014192852424,1.1827591458759465,72
