last_first_equal,last_first,moy_equal,moy_maxmin,seas_corr_equal,seas_corr_2006_2011,jan_2006_equal,jan_2006_vw,mean_2006_usd,mean_2011_usd,unconverged,failed,n_solves,alpha_i,plan_maxiter,n_julia,re_ran_2003_11
1.224089660664046,1.1892096787195001,8.772453596035671,4.847516286023935,0.8490708165541697,0.7304309665203456,412.1425518168208,86.60606604639052,159.68839109400759,189.90298026813863,5078,0,5832,3.2,40,0,False
