n_fig4_regions,parallel_has_egypt,parallel_has_eu28,parallel_has_brazil_node,parallel_n,reconstruction_present,reconstruction_adopted,usda_is_default,author_fb_bit_identical,region_path,host_has_egypt_node,host_has_eu28,host_has_eu27,host_has_brazil,wheat_params_alpha_i,wheat_params_zeta,wheat_params_n_for,fig4_params_alpha_i,fig4_params_zeta,fig4_params_n_for,start_2000_arrays,fao_anomalies_since_2005_inputs,author_julia_in_repo,n_julia,n_steps_fig4,prepare_wheat_usda,wheat_params_unchanged
27,True,True,False,27,True,False,True,False,,False,False,True,True,3.2,0.0,3,3.5,1.0,6,False,False,False,0,312,True,True
