label,scenario,alpha_i,zeta_penalty,n_for_months,hike_2008,hike_2008_author,moy_maxmin,moy_maxmin_author,last_first,last_first_author,mean_2006_usd,mean_2006_index,mean_2006_author_index,p0,failed,unconverged,n_solves,adopted
default,harvest_amis,3.2,0.0,3,2.312722344652644,1.6176574953231886,26.836954430908357,1.5139454053260382,0.6961520504255445,1.1970499043915126,270.6508281570152,1.2674103321396188,1.1827591458759465,213.5463324652778,0,611,1944,False
default,undisturbed,3.2,0.0,3,2.2879357948930994,1.1247896650519895,29.525841591177887,1.3126961726569508,0.6175014387607367,1.0057821350471252,204.03677824939675,0.9554684264248495,1.1133597341514312,213.5463324652778,0,583,1944,False
fig4_knobs,harvest_amis,3.5,1.0,6,2.215184098448028,1.6176574953231886,13.257426851372903,1.5139454053260382,0.7886386586833294,1.1970499043915126,358.1196069951457,1.677011273669967,1.1827591458759465,213.5463324652778,0,553,1944,False
fig4_knobs,undisturbed,3.5,1.0,6,2.1352543105086337,1.1247896650519895,27.2384217781274,1.3126961726569508,0.4093927367460973,1.0057821350471252,244.287276342081,1.1439544454915966,1.1133597341514312,213.5463324652778,0,432,1944,False
