hike_usda,hike_fbsh,moy_usda,moy_fbsh,last_first_usda,last_first_fbsh,mean_2006_usda,mean_2006_fbsh,pidx_max_usda,pidx_max_fbsh,failed_usda,failed_fbsh,unconverged_usda,unconverged_fbsh,n_solves,runtime_usda_s,runtime_fbsh_s,H_sum_usda,H_sum_fbsh,China_H_usda,China_H_fbsh,EA_H_usda,EA_H_fbsh,XI_world_usda,XI_world_fbsh,alpha_i,zeta_penalty,n_for_months,p_sto_annual,xmin_share,adopt,why
2.283908030939549,2.1756649461406674,20.12570879414643,33.024005044808,0.6847741835682969,0.5852442134862571,257.4632831772099,274.129177268138,3.9470221097903684,3.953387144603502,0,0,823,778,1944,7.59690582300027,7.29909134799891,662.0377673207205,658.0914128832005,112.72966666666669,112.29233333333335,3.3143333333333334,3.2860000000000005,132.3085032476679,163.41799446017765,3.2,0.0,3,0.1,0.2,False,"item 3 undisturbed last/first still 1.444 on the USDA host (author 1.004); FBSH not scored undisturbed; author wheat_food_balance_fao.csv still absent (A7/A1 cannot-set); Psi still USDA ending_stocks (FBSH 5074 is ΔS, not S); moy worsened 20.1× → 33.0× on this 2006–08 window (S1 host 2003–11 moy 16.8×)"
