last_first_equal,last_first,moy_equal,moy_maxmin,seas_corr_equal,seas_corr_2006_2011,jan_2006_equal,jan_2006_vw,mean_2006_usd,mean_2011_usd,mean_2006_usd_equal,mean_2011_usd_equal,jan1_xi,jan2_xi,jan1_usd,jan2_usd,jan1_index,jan2_index,unconverged,failed,n_solves,runtime_s,alpha_i,plan_maxiter,n_julia,horizon_len,re_ran_2003_11
2.6411351395731413,0.8222710521532206,15.404171669146596,4.810957295701301,0.5390668949643564,0.39783547568621946,605.8769307180979,56.686665543764995,181.36582572062613,149.1318683399369,449.44473117274975,1187.0442727963534,30.97891543794798,0.31580883898784984,45.3741040152461,1166.3797574209498,0.21247896646796233,5.461951717717282,5125,0,5832,70.26932237,3.2,40,0,25,True
