last_first_equal,last_first,moy_equal,moy_maxmin,seas_corr_equal,seas_corr_2006_2011,jan_2006_equal,jan_2006_vw,mean_2006_usd,mean_2011_usd,mean_2006_usd_equal,mean_2011_usd_equal,jan1_xi,jan2_xi,jan1_usd,jan2_usd,jan1_index,jan2_index,unconverged,failed,n_solves,runtime_s,alpha_i,plan_maxiter,n_julia,re_ran_2003_11
2.5492501887120587,1.4973413761085956,11.069549721498202,4.6000176954174385,0.2823616254897454,0.43092661723643627,690.0405738034704,67.31829242208688,140.6815076655839,210.64824228101733,383.5239185815512,977.6984218196076,31.972269970843538,0.5622889121707432,45.02284222564434,1335.0583053812963,0.21083406914967723,6.251843756662851,4995,0,5832,67.05405566599802,3.2,40,0,True
