,undisturbed
2003-01,7200.822866806758
2003-02,212045.10627123195
2003-03,213546.3324652778
2003-04,87023.38166419152
2003-05,1879.413328155442
2003-06,553.7458169422457
2003-07,248.74372772463224
2003-08,144.15600272030127
2003-09,174.43014950229707
2003-10,1442.6514472999215
2003-11,14.489423830501366
2003-12,24.859008111125995
2004-01,337.8216660812858
2004-02,277.6477319834172
2004-03,281.21017439426873
2004-04,535.5647222847764
2004-05,1002.3585160207012
2004-06,478.53519604330614
2004-07,265.80175419496084
2004-08,441.1087746983943
2004-09,557.8580374046592
2004-10,233.06009584833436
2004-11,194.1693175601094
2004-12,254.63458316521582
2005-01,240.6463922841882
2005-02,173.88628184711615
2005-03,186.113939588596
2005-04,701.9152423796749
2005-05,1297.9315705711788
2005-06,541.056005399421
2005-07,213.52438679624638
2005-08,202.69898018881122
2005-09,198.72296382013621
2005-10,204.15132055935914
2005-11,208.8941016939476
2005-12,224.37131578530833
2006-01,412.14255181682074
2006-02,551.7003069583526
2006-03,147.40594806588268
2006-04,286.5301570247589
2006-05,771.5290957942221
2006-06,380.2603504443489
2006-07,203.34426743409176
2006-08,177.5759377130604
2006-09,192.24344022727854
2006-10,177.2084928263141
2006-11,250.54390785515915
2006-12,329.04496540694754
2007-01,280.93008326569725
2007-02,267.07167670681656
2007-03,143.42538667315046
2007-04,642.3016476656516
2007-05,1575.0352966270693
2007-06,687.2276168824656
2007-07,211.36801574704762
2007-08,214.77832450054035
2007-09,221.98110577662436
2007-10,184.452742406994
2007-11,171.919835207566
2007-12,250.69723227874675
2008-01,567.3122251814659
2008-02,697.0052350728771
2008-03,147.44600350740342
2008-04,542.8901076218556
2008-05,1371.4811519267473
2008-06,629.4280403932823
2008-07,243.27851712164562
2008-08,202.581661893936
2008-09,216.2452608827827
2008-10,192.6934608750601
2008-11,229.21497991933785
2008-12,257.79275176910284
2009-01,345.0589073113382
2009-02,517.3000074120604
2009-03,141.99422356861234
2009-04,579.2085052728471
2009-05,1300.0513591731726
2009-06,533.9572344576412
2009-07,237.79843311463873
2009-08,196.6764889378104
2009-09,217.21906512708523
2009-10,176.3958819918023
2009-11,175.8606612225151
2009-12,260.789903917008
2010-01,462.39773607991066
2010-02,811.3726359261914
2010-03,181.01389965036356
2010-04,660.0841616847285
2010-05,1577.4556274641207
2010-06,718.0596429081927
2010-07,257.74703759386904
2010-08,211.03417210466324
2010-09,194.0002104350731
2010-10,167.6316174791583
2010-11,279.72509797368775
2010-12,279.82900606843054
2011-01,350.7311241851786
2011-02,565.264891297478
2011-03,159.94796645099677
2011-04,583.3243619044691
2011-05,1485.9249665282414
2011-06,633.8602163873776
2011-07,241.3055871006364
2011-08,209.79323236246384
2011-09,185.04444080829276
2011-10,268.6623254385241
2011-11,19.089822368715993
2011-12,45.942918350046405
