last_first,last_first_vw,moy_maxmin,moy_maxmin_vw,seas_corr_2006_2011,seas_corr_vw,mean_2006_usd,mean_2011_usd,mean_2006_usd_vw,mean_2011_usd_vw,window_min_usd,window_max_usd,window_min_usd_vw,window_max_usd_vw,unconverged,failed,n_solves,runtime_s,alpha_i,plan_maxiter,bar_b_last_first,bar_b_moy,n_julia
1.224089660664046,1.1892096787195001,8.772453596035671,4.847516286023936,0.8490708165541697,0.7304309665203454,323.2941184639364,395.74098776520174,159.68839109400759,189.90298026813863,19.089822368715993,1577.4556274641207,12.175821610197229,986.4041957435326,5078,0,5832,68.28762819500116,3.2,40,1.0035028350367956,1.3238507386593894,0
