,undisturbed
2003-01,7378.709565268181
2003-02,209389.99258262262
2003-03,213546.3324652778
2003-04,152880.66637398675
2003-05,2089.922922285774
2003-06,167.09054152218056
2003-07,0.36713008866599006
2003-08,0.2854245245454891
2003-09,35.01053688832233
2003-10,123.73284612859041
2003-11,189.2839417753034
2003-12,264.7589270530577
2004-01,356.31139515237476
2004-02,366.69466142843163
2004-03,726.4085259121489
2004-04,1173.8771537373723
2004-05,1233.6769353062455
2004-06,58.44759122908794
2004-07,0.24084459273802974
2004-08,0.235165701987461
2004-09,6.457570536268178
2004-10,138.99201468585528
2004-11,243.63027942482347
2004-12,175.3725138990189
2005-01,305.9330695641359
2005-02,288.91979171505636
2005-03,624.0087348304876
2005-04,814.3636326384387
2005-05,859.4902141019463
2005-06,89.8864876957397
2005-07,0.25001994319688897
2005-08,0.22846592014816586
2005-09,3.586568055365299
2005-10,146.82337515468808
2005-11,235.29076790858159
2005-12,154.0658560472574
2006-01,246.63373671228402
2006-02,265.9792800491674
2006-03,448.4110299357603
2006-04,843.1353063357942
2006-05,1031.9561877594176
2006-06,79.31921915194448
2006-07,0.23579852595552914
2006-08,0.15981773486209339
2006-09,4.166698152727057
2006-10,102.51270824345136
2006-11,272.642376359598
2006-12,134.8291358409444
2007-01,278.4319893229786
2007-02,293.53987923267755
2007-03,585.6573347627593
2007-04,1217.07045710293
2007-05,1344.619235908608
2007-06,82.39139877111776
2007-07,0.25689341360644197
2007-08,0.42954777618432405
2007-09,4.780020728730381
2007-10,123.91785583236589
2007-11,309.3316309172873
2007-12,190.93362654060053
2008-01,221.54777534283656
2008-02,381.84282380140695
2008-03,688.3179093126002
2008-04,1489.4513612542676
2008-05,1403.3001034629604
2008-06,93.6473186669749
2008-07,0.23589049574809057
2008-08,0.19514052582914654
2008-09,5.950879905783873
2008-10,156.3490296443559
2008-11,227.77988647214292
2008-12,189.5722963571215
2009-01,239.80258638155527
2009-02,414.14224162775963
2009-03,728.2350302750374
2009-04,1540.386773745263
2009-05,1108.0648576984297
2009-06,82.27107871641334
2009-07,0.40803536455554784
2009-08,0.2306160842453247
2009-09,4.731766294653554
2009-10,148.62438456309582
2009-11,231.55173875350908
2009-12,231.04185476201735
2010-01,322.82531906959423
2010-02,304.9750467296885
2010-03,927.0088265248578
2010-04,1605.5042803545775
2010-05,1127.551844889726
2010-06,79.64989214581335
2010-07,0.32875988128037625
2010-08,0.3591935876559213
2010-09,10.046063149730156
2010-10,155.8359464137083
2010-11,252.63008213829832
2010-12,163.8649835668789
2011-01,269.25278406440884
2011-02,449.8693358151959
2011-03,979.651850868362
2011-04,2175.7344943106955
2011-05,1566.881505084311
2011-06,88.15062700965845
2011-07,0.2389243748862765
2011-08,0.17848579134360384
2011-09,6.536288690738731
2011-10,159.7258682959618
2011-11,242.90360571636046
2011-12,155.34646849002462
