,undisturbed
2003-01,11916.485845956217
2003-02,212162.10186658462
2003-03,213546.33246527778
2003-04,113861.45510441471
2003-05,2739.60839067478
2003-06,613.3363884691495
2003-07,270.51184416563444
2003-08,146.39808210788084
2003-09,168.50888768786362
2003-10,1200.0094866827435
2003-11,15.71101360759904
2003-12,27.698187377578112
2004-01,299.74756448822995
2004-02,238.63294811835362
2004-03,401.9212788934725
2004-04,953.7653293407635
2004-05,957.1980921701064
2004-06,326.5491902341445
2004-07,291.7479706712933
2004-08,407.3196280912019
2004-09,686.3803194943389
2004-10,261.42800422423056
2004-11,196.4962428880695
2004-12,304.17421346831446
2005-01,424.22212548645246
2005-02,189.14176204646444
2005-03,184.53588860381063
2005-04,1034.5784850688538
2005-05,2814.2697454776217
2005-06,471.74371345825233
2005-07,229.92005285234683
2005-08,235.22261221534256
2005-09,206.24539167920415
2005-10,203.79908539778438
2005-11,300.9951438243813
2005-12,302.6851425912436
2006-01,605.8769307180979
2006-02,438.07194622571154
2006-03,132.64905593713922
2006-04,491.5153994396064
2006-05,1641.6085630299995
2006-06,549.0407256189217
2006-07,212.86480445425082
2006-08,204.39910810877757
2006-09,192.63344777506546
2006-10,165.58367739546142
2006-11,445.0627238200197
2006-12,314.03039154994656
2007-01,302.04437961225403
2007-02,237.33271921985659
2007-03,175.8473159763755
2007-04,1000.8082936905345
2007-05,2735.420504929236
2007-06,715.7651205331966
2007-07,235.91883603854762
2007-08,217.00224884335086
2007-09,206.3778533607608
2007-10,173.77849431567057
2007-11,189.8260360125732
2007-12,332.61689273633044
2008-01,861.6159659930469
2008-02,308.5657995460048
2008-03,242.9404445876817
2008-04,1545.190496169926
2008-05,2913.824285818061
2008-06,837.1779474671802
2008-07,274.17283392291137
2008-08,207.72334811477018
2008-09,193.17461495001427
2008-10,198.9062707498585
2008-11,652.9212574214928
2008-12,335.56841814078507
2009-01,52.38997374780867
2009-02,349.9279375179888
2009-03,158.50563580184468
2009-04,1014.1527175093062
2009-05,2127.5924565023715
2009-06,646.3253039895378
2009-07,226.20029933437647
2009-08,220.68359173113382
2009-09,188.09441564071793
2009-10,184.94410279776778
2009-11,532.7309870203694
2009-12,347.80627993342773
2010-01,508.63635838839616
2010-02,465.46647060658887
2010-03,152.64680780459287
2010-04,1210.023062914169
2010-05,3317.2127628739677
2010-06,740.0076563032341
2010-07,253.60059190613785
2010-08,221.23141298999525
2010-09,203.870497151488
2010-10,162.38351202873542
2010-11,300.9600909802343
2010-12,300.2393816287097
2011-01,639.0737370299515
2011-02,349.07350304871665
2011-03,246.3636313409434
2011-04,1588.9955228507758
2011-05,4346.842139716741
2011-06,617.2881424141049
2011-07,173.75128833343604
2011-08,216.34224221303043
2011-09,177.95585773555771
2011-10,469.8021151044262
2011-11,17.75563083793641
2011-12,5401.287462930619
