start_year,end_year,n_steps,max_abs_dp_w,mean_abs_dp_w,max_abs_dinflow,sum_inflow_off,sum_inflow_on,sum_inflow_delta,ea_inflow_off,ea_inflow_on,usa_inflow_off,usa_inflow_on,max_abs_dC,max_abs_dSc,failed_off,failed_on,unconverged_off,unconverged_on,n_solves,runtime_off_s,runtime_on_s,x1_from_demand_off,x1_from_demand_on,alpha_i,zeta_penalty
2006,2006,24,0.0,0.0,100.51610559940191,478.29129108015275,907.662196844049,429.3709057638963,4.627581948278758,7.385675264456305,29.90669887176806,95.47219977846626,0.9496855727332715,121.25023399814826,0,0,213,213,648,2.5423182129998168,2.494164326999453,False,True,3.2,0.0
