year,production,consumption,exports,ending_stocks,S_producer,S_consumer,stock_to_use,price_index_mean
2003,542.2487409368016,425.55167558690545,189.2987529675189,216.03779581296502,15.914074598942397,200.12372121402262,0.5076652453900306,0.9554684264248495
2004,542.2487409368016,589.915796706026,164.44970209270912,170.95896164732636,10.561893510313794,160.39706813701258,0.2898023117908143,0.4499701660493987
2005,542.2487409368016,496.6840218398677,254.36007774261614,215.87751311308017,12.683103973140515,203.19440913993967,0.4346375232958061,0.566123459948891
2006,542.2487409368016,585.2638753481003,213.35054868759548,173.44423924165378,12.576759282796075,160.8674799588577,0.29635220376192445,0.2020034935336248
2007,542.2487409368016,538.8498710479483,215.3593359985805,177.6582669854679,12.726199813210744,164.93206717225715,0.32969900621848597,0.34966024171328325
2008,542.2487409368016,508.3099328641042,225.4294716744474,209.79476273852774,12.169732635907966,197.62503010261977,0.41273000815944316,0.32762499958634445
2009,542.2487409368016,563.5935050355995,203.41817532387438,190.31112776990497,11.217610762748988,179.09351700715598,0.3376744516562233,0.3167657342811359
2010,542.2487409368016,516.2974948264575,216.5049560838323,215.8509494894008,12.618283031466985,203.23266645793382,0.4180747566128604,0.38936820469140265
2011,542.2487409368016,520.5076545117629,186.61306861418268,238.19720226986405,9.613200233637338,228.5840020362267,0.45762478266202145,0.3293485052627697
