scenario,region,year,field,model,usda
undisturbed,Eastern Africa,2011,production,3.3143333333333334,3.743
undisturbed,India,2006,consumption,92.0671029421766,73.482
undisturbed,India,2007,consumption,87.99820401653737,76.42
undisturbed,India,2008,consumption,88.3844043379093,70.924
undisturbed,India,2009,consumption,84.75887097855014,78.149
undisturbed,India,2010,consumption,86.56976161281615,81.764
undisturbed,India,2011,consumption,85.43522348265654,81.408
undisturbed,India,2006,ending_stocks,0.6422572923395082,4.5
undisturbed,India,2007,ending_stocks,0.6435258329487485,5.8
undisturbed,India,2008,ending_stocks,0.6430454439827824,13.43
undisturbed,India,2009,ending_stocks,0.6428064557176028,16.12
undisturbed,India,2010,ending_stocks,0.643806581331389,15.36
undisturbed,India,2011,ending_stocks,0.3225980926193481,19.95
undisturbed,India,2006,production,78.352,69.355
undisturbed,India,2007,production,78.352,75.807
undisturbed,India,2008,production,78.352,78.57000000000001
undisturbed,India,2009,production,78.352,80.679
undisturbed,India,2010,production,78.352,80.804
undisturbed,India,2011,production,78.352,86.874
undisturbed,Russia,2006,consumption,28.56743116172501,36.4
undisturbed,Russia,2007,consumption,11.575822363076052,37.982
undisturbed,Russia,2008,consumption,4.989514181410349,38.9
undisturbed,Russia,2009,consumption,34.71093071797783,39.6
undisturbed,Russia,2010,consumption,41.258594018306745,38.6
undisturbed,Russia,2011,consumption,31.40608628804291,38.0
undisturbed,Russia,2006,ending_stocks,0.2726144725897067,4.663
undisturbed,Russia,2007,ending_stocks,0.0813950375307237,4.269
undisturbed,Russia,2008,ending_stocks,1.0708688055258817,10.944
undisturbed,Russia,2009,ending_stocks,12.252034697838802,14.722
undisturbed,Russia,2010,ending_stocks,0.7720762223829282,13.736
undisturbed,Russia,2011,ending_stocks,0.524363702230189,10.899
undisturbed,Russia,2006,production,58.301,44.927
undisturbed,Russia,2007,production,58.301,49.368
undisturbed,Russia,2008,production,58.301,63.765
undisturbed,Russia,2009,production,58.301,61.77
undisturbed,Russia,2010,production,58.301,41.508
undisturbed,Russia,2011,production,58.301,56.24
undisturbed,USA,2006,consumption,32.72635160481332,30.94
undisturbed,USA,2007,consumption,23.774903092006696,28.614
undisturbed,USA,2008,consumption,11.302916389317414,34.64
undisturbed,USA,2009,consumption,10.588544839960102,30.728
undisturbed,USA,2010,consumption,24.030291232091137,29.424
undisturbed,USA,2011,consumption,18.41589973038774,31.993
undisturbed,USA,2006,ending_stocks,0.8274485155080095,12.414
undisturbed,USA,2007,ending_stocks,2.004957095225575,8.323
undisturbed,USA,2008,ending_stocks,0.252498686574784,17.867
undisturbed,USA,2009,ending_stocks,0.4394982277896118,26.552
undisturbed,USA,2010,ending_stocks,12.44648944500326,23.487
undisturbed,USA,2011,ending_stocks,0.0974794642899459,20.211
undisturbed,USA,2006,production,61.43366666666667,49.217
undisturbed,USA,2007,production,61.43366666666667,55.821
undisturbed,USA,2008,production,61.43366666666667,68.363
undisturbed,USA,2009,production,61.43366666666667,60.117000000000004
undisturbed,USA,2010,production,61.43366666666667,58.868
undisturbed,USA,2011,production,61.43366666666667,54.244
undisturbed,Ukraine,2006,consumption,8.12081663293155,11.7
undisturbed,Ukraine,2007,consumption,10.250323252325234,12.3
undisturbed,Ukraine,2008,consumption,10.730960993566232,11.9
undisturbed,Ukraine,2009,consumption,6.731927496319108,12.3
undisturbed,Ukraine,2010,consumption,9.354829433835055,11.6
undisturbed,Ukraine,2011,consumption,10.840824610209127,14.95
undisturbed,Ukraine,2006,ending_stocks,8.450627530931855e-05,1.344
undisturbed,Ukraine,2007,ending_stocks,1.6415331216648323,2.08
undisturbed,Ukraine,2008,ending_stocks,2.538044940384655e-07,3.101
undisturbed,Ukraine,2009,ending_stocks,0.0004305585479515,2.358
undisturbed,Ukraine,2010,ending_stocks,2.343758888709348,3.341
undisturbed,Ukraine,2011,ending_stocks,0.2269334677334852,5.363
undisturbed,Ukraine,2006,production,20.22966666666667,13.947000000000001
undisturbed,Ukraine,2007,production,20.22966666666667,13.938
undisturbed,Ukraine,2008,production,20.22966666666667,25.885
undisturbed,Ukraine,2009,production,20.22966666666667,20.866
undisturbed,Ukraine,2010,production,20.22966666666667,16.844
undisturbed,Ukraine,2011,production,20.22966666666667,22.324
