last_first,mean_first_usd,mean_last_usd,last_first_author,author_first,author_last,n_julia,freeze_q_oth_on_params,alpha_i,zeta_penalty,n_for_months,p_sto_annual,xmin_share,pre_s1_last_first,r4_freeze_last_first
1.4435379287204126,45.82460455024471,66.14955473689224,1.0035028350367956,1.1133597341514312,1.1172596496367744,0,False,3.2,0.0,3,0.1,0.2,1.63,1.019
