year,model_cons,psd_cons,cons_ratio,model_dcons,psd_dcons,cons_scale
2006,619.9423728419921,619.099,1.001362258446536,,,644.2218333333334
2007,574.124079546297,614.378,0.9344802052584842,-7.112191938392091,-0.7328221050150691,644.2218333333334
2008,569.0996395686832,636.775,0.8937217063620324,-0.7799238892007703,3.4765974763868757,644.2218333333334
2009,610.7846382610002,650.872,0.9384097614600109,6.470597011068441,2.1882213968221578,644.2218333333334
2010,624.2439889850309,653.373,0.9554174858542224,2.0892416288329367,0.388220310239939,644.2218333333334
2011,570.9353414074291,690.8340000000002,0.826443604986768,-8.27488992444919,5.814922447780041,644.2218333333334
