year,model_cons,psd_cons,cons_ratio,model_dcons,psd_dcons,cons_scale,grain,subst_scale
2006,619.6039604277802,619.099,1.0008156376084925,,,644.2218333333334,wheat,0.0
2007,574.7583750957904,614.378,0.9355126243058676,-6.961202339254744,-0.7328221050150691,644.2218333333334,wheat,0.0
2008,568.7865854377565,636.775,0.8932300819563527,-0.9269772226027597,3.4765974763868757,644.2218333333334,wheat,0.0
2009,609.5891327222877,650.872,0.9365729862742409,6.333617579120321,2.1882213968221578,644.2218333333334,wheat,0.0
2010,622.2031337410845,653.373,0.952293917472997,1.9580213470148018,0.388220310239939,644.2218333333334,wheat,0.0
2011,570.7312772786319,690.8340000000002,0.8261482169068571,-7.989772124941319,5.814922447780041,644.2218333333334,wheat,0.0
2006,398.2556081955058,418.29900000000004,0.9520835770477715,,,435.8543333333334,rice,0.0
2007,380.15280644601654,426.6439999999999,0.8910304761018945,-4.153406394068025,1.9146304996393724,435.8543333333334,rice,0.0
2008,363.6359624425954,435.79200000000003,0.8344255113508173,-3.789533048140956,2.0988663643740617,435.8543333333334,rice,0.0
2009,370.6246046094326,435.2369999999999,0.8515466392090577,1.6034352838457115,-0.12733612070702224,435.8543333333334,rice,0.0
2010,368.75286113206784,443.941,0.8306348391612125,-0.42944243849774566,1.996997467808449,435.8543333333334,rice,0.0
2011,370.4126890180054,455.21299999999997,0.8137128970789618,0.38082170096680895,2.586185139836472,435.8543333333334,rice,0.0
2006,794.3094021286846,726.8649999999999,1.092788072239941,,,814.7215,maize,0.0
2007,732.5205374691204,781.1300000000001,0.9377703294830826,-7.584047390373788,6.660558239840267,814.7215,maize,0.0
2008,739.0463452697428,794.479,0.9302276652620683,0.800986324851176,1.6384740061481047,814.7215,maize,0.0
2009,779.0678433627967,831.943,0.9364437748292812,4.912291880483561,4.598381164606549,814.7215,maize,0.0
2010,737.8128452962582,867.8639999999999,0.8501480016411076,-5.063693307042777,4.408991293343791,814.7215,maize,0.0
2011,714.6001837391327,886.0479999999998,0.8065027896221569,-2.8491529384121375,2.2319283337925726,814.7215,maize,0.0
2006,618.4890370472169,619.099,0.9990147570052882,,,644.2218333333334,wheat,0.3
2007,580.6329314139808,614.378,0.9450744190286449,-5.8762531281128725,-0.7328221050150691,644.2218333333334,wheat,0.3
2008,575.284862679451,636.775,0.9034350636872537,-0.8301594975224437,3.4765974763868757,644.2218333333334,wheat,0.3
2009,617.6490010007399,650.872,0.9489561711069764,6.5760171619903565,2.1882213968221578,644.2218333333334,wheat,0.3
2010,631.5400476655855,653.373,0.9665842446283905,2.1562520774824594,0.388220310239939,644.2218333333334,wheat,0.3
2011,580.9796702588052,690.8340000000002,0.8409830295828015,-7.848286846344638,5.814922447780041,644.2218333333334,wheat,0.3
2006,397.8373232908804,418.29900000000004,0.9510836107446596,,,435.8543333333334,rice,0.3
2007,382.5344526679494,426.6439999999999,0.8966127559931687,-3.5110057311803033,1.9146304996393724,435.8543333333334,rice,0.3
2008,368.56197481036565,435.79200000000003,0.8457290973913372,-3.2057677964848477,2.0988663643740617,435.8543333333334,rice,0.3
2009,373.9223390118662,435.2369999999999,0.8591235097472556,1.2298522216139207,-0.12733612070702224,435.8543333333334,rice,0.3
2010,372.68652683419725,443.941,0.8394956240450809,-0.2835378894177062,1.996997467808449,435.8543333333334,rice,0.3
2011,377.0509390611676,455.21299999999997,0.8282956309709248,1.0013465263938326,2.586185139836472,435.8543333333334,rice,0.3
2006,793.842484779489,726.8649999999999,1.0921457007552835,,,814.7215,maize,0.3
2007,743.163672531505,781.1300000000001,0.9513956352098945,-6.2203847876831615,6.660558239840267,814.7215,maize,0.3
2008,754.7346130612888,794.479,0.9499742763009327,1.42023262302318,1.6384740061481047,814.7215,maize,0.3
2009,773.2147991403506,831.943,0.9294083839161464,2.2682826068861335,4.598381164606549,814.7215,maize,0.3
2010,734.7542457018872,867.8639999999999,0.8466237171974955,-4.720699458460765,4.408991293343791,814.7215,maize,0.3
2011,732.7853159751459,886.0479999999998,0.8270266576699524,-0.2416690521535634,2.2319283337925726,814.7215,maize,0.3
2006,617.2809075621531,619.099,0.9970633251905641,,,644.2218333333334,wheat,0.6
2007,587.091609409818,614.378,0.9555869666716874,-4.686165011845302,-0.7328221050150691,644.2218333333334,wheat,0.6
2008,583.4101943840526,636.775,0.9161951935676693,-0.5714514527887157,3.4765974763868757,644.2218333333334,wheat,0.6
2009,629.9089401977877,650.872,0.9677923465716574,7.2178158838767175,2.1882213968221578,644.2218333333334,wheat,0.6
2010,639.847808042022,653.373,0.9792994323946995,1.5427710347550039,0.388220310239939,644.2218333333334,wheat,0.6
2011,585.9208641781789,690.8340000000002,0.8481355349884035,-8.37086560460304,5.814922447780041,644.2218333333334,wheat,0.6
2006,397.3739119022062,418.29900000000004,0.9499757635141518,,,435.8543333333334,rice,0.6
2007,385.0296142079192,426.6439999999999,0.9024611015458305,-2.832207173410454,1.9146304996393724,435.8543333333334,rice,0.6
2008,374.2622225888695,435.79200000000003,0.8588093002828632,-2.4704105926176485,2.0988663643740617,435.8543333333334,rice,0.6
2009,378.56682310607505,435.2369999999999,0.8697946707335891,0.9876236595572515,-0.12733612070702224,435.8543333333334,rice,0.6
2010,377.26539736158503,443.941,0.849809766076089,-0.29859190214697523,1.996997467808449,435.8543333333334,rice,0.6
2011,383.40051060317245,455.21299999999997,0.8422442034897344,1.407606342850192,2.586185139836472,435.8543333333334,rice,0.6
2006,793.0387381077423,726.8649999999999,1.0910399291584303,,,814.7215,maize,0.6
2007,755.1875547957227,781.1300000000001,0.9667885688627023,-4.645904559044981,6.660558239840267,814.7215,maize,0.6
2008,768.1957666502341,794.479,0.9669176487361327,1.596645216127399,1.6384740061481047,814.7215,maize,0.6
2009,747.8020274054043,831.943,0.89886209440479,-2.503154666328287,4.598381164606549,814.7215,maize,0.6
2010,741.2743039461759,867.8639999999999,0.8541364821517842,-0.8012214553351488,4.408991293343791,814.7215,maize,0.6
2011,753.361655290891,886.0479999999998,0.8502492588334845,1.4836175729639027,2.2319283337925726,814.7215,maize,0.6
