year,model_cons,psd_cons,cons_ratio,model_dcons,psd_dcons,cons_scale
2006,397.94185708795186,418.29900000000004,0.9513335128411777,,,435.8543333333334
2007,384.05740117501955,426.6439999999999,0.900182356191625,-3.185572529874042,1.9146304996393724,435.8543333333334
2008,365.82282256947036,435.79200000000003,0.8394436395561882,-4.183640544788095,2.0988663643740617,435.8543333333334
2009,372.7066191825199,435.2369999999999,0.8563302733511167,1.579380101696712,-0.12733612070702224,435.8543333333334
2010,370.4453550249169,443.941,0.8344472689499662,-0.5188119022034806,1.996997467808449,435.8543333333334
2011,372.4259419376104,455.21299999999997,0.8181355583817036,0.4544148724061787,2.586185139836472,435.8543333333334
