run,wheat_corr,wheat_hike08,wheat_hike10,wheat_obs08,wheat_obs10,rice_corr,rice_hike08,rice_hike10,rice_obs08,rice_obs10,maize_corr,maize_hike08,maize_hike10,maize_obs08,maize_obs10
σ=0,0.7198612368258547,2.2673764846341906,1.4472676909253321,1.8165638656251262,1.1590269664976314,0.6777409747204022,1.7218949303223503,0.8204584882401208,1.83714665456457,0.7931662874839874,0.7115343015231028,1.9716551959162116,1.698938753871961,1.836259971402727,1.4418926403601735
σ=0.6,0.7205653503241582,2.4542134368364494,1.5440848364908264,1.8165638656251262,1.1590269664976314,0.669539683462055,1.7884385855681522,0.819983303703076,1.83714665456457,0.7931662874839874,0.5923280888989765,2.140012034695234,1.1544065639707974,1.836259971402727,1.4418926403601735
σ=0.6 zero ρ_rm,0.7228984469700712,2.4489055338786465,1.5418947477173401,1.8165638656251262,1.1590269664976314,0.6775359817573849,1.7617407767322026,0.8178250061844486,1.83714665456457,0.7931662874839874,0.6572871468364454,2.0904871899601494,1.3880790177049123,1.836259971402727,1.4418926403601735
σ=0.6 freeze rice,0.719797492787797,2.4468635870331488,1.545097932764338,1.8165638656251262,1.1590269664976314,0.6777409747204022,1.7218949303223503,0.8204584882401208,1.83714665456457,0.7931662874839874,0.593804014852642,2.134271696706561,1.1641191362528325,1.836259971402727,1.4418926403601735
σ=0.6 zero ρ_wm,0.7248383790705922,2.356599397518702,1.4902457844102617,1.8165638656251262,1.1590269664976314,0.6683617853809858,1.7866110019767276,0.8202123384908543,1.83714665456457,0.7931662874839874,0.6773834957508356,2.0224493670493175,1.6268099645829428,1.836259971402727,1.4418926403601735
