year,month,grain,model_price,subst_scale,leg,obs_price
2009,12,maize,136.14669373115362,0.0,subst_off,170.66682779456193
2010,1,maize,135.51468985125211,0.0,subst_off,167.3
2010,2,maize,135.21817408766566,0.0,subst_off,161.8
2010,3,maize,135.1040158368603,0.0,subst_off,159.0
2010,4,maize,135.04281386076795,0.0,subst_off,157.1
2010,5,maize,135.0028122076393,0.0,subst_off,163.4
2010,6,maize,135.21722409389986,0.0,subst_off,152.7
2010,7,maize,135.48544888114446,0.0,subst_off,163.8
2010,8,maize,135.82124048196152,0.0,subst_off,175.6
2010,9,maize,135.53990797754028,0.0,subst_off,205.9
2010,10,maize,135.1126312330976,0.0,subst_off,235.8
2010,11,maize,134.12267635237248,0.0,subst_off,238.2
2010,12,maize,131.5696470303731,0.0,subst_off,250.4
2011,1,maize,130.9051134897096,0.0,subst_off,238.5643812135756
2011,2,maize,130.53518618069415,0.0,subst_off,263.78069934864584
