crop,country,year,model_full,model_shocks,d_amis,psd,model_over_psd,psd_yoy
wheat,EU,2007,4.5128367396988,4.389687267948472,0.12314947175032831,12.388,0.364290986414175,0.888283378746594
wheat,EU,2008,12.928151585411811,13.358817280769628,-0.43066569535781696,25.43,0.5083818948254742,2.0527930255085565
wheat,EU,2009,16.020930864873034,9.585271469935954,6.43565939493708,22.293,0.7186529791805963,0.8766417616987809
wheat,EU,2010,13.624101227399889,7.013724716470307,6.610376510929582,23.086000000000002,0.5901455959196,1.0355717041223704
wheat,EU,2011,6.1444599312094486,6.303455518913561,-0.15899558770411204,16.728,0.36731587345824057,0.7245949926362297
wheat,Kazakhstan,2006,8.272885773448998,8.272885773448998,0.0,8.155,1.0144556435866339,2.066126171776032
wheat,Kazakhstan,2007,6.1038819938524025,6.4511000347886345,-0.347218040936232,7.915,0.7711790263869113,0.970570202329859
wheat,Kazakhstan,2008,6.740601552675949,7.032593457082228,-0.2919919044062791,6.152,1.0956764552464158,0.7772583701831964
wheat,Kazakhstan,2009,4.399200795956692,4.339131809534118,0.06006898642257408,8.254,0.5329780465176511,1.3416775032509751
wheat,Kazakhstan,2010,4.832953883759248,3.8689407806657075,0.9640131030935404,4.862,0.9940258913531979,0.5890477344317907
wheat,Kazakhstan,2011,0.8028401725352392,1.5993113012751077,-0.7964711287398685,11.844,0.06778454681992901,2.4360345536816124
wheat,India,2006,9.437482443331927,9.437482443331927,0.0,0.094,100.39874939714815,0.11735330836454431
wheat,India,2007,3.51030290142646,8.823187066980003,-5.312884165553543,0.049,71.63883472298897,0.5212765957446809
wheat,India,2008,1.367286580618036,7.709618252311514,-6.3423316716934774,0.023,59.44724263556679,0.4693877551020408
wheat,India,2009,0.3145188121935692,6.945733518413623,-6.631214706220054,0.058,5.422738141268434,2.5217391304347827
wheat,India,2010,0.37364611839633693,6.743428330883901,-6.369782212487564,0.07200000000000001,5.189529422171345,1.2413793103448276
wheat,India,2011,0.5092747402225808,7.903835036137904,-7.394560295915324,0.891,0.5715765883530648,12.374999999999998
